concept_id_1,concept_id_2,relationship_id,valid_start_DATE,valid_end_DATE,invalid_reason,load_table_id,load_row_id
41453122,35417050,Box of,2017-07-18,2099-12-31,,athena_vocab,
40856605,40856605,Maps to,2017-07-18,2099-12-31,,athena_vocab,
4083676,4083676,Maps to,1970-01-01,2099-12-31,,athena_vocab,
21021762,21149379,Has marketed form,2015-08-17,2099-12-31,,athena_vocab,
45565441,1574532,Is a,2016-03-25,2099-12-31,,athena_vocab,
46254110,40229498,Maps to,2015-07-08,2099-12-31,,athena_vocab,
40243845,4221729,RxNorm - SNOMED eq,1970-01-01,2099-12-31,,athena_vocab,
19126920,41459188,RxNorm dose form of,2017-07-18,2099-12-31,,athena_vocab,
21153326,43271970,Has tradename,2016-09-30,2099-12-31,,athena_vocab,
1176419,1176419,Maps to,2018-12-14,2099-12-31,,athena_vocab,
46204292,46091834,Is a,2015-01-31,2099-12-31,,athena_vocab,
35909839,35940309,Schema to Value,1970-01-01,2099-12-31,,athena_vocab,
46003709,37207390,Has CD category,2019-07-31,2099-12-31,,athena_vocab,
3257552,3375022,Finding context of,2019-08-16,2099-12-31,,athena_vocab,
3460631,3267911,Has method,2019-08-16,2099-12-31,,athena_vocab,
37498443,40167740,Has brand name,2020-05-04,2099-12-31,,athena_vocab,
43763076,43704537,Has quantified form,2017-06-24,2099-12-31,,athena_vocab,
40814216,41005117,Brand name of,2017-07-18,2099-12-31,,athena_vocab,
36712477,35607932,Has non-avail ind,2018-07-31,2099-12-31,,athena_vocab,
44816663,44816663,Maps to,2014-07-01,2099-12-31,,athena_vocab,
1029742,3049060,Property of,2019-12-13,2099-12-31,,athena_vocab,
3486089,3499480,Is a,2019-08-16,2099-12-31,,athena_vocab,
2000030679,43533331,Maps to,1970-01-01,2099-12-31,,custom_mapping,
40714981,40714981,Maps to,2018-09-19,2099-12-31,,athena_vocab,
1360379,21164136,Has tradename,2016-09-19,2099-12-31,,athena_vocab,
36308162,36308162,Maps to,2018-06-15,2099-12-31,,athena_vocab,
36980804,19052425,SPL - RxNorm,1970-01-01,2099-12-31,,athena_vocab,
41950421,41950421,Maps to,2019-02-21,2099-12-31,,athena_vocab,
43184037,43184037,Maps to,2016-08-07,2099-12-31,,athena_vocab,
41037352,43603892,Concept replaces,2017-08-24,2099-12-31,,athena_vocab,
40961288,41263937,Consists of,2017-07-18,2099-12-31,,athena_vocab,
42514735,46274334,SPL - RxNorm,1970-01-01,2099-12-31,,athena_vocab,
36284665,43130399,Source - RxNorm eq,2017-10-01,2099-12-31,,athena_vocab,
44038149,19082170,RxNorm has dose form,2017-06-25,2099-12-31,,athena_vocab,
19082079,42943221,RxNorm dose form of,2018-08-21,2099-12-31,,athena_vocab,
37013581,35607932,Has non-avail ind,2018-07-31,2099-12-31,,athena_vocab,
21019960,21078606,Supplier of,2015-08-17,2099-12-31,,athena_vocab,
505426,35631990,Has Module,2022-01-28,2099-12-31,,athena_vocab,
1015652,3048362,Method of,2019-12-13,2099-12-31,,athena_vocab,
4041798,36545046,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
4266612,4052025,Interprets of,2016-01-31,2099-12-31,,athena_vocab,
21019972,43782912,Supplier of,2016-07-01,2099-12-31,,athena_vocab,
36519109,35909772,ICDO to Schema,1970-01-01,2099-12-31,,athena_vocab,
35782785,35782782,Tradename of,2017-08-02,2099-12-31,,athena_vocab,
40771246,1029636,Has property,2019-12-13,2099-12-31,,athena_vocab,
43724900,19095976,RxNorm has dose form,2016-07-01,2099-12-31,,athena_vocab,
19106587,41232079,Has marketed form,2017-07-18,2099-12-31,,athena_vocab,
35791057,35791057,Maps to,2017-08-02,2099-12-31,,athena_vocab,
4324704,4217691,Has asso morph,2019-07-31,2099-12-31,,athena_vocab,
35408952,19011167,RxNorm has dose form,2017-07-17,2099-12-31,,athena_vocab,
40642537,4201201,Status of,2022-01-28,2099-12-31,,athena_vocab,
701800,701800,Mapped from,2022-01-03,2099-12-31,,athena_vocab,
3471500,3460959,Subsumes,2019-08-16,2099-12-31,,athena_vocab,
45975642,35626950,Has excipient,2018-07-31,2099-12-31,,athena_vocab,
19011436,44352248,RxNorm - SPL,1970-01-01,2099-12-31,,athena_vocab,
43279616,43279616,Maps to,2016-12-12,2099-12-31,,athena_vocab,
40642538,3607869,Status of,2022-01-28,2099-12-31,,athena_vocab,
4298694,4233851,Subsumes,2011-07-31,2099-12-31,,athena_vocab,
2927521,44507726,Has brand name,2021-06-30,2099-12-31,,athena_vocab,
41051076,40802782,Has brand name,2017-07-18,2099-12-31,,athena_vocab,
19066057,35904253,Mapped from,2019-07-07,2099-12-31,,athena_vocab,
42928164,938362,RxNorm has ing,2018-08-21,2099-12-31,,athena_vocab,
46113770,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
35934524,35934524,Mapped from,2018-03-02,2099-12-31,,athena_vocab,
42480324,42483293,RxNorm inverse is a,2017-06-24,2099-12-31,,athena_vocab,
42954085,42954356,RxNorm is a,2018-08-21,2099-12-31,,athena_vocab,
42710470,42724647,Tradename of,2017-07-30,2099-12-31,,athena_vocab,
42706046,42708219,Constitutes,2012-05-07,2099-12-31,,athena_vocab,
36549653,4166852,Has asso morph,2015-09-18,2099-12-31,,athena_vocab,
36217204,990760,RxNorm has ing,2016-08-01,2099-12-31,,athena_vocab,
4124215,4124215,Mapped from,1970-01-01,2099-12-31,,athena_vocab,
35631990,46015607,Module of,2022-01-28,2099-12-31,,athena_vocab,
19052425,44343760,RxNorm - SPL,1970-01-01,2099-12-31,,athena_vocab,
4235431,4235431,Mapped from,1970-01-01,2099-12-31,,athena_vocab,
45968175,46008429,Subsumes,2015-01-31,2099-12-31,,athena_vocab,
43780364,19082573,RxNorm has dose form,2016-07-01,2099-12-31,,athena_vocab,
43132632,21176787,Supplier of,2017-06-24,2099-12-31,,athena_vocab,
4263843,4028646,Asso morph of,2011-07-31,2099-12-31,,athena_vocab,
4290594,2737257,Acc device used by,1970-01-01,2099-12-31,,athena_vocab,
40652433,40653188,Subsumes,2018-06-15,2099-12-31,,athena_vocab,
35886113,35886111,RxNorm inverse is a,2020-12-07,2099-12-31,,athena_vocab,
4231014,3313482,Mapped from,1970-01-01,2099-12-31,,athena_vocab,
44791067,44791067,Mapped from,2014-04-01,2099-12-31,,athena_vocab,
43140299,43131032,Has brand name,2016-09-10,2099-12-31,,athena_vocab,
3345339,4184577,Maps to,1970-01-01,2099-12-31,,athena_vocab,
21232982,35768039,Maps to,2017-08-02,2099-12-31,,athena_vocab,
40826605,40963341,Constitutes,2017-07-18,2099-12-31,,athena_vocab,
4075101,46273472,Finding site of,2018-07-31,2099-12-31,,athena_vocab,
19038599,35775404,Constitutes,2017-08-02,2099-12-31,,athena_vocab,
4262161,4063358,Interprets of,2020-07-31,2099-12-31,,athena_vocab,
37207390,613072,CD category of,2022-01-28,2099-12-31,,athena_vocab,
41239780,41239780,Mapped from,2017-07-18,2099-12-31,,athena_vocab,
19082573,44087565,RxNorm dose form of,2017-06-25,2099-12-31,,athena_vocab,
36282964,36282964,Mapped from,2018-01-10,2099-12-31,,athena_vocab,
43620880,43662313,Has quantified form,2016-07-01,2099-12-31,,athena_vocab,
35909828,35940756,Schema to Value,1970-01-01,2099-12-31,,athena_vocab,
4251314,4043866,Has method,2011-07-31,2099-12-31,,athena_vocab,
41146785,41146785,Mapped from,2017-07-18,2099-12-31,,athena_vocab,
46057716,35626975,VMP has prescr stat,2018-07-31,2099-12-31,,athena_vocab,
36705128,36709514,AMP of,2017-01-31,2099-12-31,,athena_vocab,
36633933,35860777,Maps to,2020-10-02,2099-12-31,,athena_vocab,
45661268,46274492,SPL - RxNorm,1970-01-01,2099-12-31,,athena_vocab,
19082227,41481337,RxNorm dose form of,2017-07-18,2099-12-31,,athena_vocab,
35916327,35909778,Value to Schema,1970-01-01,2099-12-31,,athena_vocab,
35105329,19011436,SPL - RxNorm,1970-01-01,2099-12-31,,athena_vocab,
35607932,46037281,Non-avail ind of,2018-07-31,2099-12-31,,athena_vocab,
40301799,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
19095973,40168240,RxNorm dose form of,2009-12-07,2099-12-31,,athena_vocab,
35626985,37108175,Legal category of,2018-07-31,2099-12-31,,athena_vocab,
4002426,40642539,Has Module,2022-01-28,2099-12-31,,athena_vocab,
43017082,4130396,Using subst,1970-01-01,2099-12-31,,athena_vocab,
4058514,4058514,Mapped from,2015-03-01,2099-12-31,,athena_vocab,
3650700,35631990,Has Module,2022-01-28,2099-12-31,,athena_vocab,
35942089,35909788,Value to Schema,1970-01-01,2099-12-31,,athena_vocab,
41126903,41126903,Mapped from,2017-07-18,2099-12-31,,athena_vocab,
36677669,37206757,Subsumes,2019-07-31,2099-12-31,,athena_vocab,
43132415,36414296,Supplier of,2017-08-02,2099-12-31,,athena_vocab,
41046696,41046696,Mapped from,2017-07-18,2099-12-31,,athena_vocab,
3428034,4036165,Maps to,1970-01-01,2099-12-31,,athena_vocab,
32831,2000357262,Mapped from,1970-01-01,2099-12-31,,custom_mapping,
3344333,3268276,Subsumes,2019-08-16,2099-12-31,,athena_vocab,
41021752,41092181,Has tradename,2017-07-18,2099-12-31,,athena_vocab,
35626973,45996549,VMP prescr stat of,2018-07-31,2099-12-31,,athena_vocab,
41403456,41121321,Marketed form of,2017-07-18,2099-12-31,,athena_vocab,
3660925,35607932,Has non-avail ind,2020-07-31,2099-12-31,,athena_vocab,
2734631,4000905,Is a,1970-01-01,2099-12-31,,athena_vocab,
4277960,4344966,May treat,2010-06-07,2099-12-31,,athena_vocab,
434228,37403382,Mapped from,2023-01-12,2099-12-31,,athena_vocab,
3422528,3338903,Is a,2019-08-16,2099-12-31,,athena_vocab,
46110038,37310858,Has AMP restr ind,2020-03-09,2099-12-31,,athena_vocab,
3236122,3277231,Is a,2019-08-16,2099-12-31,,athena_vocab,
45641846,1344403,SPL - RxNorm,1970-01-01,2099-12-31,,athena_vocab,
41071580,43152082,Concept replaces,2017-08-24,2099-12-31,,athena_vocab,
46274326,44351189,RxNorm - SPL,1970-01-01,2099-12-31,,athena_vocab,
4352941,43561189,Subsumes,2013-09-03,2099-12-31,,athena_vocab,
40763703,40763703,Mapped from,2010-09-14,2099-12-31,,athena_vocab,
4185871,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
40866842,41166745,Has marketed form,2017-07-18,2099-12-31,,athena_vocab,
43674870,43674870,Maps to,2016-12-18,2099-12-31,,athena_vocab,
45973238,45982114,Subsumes,2015-01-31,2099-12-31,,athena_vocab,
40786424,3046834,Component of,2019-12-13,2099-12-31,,athena_vocab,
44123251,35792883,Has marketed form,2017-08-02,2099-12-31,,athena_vocab,
35631990,617383,Module of,2022-01-28,2099-12-31,,athena_vocab,
44360752,46274488,SPL - RxNorm,1970-01-01,2099-12-31,,athena_vocab,
40850586,43563789,Has brand name,2017-07-18,2099-12-31,,athena_vocab,
4291079,4335621,Has MoA,2010-06-07,2099-12-31,,athena_vocab,
43011769,41331064,Brand name of,2017-07-18,2099-12-31,,athena_vocab,
44071966,44071966,Mapped from,2017-06-25,2099-12-31,,athena_vocab,
35626992,46105169,Disc indicator of,2018-07-31,2099-12-31,,athena_vocab,
46120301,37309770,Has free indicator,2020-03-09,2099-12-31,,athena_vocab,
35626973,37004061,VMP prescr stat of,2018-07-31,2099-12-31,,athena_vocab,
45973369,35608650,Is a,2018-07-31,2099-12-31,,athena_vocab,
2061394,41116385,Tradename of,2020-07-31,2099-12-31,,athena_vocab,
43132444,43034108,Supplier of,2019-10-06,2099-12-31,,athena_vocab,
41274949,41274949,Mapped from,2017-07-18,2099-12-31,,athena_vocab,
21107669,21107669,Mapped from,2016-08-07,2099-12-31,,athena_vocab,
45965747,37207377,Has form continuity,2019-07-31,2099-12-31,,athena_vocab,
2821113,2821113,Maps to,2014-04-22,2099-12-31,,athena_vocab,
41518587,41518587,Mapped from,2017-07-18,2099-12-31,,athena_vocab,
21043800,21043800,Maps to,2016-08-07,2099-12-31,,athena_vocab,
42920108,42910418,Has brand name,2018-08-21,2099-12-31,,athena_vocab,
44173938,44173938,Maps to,2017-10-09,2099-12-31,,athena_vocab,
40642538,4292843,Status of,2022-01-28,2099-12-31,,athena_vocab,
3298024,3218253,Is a,2019-08-16,2099-12-31,,athena_vocab,
1824900,1812309,Is translated from,2021-07-26,2099-12-31,,athena_vocab,
35631990,3644873,Module of,2022-01-28,2099-12-31,,athena_vocab,
4187818,4197196,Specimen subst of,2011-07-31,2099-12-31,,athena_vocab,
40642539,4239884,Module of,2022-01-28,2099-12-31,,athena_vocab,
45947983,19011093,Maps to,1970-01-01,2099-12-31,,athena_vocab,
35626516,37312502,Concept poss_eq to,2020-03-09,2099-12-31,,athena_vocab,
40642537,4046838,Status of,2022-01-28,2099-12-31,,athena_vocab,
35626952,46081464,Subsumes,2018-07-31,2099-12-31,,athena_vocab,
40835657,19095898,RxNorm has dose form,2017-07-18,2099-12-31,,athena_vocab,
44812274,44812274,Maps to,2014-04-01,2099-12-31,,athena_vocab,
35918170,35928755,Has Answer,1970-01-01,2099-12-31,,athena_vocab,
2743354,2896410,Is a,2014-04-22,2099-12-31,,athena_vocab,
3364356,3444953,Has asso morph,2019-08-16,2099-12-31,,athena_vocab,
19082170,40148130,RxNorm dose form of,2008-03-03,2099-12-31,,athena_vocab,
19082077,41126655,RxNorm dose form of,2017-07-18,2099-12-31,,athena_vocab,
21016801,40751565,Brand name of,2018-06-04,2099-12-31,,athena_vocab,
36028365,529303,Maps to,2010-08-30,2099-12-31,,athena_vocab,
2990035,2936389,Maps to,2021-06-30,2099-12-31,,athena_vocab,
1566515,40234393,Maps to,2019-03-10,2099-12-31,,athena_vocab,
45579524,1573877,Is a,2016-03-25,2099-12-31,,athena_vocab,
43641279,43681077,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
45876235,3036358,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
44836052,44829077,Subsumes,2014-10-01,2099-12-31,,athena_vocab,
4205904,46023966,Subsumes,2015-01-31,2099-12-31,,athena_vocab,
3280206,3089414,Concept same_as from,2019-08-16,2099-12-31,,athena_vocab,
43144256,43144256,Maps to,2016-08-07,2099-12-31,,athena_vocab,
45887755,2211294,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
44160593,44160593,Maps to,2017-10-09,2099-12-31,,athena_vocab,
35804083,35804141,Has context,2019-05-27,2099-12-31,,athena_vocab,
19079055,45716628,Mapped from,2013-11-04,2099-12-31,,athena_vocab,
41915558,41919525,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
2817074,2804341,Is a,2014-04-22,2099-12-31,,athena_vocab,
35631990,3588496,Module of,2022-01-28,2099-12-31,,athena_vocab,
4205640,4164278,Is a,2011-07-31,2099-12-31,,athena_vocab,
41003957,41003957,Maps to,2017-07-18,2099-12-31,,athena_vocab,
43784379,43253472,Has brand name,2016-07-01,2099-12-31,,athena_vocab,
37207390,46265494,CD category of,2019-07-31,2099-12-31,,athena_vocab,
41288249,41288249,Mapped from,2017-07-18,2099-12-31,,athena_vocab,
43278263,40221127,Box of,2017-06-24,2099-12-31,,athena_vocab,
41049045,41049045,Maps to,2017-07-18,2099-12-31,,athena_vocab,
3658878,35631990,Has Module,2022-01-28,2099-12-31,,athena_vocab,
3490033,3487081,Subsumes,2019-08-16,2099-12-31,,athena_vocab,
41227854,41196808,Concept replaces,2017-08-24,2099-12-31,,athena_vocab,
4185252,4210652,Prec ingredient of,2018-07-31,2099-12-31,,athena_vocab,
4014408,4082701,Subsumes,2022-01-28,2099-12-31,,athena_vocab,
46133164,35608652,Is a,2018-07-31,2099-12-31,,athena_vocab,
44812389,36685586,Module of,2022-01-28,2099-12-31,,athena_vocab,
4098160,317248,Concept was_a to,2014-04-01,2099-12-31,,athena_vocab,
4320660,4320660,Mapped from,2015-01-31,2099-12-31,,athena_vocab,
19076623,45008657,Mapped from,2012-05-07,2099-12-31,,athena_vocab,
42718860,42718860,Mapped from,2017-08-01,2099-12-31,,athena_vocab,
43684374,43684374,Mapped from,2016-12-18,2099-12-31,,athena_vocab,
46023495,37310858,Has AMP restr ind,2020-03-09,2099-12-31,,athena_vocab,
35626973,46112394,VMP prescr stat of,2018-07-31,2099-12-31,,athena_vocab,
37310855,45999804,AMP restr ind of,2020-03-09,2099-12-31,,athena_vocab,
37390678,37209199,Is a,2019-07-31,2099-12-31,,athena_vocab,
41226502,19082573,RxNorm has dose form,2017-07-18,2099-12-31,,athena_vocab,
40484153,4043866,Has method,2011-07-31,2099-12-31,,athena_vocab,
46269619,46104753,Is a,2015-07-31,2099-12-31,,athena_vocab,
44128290,44566677,Mapped from,2017-06-25,2099-12-31,,athena_vocab,
21600965,21046545,Drug class of drug,2015-08-17,2099-12-31,,athena_vocab,
41343377,41343664,Tradename of,2017-07-18,2099-12-31,,athena_vocab,
44135300,44134970,Has marketed form,2017-06-25,2099-12-31,,athena_vocab,
4080761,36716098,Laterality of,2017-01-31,2099-12-31,,athena_vocab,
40642539,4264007,Module of,2022-01-28,2099-12-31,,athena_vocab,
46114279,35626973,VMP has prescr stat,2018-07-31,2099-12-31,,athena_vocab,
45765660,45765660,Mapped from,2015-01-31,2099-12-31,,athena_vocab,
35627100,46259167,Flavor of,2018-07-31,2099-12-31,,athena_vocab,
46106259,37207391,Has CD category,2019-07-31,2099-12-31,,athena_vocab,
36188201,704945,Maps to,2018-09-23,2099-12-31,,athena_vocab,
41990122,41990122,Maps to,2019-02-21,2099-12-31,,athena_vocab,
41332392,19082104,RxNorm has dose form,2017-07-18,2099-12-31,,athena_vocab,
36404891,36404891,Maps to,2017-10-15,2099-12-31,,athena_vocab,
40836881,40836881,Maps to,2017-07-18,2099-12-31,,athena_vocab,
40858971,1351189,Tradename of,2017-07-18,2099-12-31,,athena_vocab,
35941736,35909764,Value to Schema,1970-01-01,2099-12-31,,athena_vocab,
2933949,2933949,Mapped from,2021-10-19,2099-12-31,,athena_vocab,
43808284,43808285,Has marketed form,2016-07-01,2099-12-31,,athena_vocab,
3447140,3416244,Asso morph of,2019-08-16,2099-12-31,,athena_vocab,
45561140,439620,Maps to,1970-01-01,2099-12-31,,athena_vocab,
41070330,41070330,Maps to,2017-07-18,2099-12-31,,athena_vocab,
40131914,36622677,Mapped from,2020-10-02,2099-12-31,,athena_vocab,
1989472,1029923,Has system,2022-02-16,2099-12-31,,athena_vocab,
19082104,41407198,RxNorm dose form of,2017-07-18,2099-12-31,,athena_vocab,
35422749,19088002,Source - RxNorm eq,2017-07-17,2099-12-31,,athena_vocab,
21604322,1036059,ATC - RxNorm sec up,2020-06-01,2099-12-31,,athena_vocab,
43737551,43655303,Quantified form of,2016-07-01,2099-12-31,,athena_vocab,
19082573,44159261,RxNorm dose form of,2017-10-06,2099-12-31,,athena_vocab,
37207390,46087058,CD category of,2019-07-31,2099-12-31,,athena_vocab,
2064613,2064613,Mapped from,2020-07-31,2099-12-31,,athena_vocab,
3542863,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
40165789,44418438,Mapped from,2017-04-01,2099-12-31,,athena_vocab,
45998701,35631990,Has Module,2022-01-28,2099-12-31,,athena_vocab,
4216776,40489441,Using device,2011-07-31,2099-12-31,,athena_vocab,
40169683,45267056,Mapped from,2010-02-01,2099-12-31,,athena_vocab,
43666958,43648892,Concept replaced by,2017-08-24,2099-12-31,,athena_vocab,
35157656,35157656,Maps to,2019-03-11,2099-12-31,,athena_vocab,
45570794,4055396,Maps to,2019-07-23,2099-12-31,,athena_vocab,
37116279,603076,Unit of presen of,2022-01-28,2099-12-31,,athena_vocab,
37310858,46221043,AMP restr ind of,2020-03-09,2099-12-31,,athena_vocab,
40921726,41278245,Constitutes,2017-07-18,2099-12-31,,athena_vocab,
767014,42641486,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
1191962,19116573,SPL - RxNorm,1970-01-01,2099-12-31,,athena_vocab,
35626975,46283836,VMP prescr stat of,2018-07-31,2099-12-31,,athena_vocab,
41016697,43576237,Has brand name,2017-07-18,2099-12-31,,athena_vocab,
4122385,35623780,Conc num unit of,2019-07-31,2099-12-31,,athena_vocab,
42898712,2950100,Mapped from,2021-06-30,2099-12-31,,athena_vocab,
35631990,46162472,Module of,2022-01-28,2099-12-31,,athena_vocab,
4177882,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
44032729,44084448,Available as box,2017-06-25,2099-12-31,,athena_vocab,
21375320,46162321,Maps to,2018-09-19,2099-12-31,,athena_vocab,
40809467,41506112,Brand name of,2017-08-24,2099-12-31,,athena_vocab,
35941457,35909734,Value to Schema,1970-01-01,2099-12-31,,athena_vocab,
40642539,40407158,Module of,2022-01-28,2099-12-31,,athena_vocab,
35606635,1972880,Brand name of,2022-01-28,2099-12-31,,athena_vocab,
43206389,43206390,Has marketed form,2016-09-10,2099-12-31,,athena_vocab,
42865136,4288321,Has product comp,2014-12-01,2099-12-31,,athena_vocab,
1150351,35522701,Mapped from,2018-11-25,2099-12-31,,athena_vocab,
35909839,35940608,Schema to Value,1970-01-01,2099-12-31,,athena_vocab,
44503701,35909784,ICDO to Schema,1970-01-01,2099-12-31,,athena_vocab,
40642538,35615238,Status of,2022-01-28,2099-12-31,,athena_vocab,
1029816,44816617,Time aspect of,2019-12-13,2099-12-31,,athena_vocab,
44040867,44040867,Mapped from,2017-06-25,2099-12-31,,athena_vocab,
35101016,35803008,Brand name of,2019-08-29,2099-12-31,,athena_vocab,
37207080,36690450,Ontological form of,2019-07-31,2099-12-31,,athena_vocab,
41207269,41111467,Tradename of,2017-07-18,2099-12-31,,athena_vocab,
40820767,44209160,Supplier of,2017-10-06,2099-12-31,,athena_vocab,
40988849,41066601,RxNorm inverse is a,2017-07-18,2099-12-31,,athena_vocab,
40642538,4017113,Status of,2022-01-28,2099-12-31,,athena_vocab,
40811635,43598897,Brand name of,2017-08-24,2099-12-31,,athena_vocab,
41069643,40839640,Marketed form of,2017-07-18,2099-12-31,,athena_vocab,
1992056,1989652,Component of,2022-02-16,2099-12-31,,athena_vocab,
42853867,4348634,CI by,2012-08-06,2099-12-31,,athena_vocab,
433094,40317289,Concept same_as from,2014-04-01,2099-12-31,,athena_vocab,
45087267,46234523,Maps to,2017-10-23,2099-12-31,,athena_vocab,
40642538,3568872,Status of,2022-01-28,2099-12-31,,athena_vocab,
46074815,35626973,VMP has prescr stat,2018-07-31,2099-12-31,,athena_vocab,
3467219,3298837,Asso morph of,2019-08-16,2099-12-31,,athena_vocab,
19023254,21605163,RxNorm - ATC pr up,2021-10-04,2099-12-31,,athena_vocab,
43572538,41298993,Brand name of,2017-07-18,2099-12-31,,athena_vocab,
2043087,19082168,RxNorm has dose form,2020-07-31,2099-12-31,,athena_vocab,
44495255,19019306,Maps to,2017-10-23,2099-12-31,,athena_vocab,
46217025,46217025,Mapped from,2018-07-31,2099-12-31,,athena_vocab,
1786844,21171478,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
43148632,19082104,RxNorm has dose form,2016-09-10,2099-12-31,,athena_vocab,
42899011,35115974,RxNorm - SPL,1970-01-01,2099-12-31,,athena_vocab,
2856193,2856193,Mapped from,2014-04-22,2099-12-31,,athena_vocab,
45052985,40221904,Maps to,2010-07-06,2099-12-31,,athena_vocab,
36285701,1349025,Maps to,2019-04-01,2099-12-31,,athena_vocab,
40763000,21494868,Contained in panel,1970-01-01,2099-12-31,,athena_vocab,
40993294,36811384,Has tradename,2019-01-28,2099-12-31,,athena_vocab,
43694353,43694353,Maps to,2016-12-18,2099-12-31,,athena_vocab,
35631990,46189890,Module of,2022-01-28,2099-12-31,,athena_vocab,
37209199,37306599,Subsumes,2020-03-09,2099-12-31,,athena_vocab,
43844559,43700690,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
45956893,46174308,Spec active ing of,2018-07-31,2099-12-31,,athena_vocab,
41453740,41456053,Available as box,2017-07-18,2099-12-31,,athena_vocab,
37012076,37012076,Mapped from,2018-07-31,2099-12-31,,athena_vocab,
45483533,4108805,Maps to,2014-04-01,2099-12-31,,athena_vocab,
41364931,41366637,Marketed form of,2017-07-18,2099-12-31,,athena_vocab,
4099603,40480067,Has interprets,2017-01-31,2099-12-31,,athena_vocab,
3386792,3506095,Has dir proc site,2019-08-16,2099-12-31,,athena_vocab,
40238191,40238191,Maps to,2011-05-01,2099-12-31,,athena_vocab,
44012894,44048527,Brand name of,2017-06-25,2099-12-31,,athena_vocab,
40482001,3374310,Mapped from,1970-01-01,2099-12-31,,athena_vocab,
42897168,4044378,Has access,1970-01-01,2099-12-31,,athena_vocab,
45249504,19060831,Maps to,2011-10-25,2099-12-31,,athena_vocab,
3211917,3213112,Subsumes,2019-08-16,2099-12-31,,athena_vocab,
46279990,35607932,Has non-avail ind,2018-07-31,2099-12-31,,athena_vocab,
40806052,41234665,Brand name of,2017-08-24,2099-12-31,,athena_vocab,
41105226,41105226,Mapped from,2017-07-18,2099-12-31,,athena_vocab,
2817378,2817378,Mapped from,2014-04-22,2099-12-31,,athena_vocab,
46096123,45971348,Has VMP,2015-01-31,2099-12-31,,athena_vocab,
35608652,46173304,Subsumes,2018-07-31,2099-12-31,,athena_vocab,
46220541,46077381,Has AMP,2015-01-31,2099-12-31,,athena_vocab,
19073337,43736132,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
35605445,35605445,Maps to,2016-05-02,2099-12-31,,athena_vocab,
4058767,40642539,Has Module,2022-01-28,2099-12-31,,athena_vocab,
3660430,4294612,Has disp dose form,2020-07-31,2099-12-31,,athena_vocab,
40642538,3556045,Status of,2022-01-28,2099-12-31,,athena_vocab,
36531831,35909767,ICDO to Schema,1970-01-01,2099-12-31,,athena_vocab,
35763763,43132746,Has supplier,2017-08-02,2099-12-31,,athena_vocab,
36790273,36508183,Has marketed form,2019-09-04,2099-12-31,,athena_vocab,
41465815,41465674,Available as box,2017-07-18,2099-12-31,,athena_vocab,
2010601,2010601,Maps to,2020-07-31,2099-12-31,,athena_vocab,
19082103,41457601,RxNorm dose form of,2017-07-18,2099-12-31,,athena_vocab,
43842099,43870091,Contained in,2017-06-24,2099-12-31,,athena_vocab,
21071008,21019832,Has supplier,2015-08-17,2099-12-31,,athena_vocab,
42932133,42932150,Consists of,2018-08-21,2099-12-31,,athena_vocab,
1573420,45550022,Subsumes,2016-03-25,2099-12-31,,athena_vocab,
37008522,37310858,Has AMP restr ind,2020-03-09,2099-12-31,,athena_vocab,
46008310,40642538,Has status,2022-01-28,2099-12-31,,athena_vocab,
36703918,35631990,Has Module,2022-01-28,2099-12-31,,athena_vocab,
41106371,40809849,Has brand name,2017-07-18,2099-12-31,,athena_vocab,
43744202,43772391,Has marketed form,2017-06-24,2099-12-31,,athena_vocab,
40642538,40552142,Status of,2022-01-28,2099-12-31,,athena_vocab,
46122856,35626975,VMP has prescr stat,2018-07-31,2099-12-31,,athena_vocab,
46136067,35631990,Has Module,2022-01-28,2099-12-31,,athena_vocab,
40838518,19082168,RxNorm has dose form,2017-07-18,2099-12-31,,athena_vocab,
40642538,46258875,Status of,2022-01-28,2099-12-31,,athena_vocab,
42860238,4287162,Has product comp,2014-12-01,2099-12-31,,athena_vocab,
4242377,35626348,Count of ing of,2018-07-31,2099-12-31,,athena_vocab,
46274502,36158822,RxNorm - SPL,1970-01-01,2099-12-31,,athena_vocab,
41884863,41905562,Subsumes,1970-01-01,2099-12-31,,athena_vocab,
19128855,36218086,RxNorm is a,2016-08-01,2099-12-31,,athena_vocab,
37207390,46120516,CD category of,2019-07-31,2099-12-31,,athena_vocab,
43836875,19010880,RxNorm has dose form,2016-07-01,2099-12-31,,athena_vocab,
19082076,43516128,RxNorm dose form of,2017-08-29,2099-12-31,,athena_vocab,
