disease_id,disease_name,degree,betweenness_centrality,betweenness_weighted
318772,Disorder of pericardium,162,8.306909012504535e-05,1.1610659746713456e-06
441829,Hyperosmolality and or hypernatremia,195,8.119197411402435e-05,1.6624353728248814e-07
438557,Abnormal glucose level,174,8.05937065012602e-05,9.713560877384384e-07
444044,Acute tubular necrosis,185,7.969419477208481e-05,3.581209986810969e-07
440371,Disorder of immune function,160,7.944876400829785e-05,3.870219915571152e-07
435149,Complication of internal device,113,7.91046608682123e-05,1.451332468339182e-06
4114222,Malignant tumor of head and neck,34,7.850264986344827e-05,2.1769987025087732e-07
378416,Retinal disorder,159,7.826063890653556e-05,0.0
432582,Neoplastic disease of uncertain behavior,189,7.793555023612429e-05,3.089827721056946e-07
4001450,Lumbago with sciatica,171,7.778089433614388e-05,0.0
4250169,Bifascicular block,190,7.760890130416248e-05,1.0985518705156102e-06
78508,Arthralgia of the ankle and/or foot,203,7.716315305212579e-05,0.0
4115367,Wrist joint pain,140,7.654371794497584e-05,5.805329873356728e-07
4280354,Nutritional anemia,178,7.648006641965654e-05,3.4348201750693976e-07
319826,Secondary hypertension,170,7.640019801045292e-05,6.323662897763578e-07
137989,Abnormal results of cardiovascular function studies,206,7.571581618025968e-05,4.353997405017547e-08
434613,Generalized anxiety disorder,163,7.557696443744406e-05,2.7575316898444456e-06
4261842,Sick sinus syndrome,205,7.552588779987351e-05,8.707994810035094e-08
200845,Urgent desire to urinate,197,7.531427986547147e-05,0.0
440029,Viral disease,178,7.480840328187224e-05,0.0
4032878,Hair follicle disorder,175,7.466786850192323e-05,1.2439992585764417e-07
4108235,"Combined disorders of mitral, aortic and tricuspid valves",168,7.456448964552322e-05,0.0
4201388,Gastrostomy present,159,7.43333669481782e-05,5.224796886021056e-07
134765,Cachexia,220,7.379318868670544e-05,1.8299409383407077e-07
4329041,Pain,181,7.16162396889405e-05,0.0
380378,Epilepsy,168,7.041017301427818e-05,0.0
141375,Hypertrophic condition of skin,129,7.030743175898859e-05,8.016884110825958e-07
4115991,Knee joint effusion,159,6.975049962673364e-05,0.0
320744,Complete atrioventricular block,188,6.932891381004121e-05,0.0
4155909,Anesthesia of skin,184,6.883298733730372e-05,0.0
40479625,Atherosclerosis of artery,173,6.833260537085676e-05,1.451332468339182e-07
4195677,Rheumatic tricuspid valve regurgitation,184,6.774958282905386e-05,2.1769987025087732e-07
4070750,Drug-induced constipation,166,6.763662673063984e-05,1.9397616644148682e-07
40482228,Imaging of thorax abnormal,165,6.675419276045692e-05,0.0
3655266,Pleural effusion due to malignant neoplastic disease,155,6.579169924543356e-05,1.0884993512543866e-07
4308509,Impaired fasting glycemia,150,6.576986488417705e-05,0.0
72990,Localized osteoarthrosis uncertain if primary OR secondary,187,6.515947088690688e-05,0.0
440530,Oropharyngeal dysphagia,101,6.500747917106692e-05,2.902664936678364e-07
37110250,Atherosclerosis of artery of lower limb,180,6.473650390417766e-05,1.8006531796842678e-06
378427,Tear film insufficiency,87,6.432480757816518e-05,2.1189454037752056e-06
44782718,Acute combined systolic and diastolic heart failure,183,6.321437248010707e-05,5.366631649972384e-07
25297,Acute pharyngitis,176,6.319551581587522e-05,1.7415989620070188e-07
321887,Disorder of artery,193,6.193618166310536e-05,0.0
4271013,Melanocytic nevus,165,6.189351315457131e-05,0.0
201340,Gastritis,135,6.173073413091062e-05,0.0
135287,Non-neoplastic nevus,147,6.042062665022301e-05,1.4376728686371662e-06
195083,Left lower quadrant pain,197,5.953670965303955e-05,1.451332468339182e-07
4009585,Abnormal urine,165,5.94693778981138e-05,7.546928835363747e-07
36713112,Pancytopenia due to antineoplastic chemotherapy,118,5.9468448572346836e-05,0.0
4021915,Hematopoietic system finding,142,5.9028890784620686e-05,1.4440129777521037e-06
36714126,Difficulty walking,178,5.80586315181423e-05,0.0
257004,Acute exacerbation of chronic obstructive airways disease,158,5.800203250898532e-05,5.119627866576187e-07
4157456,Primary malignant neoplasm of skin head and neck,133,5.7945396938643645e-05,1.7242010817047352e-06
45763854,Chronic kidney disease stage 3A,193,5.76335806029238e-05,0.0
313209,Left bundle branch hemiblock,148,5.6956876583141836e-05,4.847924072564214e-07
443769,Degeneration of lumbar intervertebral disc,176,5.6383260238655e-05,6.966395848028074e-07
43530666,Dementia with behavioral disturbance,154,5.625025532593011e-05,3.669797812800503e-07
133810,Hyperparathyroidism due to renal insufficiency,98,5.570985890887527e-05,0.0
4059290,Steatosis of liver,65,5.56646065359758e-05,4.3539974050175463e-07
197032,Hyperplasia of prostate,158,5.4787021418830226e-05,2.1769987025087732e-07
437498,Primary malignant neoplasm of tongue,26,5.467181053969275e-05,3.483197924014037e-06
444406,Acute subendocardial infarction,133,5.429602132297773e-05,1.451332468339182e-07
377910,Deviated nasal septum,119,5.366629323128017e-05,2.1769987025087732e-07
40481101,Erythema of skin,141,5.345721822262099e-05,1.0884993512543866e-07
45770886,Disorder of plasma protein metabolism,130,5.321329291588757e-05,5.926274245718327e-07
4068482,Prolapsed lumbar intervertebral disc,140,5.251646979713898e-05,2.1769987025087732e-07
440424,Aphasia,155,5.203339432148665e-05,0.0
4027396,Peripheral neuritis,46,5.1164221641331976e-05,8.707994810035093e-07
138102,Benign neoplasm of skin,121,5.100325317388834e-05,7.555466085177507e-07
4228361,Asteatosis cutis,180,5.07982601385768e-05,0.0
4121341,Diffuse cerebrovascular disease,123,5.069547429819695e-05,3.2032980908343376e-07
374384,Cerebral ischemia,123,5.069547429819695e-05,3.2032980908343376e-07
201418,"Flatulence, eructation and gas pain",141,5.063004981350319e-05,7.235397397104859e-07
198177,Abdominal aortic aneurysm,82,4.977001701921067e-05,0.001316648815277306
443611,Chronic kidney disease stage 5,198,4.836567526846142e-05,4.83777489446394e-08
4310235,Reduced mobility,133,4.817715448398609e-05,2.902664936678364e-07
261687,Hemoptysis,177,4.735859649393541e-05,0.0
321318,Angina pectoris,193,4.714369661929657e-05,3.958179459106861e-08
4101362,Finding of urine output,179,4.6207714912340556e-05,1.0884993512543866e-07
137945,Pressure ulcer stage 2,143,4.4598128979603096e-05,5.152230262604096e-07
4041283,General finding of observation of patient,195,4.383588038732424e-05,0.0
4116166,Elbow joint pain,94,4.336981680550389e-05,7.546928835363747e-07
78273,Closed fracture of multiple ribs,151,4.32308329924763e-05,2.1769987025087732e-07
4197819,Fibrosis of lung,142,4.306073439803133e-05,0.0
140821,Spasm,176,4.0996957997750774e-05,0.0
140641,Verruca vulgaris,122,4.082686358852783e-05,1.935109957785576e-07
440933,Effects of accidental exposure to external cause,70,4.024200355210031e-05,2.1769987025087732e-07
4064036,Generalized skin eruption caused by drug and medicament,108,3.947034469420431e-05,1.7415989620070188e-07
45763750,Idiopathic pulmonary fibrosis,131,3.8746349569507304e-05,2.902664936678364e-07
138519,Spondylosis without myelopathy,134,3.846736189116261e-05,8.707994810035093e-07
373764,Toxic encephalopathy,68,3.829331709480427e-05,5.805329873356728e-07
4111566,Disorders of both mitral and tricuspid valves,180,3.7875745209322594e-05,0.0
4001664,Intrahepatic bile duct carcinoma,97,3.7832636401512305e-05,1.064310476782067e-06
4154168,Pelvic injury,65,3.74469944625208e-05,2.1769987025087732e-07
3656064,Pneumothorax due to and following procedure,89,3.708105132615457e-05,1.4843172971650726e-06
4119158,Neutropenic disorder,106,3.687042668633586e-05,1.0930229849219372e-06
4300704,Diffuse large B-cell lymphoma (nodal/systemic with skin involvement),97,3.661589494706223e-05,1.8504488971324572e-06
4156114,Primary malignant neoplasm of border of tongue,23,3.648042665299776e-05,0.0
197925,Hemorrhage of rectum and anus,130,3.622330654033745e-05,1.7415989620070188e-07
192279,Disorder of kidney due to diabetes mellitus,152,3.597021688133631e-05,4.3539974050175463e-07
4119307,Neurogenic claudication,146,3.592542102163129e-05,0.0
4258683,Fecal impaction,153,3.541921134574393e-05,3.7834736071186957e-07
4064161,Cirrhosis of liver,50,3.489973592280731e-05,0.0
138225,Disorder of sebaceous gland,54,3.4846548342588036e-05,0.0
4225273,Chronic gastritis,141,3.429123621202213e-05,9.67554978892788e-08
443563,Arteriosclerosis of coronary artery bypass graft,172,3.409008675204807e-05,0.0
4096196,Mild protein-calorie malnutrition (weight for age 75-89 percent of standard),160,3.406075585980666e-05,0.0
434005,Morbid obesity,140,3.376826731406004e-05,0.0
4061844,Skin changes due to chronic exposure to non-ionizing radiation,110,3.36120210359537e-05,2.902664936678364e-07
75650,Proteinuria,160,3.3270781579070755e-05,4.146664195254806e-08
4307254,Closed fracture,33,3.267548100236899e-05,8.707994810035093e-07
4288544,Inguinal hernia,127,3.102907831906254e-05,0.0
44784621,Hypertensive heart and chronic kidney disease,176,3.066726666927671e-05,8.293328390509612e-08
45757363,Hypoglycemia due to type 2 diabetes mellitus,160,3.0496144731218574e-05,0.0
4077577,Moderate recurrent major depression,93,3.0482555864461272e-05,2.902664936678364e-07
759852,Cellulitis of left lower limb,131,3.0459989958511353e-05,1.6831686938011552e-07
256449,Bronchiectasis,123,2.9899736699499018e-05,0.0
257683,Posterior rhinorrhea,101,2.984328723667936e-05,5.805329873356728e-07
762294,Pain in right foot,141,2.9690520801228815e-05,0.0
40481042,Acute diastolic heart failure,182,2.9547038234281884e-05,0.0
373478,Presbyopia,133,2.9469728105942297e-05,0.0
192683,Uterovaginal prolapse,57,2.9356660367309536e-05,6.893829224611115e-07
4119786,Interstitial lung disease,143,2.9318072678247792e-05,0.0
35624756,Anemia due to and following chemotherapy,127,2.9205759038059357e-05,0.0
315558,Atherosclerosis of arteries of the extremities,140,2.8908654867027493e-05,1.6932212130623788e-07
4222174,Rheumatic disease of mitral valve,138,2.8512615574634788e-05,0.0
4177862,Chronic hypoxemic respiratory failure,126,2.8432135630336848e-05,1.7415989620070188e-07
36713107,Lumbar spondylolisthesis,144,2.842753776833409e-05,0.0
4248728,Snoring,116,2.840536351709831e-05,3.737181105973394e-07
4111409,"Aortic incompetence, non-rheumatic",126,2.8381828344368244e-05,0.0
438028,Poisoning by drug AND/OR medicinal substance,119,2.8199700580241283e-05,0.0
443731,Renal disorder due to type 2 diabetes mellitus,168,2.808388902688821e-05,0.0
4108234,Multiple valve disease,158,2.7950749710790216e-05,0.0
439795,Minimal cognitive impairment,140,2.775084170738367e-05,0.0
4331284,Contusion of scalp,32,2.6977711668220874e-05,0.0
4232337,Valvular endocarditis,163,2.6766001557903523e-05,0.0
435224,Leukopenia,124,2.6668699558357595e-05,0.0
72266,Secondary malignant neoplasm of pleura,121,2.6668217119322896e-05,6.219996292882209e-08
3663197,Glaucoma suspect,122,2.6489849414976693e-05,3.4348201750693976e-07
381551,Polyneuropathy due to drug,81,2.621100944856737e-05,0.0
4084229,Primary gout,148,2.6122918984226595e-05,1.9848477872824347e-07
46273652,Secondary malignant neoplasm of left lung,67,2.5934508101596956e-05,0.0
195581,Peritoneal adhesion,116,2.5595400553818634e-05,0.0
432545,Bacterial infectious disease,144,2.5563551780409662e-05,0.0
432289,Drug-induced neutropenia,79,2.53877680184157e-05,4.3539974050175463e-07
46270513,Secondary malignant neoplasm of right lung,43,2.5014031652370427e-05,1.6545190139066675e-06
196360,Primary malignant neoplasm of bladder,112,2.4537121067201192e-05,0.0
198809,Acute cholecystitis,44,2.3851950936362768e-05,4.3539974050175463e-07
4262562,Abnormal heart beat,111,2.3360911032154454e-05,0.0
78786,Pleurisy,132,2.302963602803121e-05,0.0
4140207,Nephrosclerosis,157,2.2802671330159587e-05,0.0
4198042,Disorder of bilirubin metabolism,96,2.244550472997439e-05,1.7415989620070188e-07
435508,Adrenal cortical hypofunction,142,2.2382748216426357e-05,0.0
4182562,Lower abdominal pain,124,2.221228641278982e-05,0.0
436136,Dissection of thoracic aorta,74,2.2053554542003836e-05,0.0
134057,Disorder of cardiovascular system,131,2.0988158555105128e-05,9.67554978892788e-08
140480,Impetigo,143,2.0980218398327793e-05,3.483197924014037e-08
75004,Frank hematuria,118,2.092311459596684e-05,0.0
198985,Primary malignant neoplasm of kidney,33,2.0846064606667262e-05,0.0
4113821,Anxiety state,103,2.0771898337916935e-05,0.0
45757559,Pharyngeal dysphagia,67,2.0688286562704612e-05,0.0
438730,Alkalosis,115,2.065650470737061e-05,9.67554978892788e-08
437474,Postoperative infection,42,2.056508091535994e-05,8.707994810035093e-07
43021237,Secondary erectile dysfunction,122,2.0552266790114986e-05,0.0
26823,Oral phase dysphagia,51,2.030034388748879e-05,0.0
4317258,Disorder of skin,120,2.026559544631523e-05,9.67554978892788e-08
4115027,Squamous cell carcinoma of skin of upper lip,47,2.025175791075763e-05,1.3833837209578477e-06
136773,Rosacea,88,1.9939625924790334e-05,0.0
432899,Normal pressure hydrocephalus,56,1.9829959368315963e-05,0.0
4146209,Iron deficiency,110,1.9740939696160946e-05,0.0
37396808,Cancer-related fatigue,124,1.925153445052458e-05,0.0
4111412,"Tricuspid incompetence, non-rheumatic",107,1.9182642147467057e-05,8.707994810035094e-08
30753,Esophagitis,74,1.8976196735179335e-05,0.0
381591,Cerebrovascular disease,99,1.882702950858565e-05,0.0
73553,Arthropathy,84,1.8747614748578067e-05,0.0
4266809,Diverticular disease,130,1.865018778439802e-05,0.0
4324765,Arthropathy of knee joint,128,1.84940875304357e-05,0.0
4111231,Pain in toe,121,1.8404657747245604e-05,1.63274902688158e-07
141104,Intervertebral disc disorder of lumbar region with myelopathy,110,1.8344635823498902e-05,0.0
37394658,Severe sepsis,98,1.8237220192261463e-05,0.0
4198381,Ulcer of duodenum,100,1.7921747639639156e-05,0.0
80189,Displacement of lumbar intervertebral disc without myelopathy,109,1.7397638172180756e-05,0.0
197006,Residual hemorrhoidal skin tags,96,1.7356112021323327e-05,0.0
443535,Infection due to enterococcus,137,1.733517239883353e-05,0.0
379832,Mixed conductive AND sensorineural hearing loss,83,1.729591809972268e-05,0.0
435510,Hypocalcemia,108,1.72076845400921e-05,0.0
72405,Degenerative joint disease of shoulder region,83,1.703576391758519e-05,0.0
318448,Second degree atrioventricular block,152,1.681612748189984e-05,0.0
255841,Chronic bronchitis,141,1.6103879306553146e-05,0.0
36717006,Intermittent claudication of bilateral lower limbs co-occurrent and due to atherosclerosis,110,1.595244852860304e-05,4.654273088122205e-07
312998,Pain in thoracic spine,104,1.5901850554445542e-05,0.0
443622,Aneurysm of thoracic aorta,112,1.5706779435383936e-05,0.0
4336254,Dystrophia unguium,95,1.55845079684362e-05,0.0
30437,Gastro-esophageal reflux disease with esophagitis,78,1.545095946254815e-05,0.0
4108356,Cerebral infarction due to embolism of cerebral arteries,72,1.5440458282326758e-05,0.0
40481385,Imaging of abdomen abnormal,80,1.5408152190106036e-05,0.0
76240,Closed fracture pubis,54,1.5288956934481847e-05,2.902664936678364e-07
37018854,Hematuria co-occurrent and due to acute cystitis,142,1.5196333205750384e-05,0.0
4295261,Postmenopausal state,56,1.5151830613572478e-05,0.0
80951,Candidiasis of urogenital site,106,1.5072872967548201e-05,5.8053298733567285e-08
37309626,Myocardial infarction due to demand ischemia,98,1.5061093199751582e-05,0.0
40484532,Nonalcoholic steatohepatitis,18,1.490456136532659e-05,0.0
374367,Bilateral hearing loss,122,1.4854967692239576e-05,0.0
4025325,Periapical abscess,61,1.459438170236992e-05,8.707994810035093e-07
441840,Clinical finding,102,1.4432823084020376e-05,0.0
437246,Vitamin B deficiency,85,1.4298177618239533e-05,0.0
198700,Secondary malignant neoplasm of liver,88,1.4277570415026896e-05,6.69845754618084e-08
199075,Neurogenic bladder,27,1.4078824414020356e-05,0.0
443600,Localized infection of skin AND/OR subcutaneous tissue,84,1.4061263039754493e-05,0.0
37396146,Gastrointestinal infection,100,1.4050598818781719e-05,0.0
256451,Bronchitis,98,1.3969839653609274e-05,0.0
317009,Asthma,95,1.3923732615500704e-05,0.0
441969,Radiology result abnormal,98,1.3908469981476674e-05,0.0
36716270,Cyst of kidney,119,1.3826622198553662e-05,0.0
133141,Tinea pedis,128,1.379246917804905e-05,0.0
4110056,Chronic obstructive pulmonary disease with acute lower respiratory infection,101,1.3783064193222449e-05,1.829940938340708e-07
4254485,Finding related to attentiveness,107,1.3759849970964073e-05,1.104049341986592e-06
80809,Rheumatoid arthritis,71,1.3745349921597072e-05,0.0
81106,Acquired genu varum,136,1.3413793666550163e-05,0.0
315296,Preinfarction syndrome,108,1.3283205821640999e-05,0.0
320746,Cardiomyopathy associated with another disorder,132,1.3010372751239316e-05,0.0
4166125,"Localized swelling, mass and lump, neck",44,1.2962311543958934e-05,0.0
4157454,"Primary malignant neoplasm of lower lobe, bronchus or lung",102,1.275146392295871e-05,0.0
45763855,Chronic kidney disease stage 3B,122,1.2720945683717001e-05,0.0
201965,Shock,122,1.269149718572143e-05,0.0
4339214,Secondary pulmonary hypertension,119,1.2585351843618435e-05,0.0
43021974,Complication associated with device,117,1.2533343629554541e-05,0.0
4256761,Imaging result abnormal,131,1.2532152866345648e-05,0.0
437220,Primary malignant neoplasm of ventral surface of tongue,12,1.252328357351659e-05,0.0
436043,Overlapping malignant neoplasm of tongue,12,1.252328357351659e-05,0.0
4175154,Disorder of the peripheral nervous system,47,1.2521963907091514e-05,0.0
192680,Portal hypertension,62,1.222772094600684e-05,3.870219915571152e-07
137820,Postoperative hypothyroidism,57,1.2073128489828396e-05,0.0
4172432,Hyperpigmentation of skin,52,1.205002799610412e-05,0.0
40484908,Imaging of brain abnormal,94,1.2019932100998895e-05,0.0
435524,Sleep disorder,98,1.1948522438215973e-05,9.67554978892788e-08
432588,Megaloblastic anemia due to vitamin B-12 deficiency,78,1.1818956091522856e-05,0.0
4210746,Localized amyloidosis,99,1.1698016041055476e-05,1.451332468339182e-07
37206607,Overactive bladder,95,1.1687076066242564e-05,0.0
437758,Dependence on enabling machine or device,128,1.164147984850892e-05,0.0
4155910,"Edema, generalized",121,1.1478985674183701e-05,0.0
380094,Carpal tunnel syndrome,93,1.1473886254268027e-05,0.0
4245252,Raised prostate specific antigen,51,1.1428788387907888e-05,0.0
4067069,Callosity,105,1.1087335204351622e-05,0.0
318450,Cardiac tamponade,98,1.1007690810538086e-05,0.0
433753,Alcohol abuse,68,1.0954683264873912e-05,1.2439992585764417e-07
374009,Organic mental disorder,84,1.0908972737451406e-05,0.0
46270151,Dependence on respiratory device,88,1.0721340582596186e-05,2.092337641855654e-07
4166902,Scalp laceration,72,1.0567607057152897e-05,0.0
31610,Disorder of esophagus,100,1.0392052686787257e-05,0.0
319034,Hypertensive heart disease without congestive heart failure,97,1.0321453921956104e-05,0.0
439846,Left heart failure,113,1.030408341713233e-05,0.0
46272242,Intestinal obstruction co-occurrent and due to decreased peristalsis,120,1.0207938080053334e-05,0.0
321596,Peripheral venous insufficiency,114,9.949695006363274e-06,3.628331170847955e-08
435119,Late effect of injury,31,9.791613989235e-06,0.0
139750,Primary malignant neoplasm of skin,46,9.652575781514112e-06,5.805329873356729e-07
4296653,Acute ST segment elevation myocardial infarction,118,9.61673501201832e-06,0.0
4108659,Mitral and aortic incompetence,90,9.599373363863847e-06,0.0
378419,Alzheimer's disease,84,9.553842629012228e-06,0.0
40481920,Periumbilical pain,69,9.199526396904515e-06,0.0
4008710,"Stenosis due to any device, implant AND/OR graft",100,9.016852583926276e-06,0.0
254443,Sjögren's syndrome,42,9.00111874884518e-06,1.451332468339182e-07
195834,Atherosclerosis of renal artery,113,8.979389645595943e-06,0.0
4200056,Finding of vision of eye,119,8.953667393977143e-06,0.0
253797,Post-inflammatory pulmonary fibrosis,80,8.864176902510547e-06,0.0
4002359,Monoclonal gammopathy (clinical),110,8.781386793058938e-06,0.0
4256228,Respiratory failure,95,8.677460468876059e-06,0.0
4208390,Inflammation of sacroiliac joint,100,8.640355668735476e-06,0.0
435081,Abnormal findings diagnostic imaging heart+coronary circulat,115,8.621527427935894e-06,0.0
317003,Compression of vein,74,8.562436419005449e-06,0.0
439040,Subdural hemorrhage,46,8.512898173624812e-06,1.451332468339182e-07
36712982,Unstable angina co-occurrent and due to coronary arteriosclerosis,116,8.45332979100503e-06,0.0
3655355,Erectile dysfunction,103,8.304112213328399e-06,0.0
4152592,Lumbosacral stenosis,38,8.23900807622697e-06,0.0
4168217,Generalized hyperhidrosis,86,8.152455501251573e-06,0.0
765131,Pain in left foot,122,8.150313027558047e-06,0.0
43530727,Spontaneous cerebral hemorrhage,31,8.125716082446055e-06,1.451332468339182e-07
43530605,Pulmonary embolism with pulmonary infarction,78,8.106092876649949e-06,0.0
36712779,Chronic total occlusion of coronary artery,126,8.101023330043165e-06,0.0
136368,Non-toxic multinodular goiter,81,8.031949293032103e-06,0.0
74728,Synovitis and tenosynovitis,122,7.951740982490199e-06,0.0
4163710,Dilated cardiomyopathy,122,7.892496432600338e-06,0.0
37016882,Dissection of thoracoabdominal aorta,53,7.84686821729025e-06,8.707994810035093e-07
132841,Malignant lymphoma of lymph nodes of multiple sites,55,7.813986880840309e-06,0.0
36717267,Ectasia of thoracic aorta,107,7.727679027089769e-06,0.0
4090425,Altered sensation of skin,76,7.700988978959084e-06,0.0
314487,Pulmonary function studies abnormal,106,7.626462438716889e-06,0.0
40482727,Combined systolic and diastolic dysfunction,90,7.458006154299441e-06,0.0
435753,Malignant lymphoma of intrathoracic lymph nodes,53,7.442412540455404e-06,0.0
4248429,Gastric ulcer without hemorrhage AND without perforation,102,7.374197364613007e-06,0.0
4286497,Centriacinar emphysema,79,7.364809656060677e-06,0.0
441536,Mixed acid-base balance disorder,87,7.275512631692156e-06,0.0
317585,Aortic aneurysm,72,7.156601052266991e-06,0.0
4332246,Aneurysm,78,7.0318407956304975e-06,0.0
40480603,Acute systolic heart failure,100,6.939854097992197e-06,0.0
4209423,Nicotine dependence,91,6.933868298522686e-06,0.0
321042,Cardiac arrest,63,6.891020287847419e-06,0.0
443524,Mixed urinary incontinence,79,6.857478645135196e-06,0.0
4245842,Umbilical hernia,91,6.845618992734254e-06,0.0
26662,Testicular hypofunction,61,6.829186454125557e-06,0.0
4300557,Squamous cell carcinoma of skin of trunk,19,6.828420646224969e-06,0.0
201078,Atrophic vaginitis,67,6.736663880179363e-06,0.0
4224926,Obstruction of esophagus,97,6.731546357530765e-06,0.0
43020910,Pulmonary hypertension due to left heart disease,83,6.711633034529491e-06,0.0
200757,Abscess of peritoneum,47,6.63644742893624e-06,1.0884993512543866e-07
432881,Pancytopenia,83,6.6291540830823904e-06,0.0
434490,Chill,88,6.562010275667785e-06,0.0
444131,Injury of lower leg,36,6.461333593674097e-06,0.0
74132,Degeneration of lumbosacral intervertebral disc,106,6.449688986314947e-06,0.0
197675,Incontinence of feces,110,6.221980881748023e-06,0.0
260131,Disorder of bronchus,99,6.068110007718518e-06,0.0
40483794,Degenerative joint disease of pelvis,40,6.030561433056733e-06,0.0
762296,Pain in right hand,68,5.885649640126823e-06,0.0
436676,Posttraumatic stress disorder,74,5.805879858931602e-06,0.0
200447,Gastrointestinal complication,66,5.777979537330658e-06,0.0
138994,Myelodysplastic syndrome (clinical),64,5.767227337868608e-06,0.0
76153,Low compliance bladder,73,5.679936139117747e-06,0.0
4096682,Bleeding from nose,113,5.590396936104246e-06,0.0
137275,Disorder of muscle,61,5.51667485915908e-06,0.0
4196636,Dysarthria,82,5.5019380674998984e-06,0.0
608177,Myelopathy due to cervical spondylosis,24,5.3687007065391566e-06,0.0
759853,Cellulitis of right lower limb,68,5.289019370033984e-06,0.0
35624757,Neutropenia due to and following chemotherapy,53,5.258465434726561e-06,0.0
434085,Obstruction of duodenum,77,5.213823916206386e-06,0.0
42539582,Acquired absence of genital organ,73,5.172255645906181e-06,0.0
4176892,Cortical hemorrhage,26,5.149734116950093e-06,1.451332468339182e-07
77630,Disorder of shoulder,106,5.0534064531664735e-06,0.0
374044,Ptosis of eyelid,44,4.949675496874999e-06,0.0
436581,Accidental poisoning,66,4.928455919326053e-06,0.0
140168,Psoriasis,60,4.8967017329095795e-06,0.0
198520,Lumbar spondylosis with myelopathy,64,4.857604641339591e-06,0.0
4024561,Pain in lower limb,108,4.813251708159602e-06,0.0
439751,Secondary malignant neoplasm of intrathoracic lymph nodes,65,4.790482191566703e-06,0.0
4246451,Secondary malignant neoplasm of brain,65,4.790482191566703e-06,0.0
46273539,Acute bronchospasm,83,4.7863819726946465e-06,0.0
4201390,Colostomy present,65,4.743843195060235e-06,0.0
4028253,Neoplasm of digestive system,54,4.7229652288934715e-06,0.0
4133224,Lobar pneumonia,119,4.67357546516133e-06,0.0
440329,Herpes zoster without complication,71,4.605547559637768e-06,0.0
380111,Acute atopic conjunctivitis,42,4.545656361236623e-06,0.0
435726,Mechanical complication of device,87,4.492521221528852e-06,0.0
192956,Cholecystitis,74,4.41746208632715e-06,0.0
441541,Lymphocytopenia,52,4.3507910816045775e-06,0.0
195498,Benign neoplasm of kidney,14,4.3104322633189885e-06,0.0
442306,Adjustment disorder with depressed mood,94,4.270257608571988e-06,0.0
40481319,Imaging of musculoskeletal system abnormal,86,4.250888367061443e-06,0.0
4168666,Cerebral degeneration,32,4.235081440542727e-06,0.0
196738,Disorder of male genital organ,81,4.2178257738416576e-06,0.0
433701,Mycosis,63,4.207975712204931e-06,0.0
4168212,Restlessness and agitation,67,4.1691875087006485e-06,0.0
438725,Disorder of magnesium metabolism,53,4.104125988620995e-06,0.0
436073,Psychotic disorder,78,3.992674666476237e-06,0.0
4320824,Adverse effect of prosthetic device,92,3.9378780790927355e-06,0.0
435511,Hypercalcemia,108,3.878564987353477e-06,0.0
257503,Primary malignant neoplasm of main bronchus,58,3.87763030446092e-06,0.0
316135,Atrioventricular block,83,3.876932571214089e-06,0.0
196151,Functional disorder of intestine,86,3.876034833818686e-06,0.0
433435,Carcinoma in situ,71,3.870266088172351e-06,0.0
4188155,Hernia of anterior abdominal wall,62,3.869325742843439e-06,0.0
4353709,Intracerebral vascular finding,56,3.846358363393475e-06,0.0
40481896,Hypertensive urgency,87,3.8440996666848766e-06,0.0
79936,Polyuria,22,3.7542349597680914e-06,0.0
604801,Pain of knee region,87,3.7081620438597875e-06,0.0
133726,Carcinoma in situ of skin of face,43,3.6970264111438238e-06,0.0
40484102,Abnormal finding on evaluation procedure,80,3.6883881475484077e-06,0.0
4202383,Drug-induced diabetes mellitus,68,3.6804297901075416e-06,0.0
72993,"Localized, primary osteoarthritis",57,3.6675735144233827e-06,0.0
78619,Contusion of knee,24,3.6204792254911053e-06,0.0
4008576,Diabetes mellitus without complication,47,3.5725207408860273e-06,0.0
4083556,Seronegative rheumatoid arthritis,40,3.569332978545345e-06,7.916358918213721e-08
316428,Hypertrophic obstructive cardiomyopathy,33,3.529989387819714e-06,0.0
436665,Bipolar disorder,46,3.5236820593728856e-06,0.0
432738,Chronic fatigue syndrome,82,3.518534124277945e-06,0.0
443530,Hematochezia,63,3.4625158250769983e-06,0.0
4168701,"Localized swelling, mass and lump, upper limb",34,3.411102833861138e-06,0.0
317305,Stricture of artery,88,3.284778040620773e-06,0.0
73754,Restless legs,50,3.270878239918972e-06,0.0
192735,Malignant ascites,38,3.210045987304994e-06,0.0
437176,Late effect of accidental fall,44,3.205849574895949e-06,0.0
317302,Sinus node dysfunction,79,3.201442724811786e-06,0.0
443919,Hypertensive renal failure,91,3.1860121357703694e-06,0.0
4147829,Pain in pelvis,62,3.104290037458223e-06,0.0
46286594,Problem related to lifestyle,67,2.9597770679976383e-06,0.0
436339,Bacterial infection due to Klebsiella pneumoniae,74,2.936299966576489e-06,0.0
433031,Hallucinations,53,2.9360405763711217e-06,0.0
442108,Benign neoplasm of cecum,23,2.922506907414442e-06,0.0
72407,Effusion of joint of shoulder region,43,2.9081183474312663e-06,0.0
4294416,Basal cell carcinoma of ear,79,2.9076213556573327e-06,0.0
4273632,Right ventricular failure,47,2.8576693896888915e-06,6.69845754618084e-08
141095,Acne,82,2.8422363728653897e-06,0.0
4171919,"Localized swelling, mass and lump, lower limb",77,2.8198396977170244e-06,0.0
