disease_id,disease_name,degree,degree_centrality,strength,strength_norm
4101362,Finding of urine output,179,0.11807387862796834,442.0,0.03819894563996198
36714126,Difficulty walking,178,0.11741424802110818,483.0,0.041742286751361164
440320,Infection due to Escherichia coli,178,0.11741424802110818,503.0,0.04347074583009247
440029,Viral disease,178,0.11741424802110818,465.0,0.04018667358050298
4280354,Nutritional anemia,178,0.11741424802110818,515.0,0.04450782127733126
261687,Hemoptysis,177,0.11675461741424802,469.0,0.04053236539624924
440649,Primary malignant neoplasm of head of pancreas,177,0.11675461741424802,583.0,0.05038458214501772
319049,Acute respiratory failure,177,0.11675461741424802,663.0,0.05729841845994296
137379,Musculoskeletal symptom,177,0.11675461741424802,483.0,0.041742286751361164
140821,Spasm,176,0.11609498680738786,497.0,0.04295220810647308
434056,Late effects of cerebrovascular disease,176,0.11609498680738786,492.0,0.04252009333679025
25297,Acute pharyngitis,176,0.11609498680738786,461.0,0.03984098176475672
44784621,Hypertensive heart and chronic kidney disease,176,0.11609498680738786,473.0,0.04087805721199551
443769,Degeneration of lumbar intervertebral disc,176,0.11609498680738786,464.0,0.040100250626566414
4032878,Hair follicle disorder,175,0.11543535620052771,438.0,0.03785325382421571
433740,Immunodeficiency disorder,175,0.11543535620052771,486.0,0.04200155561317086
438557,Abnormal glucose level,174,0.11477572559366754,486.0,0.04200155561317086
317248,Disorder of hematopoietic structure,174,0.11477572559366754,512.0,0.044248552415521565
4093347,Stool finding,173,0.11411609498680739,444.0,0.038371791547835106
40479625,Atherosclerosis of artery,173,0.11411609498680739,551.0,0.047619047619047616
443563,Arteriosclerosis of coronary artery bypass graft,172,0.11345646437994723,522.0,0.045112781954887216
192353,Disorder of gallbladder,172,0.11345646437994723,519.0,0.04485351309307752
439407,Disorder of nasal cavity,171,0.11279683377308707,466.0,0.04027309653443955
4001450,Lumbago with sciatica,171,0.11279683377308707,528.0,0.04563131967850661
319826,Secondary hypertension,170,0.11213720316622691,496.0,0.042865785152536515
254591,Secondary malignant neoplasm of lung,168,0.11081794195250659,526.0,0.04545847377063348
4108235,"Combined disorders of mitral, aortic and tricuspid valves",168,0.11081794195250659,566.0,0.0489153919280961
380378,Epilepsy,168,0.11081794195250659,472.0,0.04079163425805894
443731,Renal disorder due to type 2 diabetes mellitus,168,0.11081794195250659,438.0,0.03785325382421571
443447,Iatrogenic hypotension,166,0.10949868073878628,506.0,0.04373001469190217
4070750,Drug-induced constipation,166,0.10949868073878628,457.0,0.039495289949010456
4232495,Primary cardiomyopathy,165,0.10883905013192612,522.0,0.045112781954887216
4271013,Melanocytic nevus,165,0.10883905013192612,448.0,0.03871748336358137
4009585,Abnormal urine,165,0.10883905013192612,429.0,0.03707544723878662
40482228,Imaging of thorax abnormal,165,0.10883905013192612,542.0,0.04684124103361853
37017182,Joint pain of pelvic region,164,0.10817941952506596,479.0,0.0413965949356149
434613,Generalized anxiety disorder,163,0.10751978891820581,479.0,0.0413965949356149
4232337,Valvular endocarditis,163,0.10751978891820581,421.0,0.0363840636072941
318772,Disorder of pericardium,162,0.10686015831134564,453.0,0.03914959813326419
75650,Proteinuria,160,0.10554089709762533,433.0,0.037421139054532884
4096196,Mild protein-calorie malnutrition (weight for age 75-89 percent of standard),160,0.10554089709762533,415.0,0.035865525883674705
440371,Disorder of immune function,160,0.10554089709762533,420.0,0.036297640653357534
376961,Disturbance of consciousness,160,0.10554089709762533,520.0,0.04493993604701409
45757363,Hypoglycemia due to type 2 diabetes mellitus,160,0.10554089709762533,416.0,0.03595194883761127
40483107,Inflamed seborrheic keratosis,159,0.10488126649076517,420.0,0.036297640653357534
72418,Scoliosis deformity of spine,159,0.10488126649076517,501.0,0.04329789992221934
4201388,Gastrostomy present,159,0.10488126649076517,419.0,0.03621121769942097
201620,Kidney stone,159,0.10488126649076517,509.0,0.043989283553711865
4115991,Knee joint effusion,159,0.10488126649076517,455.0,0.03932244404113733
378416,Retinal disorder,159,0.10488126649076517,400.0,0.03456918157462622
4108234,Multiple valve disease,158,0.10422163588390501,472.0,0.04079163425805894
197032,Hyperplasia of prostate,158,0.10422163588390501,444.0,0.038371791547835106
257004,Acute exacerbation of chronic obstructive airways disease,158,0.10422163588390501,461.0,0.03984098176475672
4140207,Nephrosclerosis,157,0.10356200527704486,391.0,0.03379137498919713
3655266,Pleural effusion due to malignant neoplastic disease,155,0.10224274406332454,467.0,0.040359519488376114
440424,Aphasia,155,0.10224274406332454,422.0,0.03647048656123066
4166126,"Localized swelling, mass and lump, trunk",154,0.10158311345646438,437.0,0.03776683087027915
43530666,Dementia with behavioral disturbance,154,0.10158311345646438,387.0,0.03344568317345087
4258683,Fecal impaction,153,0.10092348284960422,363.0,0.031371532278973296
192279,Disorder of kidney due to diabetes mellitus,152,0.10026385224274406,396.0,0.03422348975887996
318448,Second degree atrioventricular block,152,0.10026385224274406,475.0,0.041050903119868636
78273,Closed fracture of multiple ribs,151,0.09960422163588391,389.0,0.033618529081324
4308509,Impaired fasting glycemia,150,0.09894459102902374,409.0,0.03534698816005531
374034,Visual disturbance,149,0.09828496042216359,413.0,0.03569267997580157
133299,Swelling of limb,149,0.09828496042216359,407.0,0.035174142252182176
313209,Left bundle branch hemiblock,148,0.09762532981530343,414.0,0.03577910292973814
4084229,Primary gout,148,0.09762532981530343,382.0,0.03301356840376804
135287,Non-neoplastic nevus,147,0.09696569920844327,360.0,0.0311122634171636
4119307,Neurogenic claudication,146,0.09630606860158311,402.0,0.034742027482499355
36713107,Lumbar spondylolisthesis,144,0.09498680738786279,380.0,0.03284072249589491
432545,Bacterial infectious disease,144,0.09498680738786279,405.0,0.03500129634430905
4119786,Interstitial lung disease,143,0.09432717678100264,402.0,0.034742027482499355
137945,Pressure ulcer stage 2,143,0.09432717678100264,353.0,0.03050730273960764
140480,Impetigo,143,0.09432717678100264,355.0,0.03068014864748077
4021915,Hematopoietic system finding,142,0.09366754617414248,398.0,0.03439633566675309
4197819,Fibrosis of lung,142,0.09366754617414248,393.0,0.03396422089707026
37018854,Hematuria co-occurrent and due to acute cystitis,142,0.09366754617414248,366.0,0.03163080114078299
435508,Adrenal cortical hypofunction,142,0.09366754617414248,353.0,0.03050730273960764
40481101,Erythema of skin,141,0.09300791556728233,378.0,0.032667876588021776
762294,Pain in right foot,141,0.09300791556728233,346.0,0.02990234206205168
4225273,Chronic gastritis,141,0.09300791556728233,391.0,0.03379137498919713
255841,Chronic bronchitis,141,0.09300791556728233,353.0,0.03050730273960764
4145825,Anorectal disorder,141,0.09300791556728233,379.0,0.03275429954195835
321314,Abdominal aortic aneurysm without rupture,141,0.09300791556728233,449.0,0.038803906317517935
201418,"Flatulence, eructation and gas pain",141,0.09300791556728233,365.0,0.031544378186846425
4068482,Prolapsed lumbar intervertebral disc,140,0.09234828496042216,363.0,0.031371532278973296
315558,Atherosclerosis of arteries of the extremities,140,0.09234828496042216,385.0,0.03327283726557774
439795,Minimal cognitive impairment,140,0.09234828496042216,337.0,0.029124535476622592
434005,Morbid obesity,140,0.09234828496042216,413.0,0.03569267997580157
4115367,Wrist joint pain,140,0.09234828496042216,347.0,0.029988765015988246
4222174,Rheumatic disease of mitral valve,138,0.09102902374670185,390.0,0.03370495203526057
433968,Candidiasis,138,0.09102902374670185,366.0,0.03163080114078299
437541,Glaucoma,137,0.09036939313984169,376.0,0.03249503068014865
443535,Infection due to enterococcus,137,0.09036939313984169,347.0,0.029988765015988246
439297,Nuclear senile cataract,137,0.09036939313984169,360.0,0.0311122634171636
81106,Acquired genu varum,136,0.08970976253298153,335.0,0.02895168956874946
257012,Chronic sinusitis,135,0.08905013192612138,336.0,0.029038112522686024
201340,Gastritis,135,0.08905013192612138,371.0,0.03206291591046582
137809,Primary malignant neoplasm of female breast,135,0.08905013192612138,348.0,0.03007518796992481
138519,Spondylosis without myelopathy,134,0.08839050131926121,317.0,0.02739607639789128
444406,Acute subendocardial infarction,133,0.08773087071240106,415.0,0.035865525883674705
4310235,Reduced mobility,133,0.08773087071240106,332.0,0.028692420706939763
373478,Presbyopia,133,0.08773087071240106,320.0,0.027655345259700977
4157456,Primary malignant neoplasm of skin head and neck,133,0.08773087071240106,324.0,0.028001037075447238
320746,Cardiomyopathy associated with another disorder,132,0.0870712401055409,347.0,0.029988765015988246
78786,Pleurisy,132,0.0870712401055409,357.0,0.030852994555353903
134057,Disorder of cardiovascular system,131,0.08641160949868074,357.0,0.030852994555353903
45763750,Idiopathic pulmonary fibrosis,131,0.08641160949868074,317.0,0.02739607639789128
759852,Cellulitis of left lower limb,131,0.08641160949868074,333.0,0.028778843660876328
4256761,Imaging result abnormal,131,0.08641160949868074,329.0,0.028433151845130067
4285898,Polyp of colon,131,0.08641160949868074,321.0,0.02774176821363754
45770886,Disorder of plasma protein metabolism,130,0.08575197889182058,333.0,0.028778843660876328
4266809,Diverticular disease,130,0.08575197889182058,323.0,0.027914614121510674
197925,Hemorrhage of rectum and anus,130,0.08575197889182058,341.0,0.029470227292368853
141375,Hypertrophic condition of skin,129,0.08509234828496043,300.0,0.025926886180969666
4324765,Arthropathy of knee joint,128,0.08443271767810026,338.0,0.029210958430559156
437758,Dependence on enabling machine or device,128,0.08443271767810026,344.0,0.02972949615417855
133141,Tinea pedis,128,0.08443271767810026,323.0,0.027914614121510674
4288544,Inguinal hernia,127,0.08377308707124011,324.0,0.028001037075447238
436785,Spinal stenosis in cervical region,127,0.08377308707124011,331.0,0.0286059977530032
35624756,Anemia due to and following chemotherapy,127,0.08377308707124011,348.0,0.03007518796992481
36712779,Chronic total occlusion of coronary artery,126,0.08311345646437995,350.0,0.030248033877797943
4111409,"Aortic incompetence, non-rheumatic",126,0.08311345646437995,372.0,0.03214933886440238
4177862,Chronic hypoxemic respiratory failure,126,0.08311345646437995,370.0,0.031976492956529254
4182562,Lower abdominal pain,124,0.08179419525065963,315.0,0.02722323049001815
435224,Leukopenia,124,0.08179419525065963,330.0,0.02851957479906663
37396808,Cancer-related fatigue,124,0.08179419525065963,303.0,0.026186155042779363
374384,Cerebral ischemia,123,0.08113456464379948,353.0,0.03050730273960764
4121341,Diffuse cerebrovascular disease,123,0.08113456464379948,353.0,0.03050730273960764
256449,Bronchiectasis,123,0.08113456464379948,338.0,0.029210958430559156
3663197,Glaucoma suspect,122,0.08047493403693931,300.0,0.025926886180969666
45763855,Chronic kidney disease stage 3B,122,0.08047493403693931,315.0,0.02722323049001815
74728,Synovitis and tenosynovitis,122,0.08047493403693931,284.0,0.024544118917984616
4163710,Dilated cardiomyopathy,122,0.08047493403693931,350.0,0.030248033877797943
765131,Pain in left foot,122,0.08047493403693931,305.0,0.026359000950652495
43021237,Secondary erectile dysfunction,122,0.08047493403693931,305.0,0.026359000950652495
201965,Shock,122,0.08047493403693931,322.0,0.027828191167574106
374367,Bilateral hearing loss,122,0.08047493403693931,342.0,0.029556650246305417
140641,Verruca vulgaris,122,0.08047493403693931,308.0,0.02661826981246219
72266,Secondary malignant neoplasm of pleura,121,0.07981530343007916,320.0,0.027655345259700977
4111231,Pain in toe,121,0.07981530343007916,316.0,0.027309653443954713
138102,Benign neoplasm of skin,121,0.07981530343007916,295.0,0.025494771411286837
4155910,"Edema, generalized",121,0.07981530343007916,312.0,0.026963961628208452
46272242,Intestinal obstruction co-occurrent and due to decreased peristalsis,120,0.079155672823219,305.0,0.026359000950652495
4317258,Disorder of skin,120,0.079155672823219,293.0,0.025321925503413705
4133224,Lobar pneumonia,119,0.07849604221635884,300.0,0.025926886180969666
377910,Deviated nasal septum,119,0.07849604221635884,307.0,0.026531846858525623
4298026,Squamous cell carcinoma of skin of face,119,0.07849604221635884,294.0,0.025408348457350273
4200056,Finding of vision of eye,119,0.07849604221635884,291.0,0.025149079595540576
438028,Poisoning by drug AND/OR medicinal substance,119,0.07849604221635884,273.0,0.023593466424682397
36716270,Cyst of kidney,119,0.07849604221635884,277.0,0.023939158240428658
4339214,Secondary pulmonary hypertension,119,0.07849604221635884,367.0,0.03171722409471956
36713112,Pancytopenia due to antineoplastic chemotherapy,118,0.07783641160949868,299.0,0.0258404632270331
4296653,Acute ST segment elevation myocardial infarction,118,0.07783641160949868,345.0,0.029815919108115114
75004,Frank hematuria,118,0.07783641160949868,285.0,0.024630541871921183
43021974,Complication associated with device,117,0.07717678100263853,311.0,0.026877538674271888
4248728,Snoring,116,0.07651715039577836,308.0,0.02661826981246219
195581,Peritoneal adhesion,116,0.07651715039577836,298.0,0.025754040273096534
36712982,Unstable angina co-occurrent and due to coronary arteriosclerosis,116,0.07651715039577836,328.0,0.028346728891193503
438730,Alkalosis,115,0.0758575197889182,313.0,0.027050384582145016
435081,Abnormal findings diagnostic imaging heart+coronary circulat,115,0.0758575197889182,311.0,0.026877538674271888
321596,Peripheral venous insufficiency,114,0.07519788918205805,285.0,0.024630541871921183
4096682,Bleeding from nose,113,0.07453825857519789,278.0,0.024025581194365223
439846,Left heart failure,113,0.07453825857519789,308.0,0.02661826981246219
195834,Atherosclerosis of renal artery,113,0.07453825857519789,277.0,0.023939158240428658
435149,Complication of internal device,113,0.07453825857519789,302.0,0.026099732088842798
443622,Aneurysm of thoracic aorta,112,0.07387862796833773,287.0,0.024803387779794312
196360,Primary malignant neoplasm of bladder,112,0.07387862796833773,296.0,0.0255811943652234
4262562,Abnormal heart beat,111,0.07321899736147758,291.0,0.025149079595540576
197675,Incontinence of feces,110,0.07255936675461741,259.0,0.02238354506957048
141104,Intervertebral disc disorder of lumbar region with myelopathy,110,0.07255936675461741,284.0,0.024544118917984616
36717006,Intermittent claudication of bilateral lower limbs co-occurrent and due to atherosclerosis,110,0.07255936675461741,294.0,0.025408348457350273
4002359,Monoclonal gammopathy (clinical),110,0.07255936675461741,278.0,0.024025581194365223
4061844,Skin changes due to chronic exposure to non-ionizing radiation,110,0.07255936675461741,270.0,0.023334197562872697
4146209,Iron deficiency,110,0.07255936675461741,273.0,0.023593466424682397
80189,Displacement of lumbar intervertebral disc without myelopathy,109,0.07189973614775726,262.0,0.022642813931380176
315296,Preinfarction syndrome,108,0.0712401055408971,291.0,0.025149079595540576
4064036,Generalized skin eruption caused by drug and medicament,108,0.0712401055408971,259.0,0.02238354506957048
4024561,Pain in lower limb,108,0.0712401055408971,248.0,0.021432892576268257
435511,Hypercalcemia,108,0.0712401055408971,261.0,0.022556390977443608
435510,Hypocalcemia,108,0.0712401055408971,275.0,0.023766312332555526
4111412,"Tricuspid incompetence, non-rheumatic",107,0.07058047493403694,288.0,0.02488981073373088
4254485,Finding related to attentiveness,107,0.07058047493403694,250.0,0.02160573848414139
36717267,Ectasia of thoracic aorta,107,0.07058047493403694,310.0,0.02679111572033532
74132,Degeneration of lumbosacral intervertebral disc,106,0.06992084432717678,255.0,0.022037853253824215
4119158,Neutropenic disorder,106,0.06992084432717678,348.0,0.03007518796992481
80951,Candidiasis of urogenital site,106,0.06992084432717678,239.0,0.020655085990839168
314487,Pulmonary function studies abnormal,106,0.06992084432717678,246.0,0.021260046668395125
77630,Disorder of shoulder,106,0.06992084432717678,230.0,0.019877279405410078
4067069,Callosity,105,0.06926121372031663,242.0,0.020914354852648864
312998,Pain in thoracic spine,104,0.06860158311345646,267.0,0.023074928701063
4113821,Anxiety state,103,0.0679419525065963,299.0,0.0258404632270331
3655355,Erectile dysfunction,103,0.0679419525065963,240.0,0.020741508944775732
4248429,Gastric ulcer without hemorrhage AND without perforation,102,0.06728232189973615,259.0,0.02238354506957048
4157454,"Primary malignant neoplasm of lower lobe, bronchus or lung",102,0.06728232189973615,240.0,0.020741508944775732
441840,Clinical finding,102,0.06728232189973615,228.0,0.019704433497536946
4110056,Chronic obstructive pulmonary disease with acute lower respiratory infection,101,0.06662269129287599,267.0,0.023074928701063
440530,Oropharyngeal dysphagia,101,0.06662269129287599,274.0,0.02367988937861896
257683,Posterior rhinorrhea,101,0.06662269129287599,224.0,0.019358741681790685
4208390,Inflammation of sacroiliac joint,100,0.06596306068601583,235.0,0.020309394175092903
4008710,"Stenosis due to any device, implant AND/OR graft",100,0.06596306068601583,251.0,0.021692161438077954
40480603,Acute systolic heart failure,100,0.06596306068601583,279.0,0.02411200414830179
31610,Disorder of esophagus,100,0.06596306068601583,235.0,0.020309394175092903
4198381,Ulcer of duodenum,100,0.06596306068601583,236.0,0.02039581712902947
37396146,Gastrointestinal infection,100,0.06596306068601583,256.0,0.022124276207760783
440058,Malignant lymphoma of extranodal AND/OR solid organ site,99,0.06530343007915568,239.0,0.020655085990839168
4289309,Atrial septal defect,99,0.06530343007915568,231.0,0.019963702359346643
381591,Cerebrovascular disease,99,0.06530343007915568,245.0,0.02117362371445856
4295624,Squamous cell carcinoma of skin of ear,99,0.06530343007915568,239.0,0.020655085990839168
260131,Disorder of bronchus,99,0.06530343007915568,242.0,0.020914354852648864
4210746,Localized amyloidosis,99,0.06530343007915568,246.0,0.021260046668395125
37309626,Myocardial infarction due to demand ischemia,98,0.06464379947229551,248.0,0.021432892576268257
256451,Bronchitis,98,0.06464379947229551,254.0,0.02195143029988765
318450,Cardiac tamponade,98,0.06464379947229551,255.0,0.022037853253824215
435524,Sleep disorder,98,0.06464379947229551,226.0,0.019531587589663814
441969,Radiology result abnormal,98,0.06464379947229551,243.0,0.02100077780658543
133810,Hyperparathyroidism due to renal insufficiency,98,0.06464379947229551,215.0,0.018580935096361592
37394658,Severe sepsis,98,0.06464379947229551,301.0,0.02601330913490623
4224926,Obstruction of esophagus,97,0.06398416886543536,235.0,0.020309394175092903
4300704,Diffuse large B-cell lymphoma (nodal/systemic with skin involvement),97,0.06398416886543536,263.0,0.02272923688531674
4001664,Intrahepatic bile duct carcinoma,97,0.06398416886543536,272.0,0.02350704347074583
319034,Hypertensive heart disease without congestive heart failure,97,0.06398416886543536,267.0,0.023074928701063
197006,Residual hemorrhoidal skin tags,96,0.0633245382585752,228.0,0.019704433497536946
4198042,Disorder of bilirubin metabolism,96,0.0633245382585752,234.0,0.02022297122115634
37206607,Overactive bladder,95,0.06266490765171503,256.0,0.022124276207760783
4256228,Respiratory failure,95,0.06266490765171503,250.0,0.02160573848414139
434500,Closed fracture of neck of femur,95,0.06266490765171503,252.0,0.021778584392014518
4336254,Dystrophia unguium,95,0.06266490765171503,229.0,0.01979085645147351
317009,Asthma,95,0.06266490765171503,241.0,0.020827931898712296
442306,Adjustment disorder with depressed mood,94,0.06200527704485488,226.0,0.019531587589663814
4116166,Elbow joint pain,94,0.06200527704485488,247.0,0.021346469622331693
40484908,Imaging of brain abnormal,94,0.06200527704485488,230.0,0.019877279405410078
380094,Carpal tunnel syndrome,93,0.06134564643799472,227.0,0.01961801054360038
4077577,Moderate recurrent major depression,93,0.06134564643799472,219.0,0.018926626912107856
4320824,Adverse effect of prosthetic device,92,0.06068601583113457,248.0,0.021432892576268257
4245842,Umbilical hernia,91,0.060026385224274406,208.0,0.017975974418805635
4209423,Nicotine dependence,91,0.060026385224274406,234.0,0.02022297122115634
443919,Hypertensive renal failure,91,0.060026385224274406,209.0,0.0180623973727422
4108659,Mitral and aortic incompetence,90,0.059366754617414245,242.0,0.020914354852648864
40482727,Combined systolic and diastolic dysfunction,90,0.059366754617414245,240.0,0.020741508944775732
3656064,Pneumothorax due to and following procedure,89,0.05870712401055409,236.0,0.02039581712902947
434490,Chill,88,0.05804749340369393,212.0,0.018321666234551896
317305,Stricture of artery,88,0.05804749340369393,243.0,0.02100077780658543
198700,Secondary malignant neoplasm of liver,88,0.05804749340369393,227.0,0.01961801054360038
136773,Rosacea,88,0.05804749340369393,201.0,0.017371013741249677
46270151,Dependence on respiratory device,88,0.05804749340369393,263.0,0.02272923688531674
441536,Mixed acid-base balance disorder,87,0.05738786279683377,210.0,0.018148820326678767
378427,Tear film insufficiency,87,0.05738786279683377,220.0,0.01901304986604442
40481896,Hypertensive urgency,87,0.05738786279683377,198.0,0.01711174487943998
435726,Mechanical complication of device,87,0.05738786279683377,227.0,0.01961801054360038
604801,Pain of knee region,87,0.05738786279683377,205.0,0.017716705556995938
4168217,Generalized hyperhidrosis,86,0.05672823218997362,194.0,0.016766053063693716
40481319,Imaging of musculoskeletal system abnormal,86,0.05672823218997362,232.0,0.020050125313283207
196151,Functional disorder of intestine,86,0.05672823218997362,212.0,0.018321666234551896
4344500,Impingement syndrome of shoulder region,85,0.056068601583113456,192.0,0.016593207155820584
432571,Malignant lymphoma,85,0.056068601583113456,251.0,0.021692161438077954
437246,Vitamin B deficiency,85,0.056068601583113456,203.0,0.017543859649122806
436238,Elevated level of transaminase and lactic acid dehydrogenase,84,0.055408970976253295,205.0,0.017716705556995938
374009,Organic mental disorder,84,0.055408970976253295,231.0,0.019963702359346643
200485,Pressure ulcer of buttock,84,0.055408970976253295,186.0,0.01607466943220119
443600,Localized infection of skin AND/OR subcutaneous tissue,84,0.055408970976253295,208.0,0.017975974418805635
73553,Arthropathy,84,0.055408970976253295,220.0,0.01901304986604442
378419,Alzheimer's disease,84,0.055408970976253295,218.0,0.01884020395817129
72405,Degenerative joint disease of shoulder region,83,0.05474934036939314,212.0,0.018321666234551896
432881,Pancytopenia,83,0.05474934036939314,202.0,0.01745743669518624
46273539,Acute bronchospasm,83,0.05474934036939314,194.0,0.016766053063693716
379832,Mixed conductive AND sensorineural hearing loss,83,0.05474934036939314,188.0,0.016247515340074323
43020910,Pulmonary hypertension due to left heart disease,83,0.05474934036939314,211.0,0.01823524328061533
316135,Atrioventricular block,83,0.05474934036939314,209.0,0.0180623973727422
432738,Chronic fatigue syndrome,82,0.05408970976253298,190.0,0.016420361247947456
141095,Acne,82,0.05408970976253298,184.0,0.015901823524328063
4196636,Dysarthria,82,0.05408970976253298,198.0,0.01711174487943998
198177,Abdominal aortic aneurysm,82,0.05408970976253298,225.0,0.01944516463572725
381551,Polyneuropathy due to drug,81,0.05343007915567282,196.0,0.01693889897156685
134159,Precordial pain,81,0.05343007915567282,200.0,0.01728459078731311
196738,Disorder of male genital organ,81,0.05343007915567282,206.0,0.017803128510932503
433208,Disorder of pulmonary circulation,81,0.05343007915567282,202.0,0.01745743669518624
136368,Non-toxic multinodular goiter,81,0.05343007915567282,204.0,0.017630282603059374
4226991,Xerostomia,80,0.052770448548812667,175.0,0.015124016938898971
253797,Post-inflammatory pulmonary fibrosis,80,0.052770448548812667,205.0,0.017716705556995938
40484102,Abnormal finding on evaluation procedure,80,0.052770448548812667,193.0,0.016679630109757152
4004352,Irritant contact dermatitis,80,0.052770448548812667,180.0,0.0155561317085818
40481385,Imaging of abdomen abnormal,80,0.052770448548812667,188.0,0.016247515340074323
317302,Sinus node dysfunction,79,0.052110817941952506,216.0,0.01866735805029816
443524,Mixed urinary incontinence,79,0.052110817941952506,169.0,0.014605479215279578
261326,Viral pneumonia,79,0.052110817941952506,184.0,0.015901823524328063
432289,Drug-induced neutropenia,79,0.052110817941952506,188.0,0.016247515340074323
4294416,Basal cell carcinoma of ear,79,0.052110817941952506,187.0,0.01616109238613776
4286497,Centriacinar emphysema,79,0.052110817941952506,177.0,0.015296862846772103
30437,Gastro-esophageal reflux disease with esophagitis,78,0.051451187335092345,211.0,0.01823524328061533
436073,Psychotic disorder,78,0.051451187335092345,184.0,0.015901823524328063
43530605,Pulmonary embolism with pulmonary infarction,78,0.051451187335092345,200.0,0.01728459078731311
432588,Megaloblastic anemia due to vitamin B-12 deficiency,78,0.051451187335092345,184.0,0.015901823524328063
4332246,Aneurysm,78,0.051451187335092345,193.0,0.016679630109757152
37016768,Autonomic neuropathy due to type 2 diabetes mellitus,77,0.05079155672823219,168.0,0.014519056261343012
4171919,"Localized swelling, mass and lump, lower limb",77,0.05079155672823219,173.0,0.01495117103102584
4264617,Foot-drop,77,0.05079155672823219,171.0,0.014778325123152709
135526,Spinal cord disease,77,0.05079155672823219,186.0,0.01607466943220119
434085,Obstruction of duodenum,77,0.05079155672823219,195.0,0.016852476017630284
4090425,Altered sensation of skin,76,0.05013192612137203,174.0,0.015037593984962405
40482638,Arteriosclerosis of autologous vein coronary artery bypass graft,76,0.05013192612137203,187.0,0.01616109238613776
192956,Cholecystitis,74,0.048812664907651716,170.0,0.014691902169216144
436339,Bacterial infection due to Klebsiella pneumoniae,74,0.048812664907651716,172.0,0.014864748077089275
30753,Esophagitis,74,0.048812664907651716,192.0,0.016593207155820584
317003,Compression of vein,74,0.048812664907651716,163.0,0.014086941491660185
437530,Disorder of lipid metabolism,74,0.048812664907651716,181.0,0.015642554662518366
138841,Disorder of sacrum,74,0.048812664907651716,178.0,0.015383285800708668
436136,Dissection of thoracic aorta,74,0.048812664907651716,200.0,0.01728459078731311
436676,Posttraumatic stress disorder,74,0.048812664907651716,176.0,0.015210439892835537
76153,Low compliance bladder,73,0.048153034300791556,153.0,0.01322271195229453
42539582,Acquired absence of genital organ,73,0.048153034300791556,200.0,0.01728459078731311
317585,Aortic aneurysm,72,0.047493403693931395,173.0,0.01495117103102584
378425,Blepharitis,72,0.047493403693931395,167.0,0.014432633307406448
4108356,Cerebral infarction due to embolism of cerebral arteries,72,0.047493403693931395,170.0,0.014691902169216144
4166902,Scalp laceration,72,0.047493403693931395,160.0,0.013827672629850489
433435,Carcinoma in situ,71,0.04683377308707124,162.0,0.014000518537723619
440940,Methicillin resistant Staphylococcus aureus infection,71,0.04683377308707124,162.0,0.014000518537723619
192359,Renal failure syndrome,71,0.04683377308707124,169.0,0.014605479215279578
440329,Herpes zoster without complication,71,0.04683377308707124,179.0,0.015469708754645234
80809,Rheumatoid arthritis,71,0.04683377308707124,178.0,0.015383285800708668
318096,Secondary malignant neoplasm of lymph node,71,0.04683377308707124,188.0,0.016247515340074323
4168222,"Intra-abdominal and pelvic swelling, mass and lump",71,0.04683377308707124,172.0,0.014864748077089275
438867,Generalized aches and pains,71,0.04683377308707124,178.0,0.015383285800708668
4275359,Mental alertness - finding,71,0.04683377308707124,164.0,0.014173364445596751
197444,Vascular complication of medical care,70,0.04617414248021108,161.0,0.013914095583787053
440933,Effects of accidental exposure to external cause,70,0.04617414248021108,154.0,0.013309134906231096
40481920,Periumbilical pain,69,0.04551451187335093,162.0,0.014000518537723619
37017432,Polyneuropathy due to type 2 diabetes mellitus,69,0.04551451187335093,174.0,0.015037593984962405
45768480,Longstanding persistent atrial fibrillation,68,0.044854881266490766,183.0,0.015815400570391495
4202383,Drug-induced diabetes mellitus,68,0.044854881266490766,161.0,0.013914095583787053
762296,Pain in right hand,68,0.044854881266490766,149.0,0.012877020136548267
433753,Alcohol abuse,68,0.044854881266490766,156.0,0.013481980814104226
373764,Toxic encephalopathy,68,0.044854881266490766,169.0,0.014605479215279578
759853,Cellulitis of right lower limb,68,0.044854881266490766,161.0,0.013914095583787053
432869,Hemorrhagic disorder due to circulating anticoagulants,67,0.044195250659630606,152.0,0.013136288998357963
43022062,Cardiovascular system complication of procedure,67,0.044195250659630606,166.0,0.014346210353469882
4340960,Idiopathic acute pancreatitis,67,0.044195250659630606,143.0,0.012358482412928874
201078,Atrophic vaginitis,67,0.044195250659630606,164.0,0.014173364445596751
45757559,Pharyngeal dysphagia,67,0.044195250659630606,158.0,0.013654826721977356
4242574,Intertrigo,67,0.044195250659630606,145.0,0.012531328320802004
46286594,Problem related to lifestyle,67,0.044195250659630606,159.0,0.013741249675913923
4168212,Restlessness and agitation,67,0.044195250659630606,173.0,0.01495117103102584
4228802,Mild recurrent major depression,67,0.044195250659630606,144.0,0.01244490536686544
46273652,Secondary malignant neoplasm of left lung,67,0.044195250659630606,160.0,0.013827672629850489
80008,Breakage of joint prosthesis,66,0.04353562005277045,147.0,0.012704174228675136
200447,Gastrointestinal complication,66,0.04353562005277045,160.0,0.013827672629850489
4172970,Nontraumatic rotator cuff tear,66,0.04353562005277045,139.0,0.012012790597182611
436581,Accidental poisoning,66,0.04353562005277045,148.0,0.0127905971826117
