disease_id,disease_name,community,degree,clustering
133857,Acquired deformity of limb,0,30,0.8551724137931035
4091464,Malignant neoplasm of nipple and areola of female breast,0,30,1.0
4095168,"Malignant neoplasm, overlapping lesion of bladder",0,30,0.9563218390804598
435533,"Hypnotic or anxiolytic dependence, continuous",0,30,1.0
4123283,Disorder of stoma,0,30,1.0
200154,Fistula of gallbladder,0,30,1.0
435227,Nutritional deficiency disorder,0,30,1.0
4242514,Benign neoplasm of skin of ear,0,29,1.0
438111,Hematologic neoplasm of uncertain behavior,0,29,1.0
137829,Aplastic anemia,0,29,0.9729064039408867
4014781,Closed traumatic subdural hemorrhage,0,29,0.9901477832512315
4261933,Estrogen receptor negative neoplasm,0,29,1.0
195306,Gastroduodenitis,0,29,1.0
4187240,Disorder of aorta,0,29,1.0
4022202,Open wound of trunk,0,29,1.0
197807,Primary malignant neoplasm of soft tissues of abdomen,0,28,0.9788359788359788
317890,Mitral and aortic stenosis,0,28,1.0
197916,Obstructed hernia of anterior abdominal wall,0,28,0.9814814814814815
4168693,Abnormal cytological findings in CSF,0,28,1.0
4246802,Primary malignant neoplasm of bone of skull,0,28,0.9312169312169312
194286,"Malignant neoplasm of corpus uteri, excluding isthmus",0,27,0.8660968660968661
36712834,Acute lymphoid leukemia relapse,0,27,1.0
140057,Chronic leukemia,0,27,1.0
374915,Localization-related epilepsy,0,27,0.9145299145299145
4247719,Primary malignant neoplasm of ascending colon,0,27,0.9971509971509972
4313365,Neoplasm of uncertain behavior of brain,0,27,0.8717948717948718
196469,Perforation of gallbladder,0,27,1.0
443421,Gallbladder and bile duct calculi,0,27,1.0
440713,Posterior synechiae,0,27,1.0
138056,Subcutaneous emphysema resulting from a procedure,0,27,1.0
46273489,Thrombosis of vein of upper limb,0,27,1.0
258785,Pneumococcal pneumonia,0,26,1.0
4135937,CREST syndrome,0,26,1.0
372627,Transient visual loss,0,26,1.0
436147,Glossitis,0,26,1.0
141090,Pyogenic granuloma of skin,0,26,1.0
313800,Thrombotic microangiopathy,0,26,1.0
31609,Abscess of salivary gland,0,26,1.0
435207,"Nodular lymphoma of lymph nodes of head, face and neck",0,26,0.963076923076923
4004672,Psychoactive substance use disorder,0,26,1.0
40480232,Male urinary stress incontinence,0,26,1.0
28083,Primary malignant neoplasm of pharynx,0,25,0.8066666666666666
195480,Primary malignant neoplasm of renal pelvis,0,25,0.8566666666666667
200959,Secondary malignant neoplasm of intrapelvic lymph nodes,0,25,1.0
199771,Carcinoid syndrome,0,25,1.0
379019,Conjunctivitis,0,25,0.9966666666666667
197803,Overlapping malignant neoplasm of stomach,0,25,1.0
4247597,Intraocular hemorrhage,0,25,1.0
372914,Optic atrophy,0,25,0.99
433730,Disorder of thymus gland,0,25,1.0
40487059,Sepsis due to Staphylococcus,0,25,1.0
441768,Disorder due to and following accidental poisoning,0,25,1.0
4101287,Sequelae of protein-energy malnutrition,0,25,1.0
436920,Reticulosarcoma,0,24,0.9637681159420289
436098,Nondependent cocaine abuse in remission,0,24,1.0
40483317,Refractory epilepsy,0,24,0.8913043478260869
4101918,Noninflammatory disorder of the female genital organs,0,24,1.0
3662369,Paralytic ectropion of right lower eyelid,0,24,1.0
378743,Mild nonproliferative retinopathy due to diabetes mellitus,0,24,1.0
194091,Calculus in urethra,0,24,1.0
4131428,Neoplasm of intrapelvic lymph node,0,23,0.9960474308300395
78015,"Open wound of chest wall, uncomplicated",0,23,1.0
4156114,Primary malignant neoplasm of border of tongue,0,23,0.83399209486166
443403,Sequela,0,23,1.0
197717,Open wound of anterior abdominal wall without complication,0,23,1.0
435478,Primary malignant neoplasm of upper gum,0,22,1.0
440335,Primary malignant neoplasm of lower gum,0,22,1.0
379756,Primary malignant neoplasm of mandible,0,22,1.0
374358,Excess skin of eyelid,0,22,0.9826839826839827
440603,Blood transfusion reaction,0,22,1.0
380055,Primary malignant neoplasm of brain,0,21,0.7857142857142857
195498,Benign neoplasm of kidney,0,21,0.8857142857142857
4146239,Pruritus of genital organs,0,21,1.0
77129,Closed fracture of pelvis,0,21,1.0
192591,Post-surgical hypoinsulinemia,0,21,0.9904761904761905
23245,Esophageal bleeding,0,21,1.0
255334,Collagen disease,0,21,0.9523809523809523
132344,Gingival and periodontal disease,0,21,0.9952380952380953
316447,Chronic hypotension,0,21,1.0
439961,Superficial injury without infection,0,21,1.0
4130842,Neoplasm of lymph nodes of upper limb,0,21,0.9952380952380953
4317829,Neoplasm of uncertain behavior of trunk,0,21,1.0
196359,Primary malignant neoplasm of uterine cervix,0,20,0.9526315789473684
40482859,Malignant carcinoid tumor,0,20,0.9947368421052631
436700,Exophthalmos,0,20,0.9894736842105263
192261,Overlapping malignant neoplasm of pancreas,0,20,1.0
436954,Drug abuse,0,20,1.0
194847,Mechanical complication due to urethral indwelling catheter,0,20,1.0
196217,Congenital anomaly of diaphragm,0,20,1.0
435755,Primary malignant neoplasm of skin of eyelid,0,19,1.0
4003185,Refractory anemia (clinical),0,19,1.0
432626,Glaucoma associated with vascular disorder,0,19,1.0
46270117,Retained foreign body,0,19,1.0
4231580,Acute gastric ulcer with hemorrhage,0,19,1.0
43531604,Subacute dyskinesia due to drug,0,18,1.0
193242,Perforation of intestine,0,18,1.0
4288676,Acute and chronic cholecystitis,0,18,1.0
40481303,Aphonia,0,18,0.8496732026143791
440409,Disorder of orbit proper,0,18,1.0
4335747,Disorder of inner ear,0,18,1.0
140259,Open wound of face without complication,0,18,1.0
374377,Paralytic syndrome,0,18,1.0
141997,Open wound of forearm with complication,0,18,1.0
197981,Abdominal tenderness,0,18,1.0
256722,Bronchopneumonia,0,18,1.0
4056478,Chronic nephritic syndrome,0,18,1.0
4309257,Refractory localization-related epilepsy,0,17,1.0
440387,Cannabis dependence,0,17,1.0
140191,Osteomyelitis of lower leg,0,17,0.7720588235294118
434614,Disorder of iron metabolism,0,17,1.0
42536958,Pancytopenia caused by medication,0,17,1.0
441260,Drug withdrawal,0,17,1.0
141249,Benign neoplasm of thyroid gland,0,17,1.0
79768,Neoplasm of urinary system,0,17,0.9117647058823529
4165417,Complex partial seizure with impairment of consciousness,0,17,1.0
199073,Iliopsoas abscess,0,17,1.0
80852,Closed fracture of four ribs,0,17,0.9852941176470589
435723,Wound seroma,0,17,1.0
197329,Acute renal failure due to acute cortical necrosis,0,16,1.0
606231,Chronic osteomyelitis of pelvis and femur,0,16,0.8583333333333333
4063581,Drug-induced systemic lupus erythematosus,0,16,1.0
37109306,Erectile dysfunction following radical cystectomy,0,16,1.0
443788,Peritoneal adhesions with obstruction,0,16,1.0
37017436,Idiopathic scoliosis of thoracic and lumbar spine,0,16,1.0
135759,Sézary's disease of extranodal AND/OR solid organ site,0,15,1.0
441225,Primary malignant neoplasm of ampulla of Vater,0,15,1.0
46271402,Malignant carcinoid tumor of small intestine,0,15,1.0
436336,Herpes zoster with nervous system complication,0,15,1.0
200662,Lymphosarcoma,0,15,1.0
132761,Blister of foot without infection,0,15,1.0
432271,Carcinoid tumor of ileum,0,15,1.0
192606,Paraplegia,0,15,1.0
602073,Mycosis fungoides of inguinal lymph node,0,15,1.0
193240,Acute generalized peritonitis,0,15,1.0
195977,Contusion of trunk,0,15,1.0
36684473,Primary malignant neoplasm of nasopharynx,0,14,1.0
4089754,Malignant neoplasm of middle lobe of lung,0,14,1.0
132853,Lymphoid leukemia,0,14,0.9560439560439561
4040380,Mycosis fungoides (clinical),0,14,1.0
4116241,Squamous cell carcinoma of anal margin,0,14,1.0
4079936,Convalescence after chemotherapy,0,14,1.0
4328217,Mood disorder with depressive features due to general medical condition,0,14,1.0
4329707,Strabismus,0,14,1.0
444413,Febrile convulsion,0,14,1.0
40481907,Carcinoid tumor,0,14,1.0
436079,Mood disorder caused by drug,0,14,1.0
141056,Acute ethmoidal sinusitis,0,14,1.0
198988,Primary malignant neoplasm of pelvis,0,13,1.0
432923,Subarachnoid hemorrhage,0,13,0.9358974358974359
4065997,Cellulitis of face,0,13,1.0
37018672,Malignant poorly differentiated neuroendocrine carcinoma,0,13,0.9615384615384616
37109307,Erectile dysfunction following radical prostatectomy,0,13,1.0
4242814,Benign neoplasm of parotid gland,0,13,1.0
42514449,Neoplasm defined only by topography: Overlapping lesion of lung,0,13,1.0
4133007,Neoplasm of lymph nodes of multiple sites,0,13,1.0
437220,Primary malignant neoplasm of ventral surface of tongue,0,12,0.9393939393939394
436043,Overlapping malignant neoplasm of tongue,0,12,0.9393939393939394
45766974,Pathologic fracture of femur at site of neoplasm,0,12,1.0
4143110,Episodic drug abuse,0,12,1.0
437899,Acute and subacute bacterial endocarditis,0,12,1.0
40489907,Sepsis due to Staphylococcus aureus,0,11,1.0
4005743,Female sterility,0,11,1.0
78987,Secondary malignant neoplasm of urinary system,0,11,1.0
443432,Impaired cognition,0,11,1.0
140666,Myeloid leukemia,0,11,1.0
439256,"Bipolar affective disorder, currently manic, severe, with psychosis",0,11,1.0
4199441,Fracture of acromial end of clavicle,0,11,1.0
441233,Primary malignant neoplasm of frontal lobe,0,10,1.0
40490918,Marginal zone lymphoma,0,10,1.0
441269,Autoimmune hemolytic anemia,0,10,1.0
376680,Generalized non-convulsive epilepsy,0,10,0.9777777777777777
4247836,Primary malignant neoplasm of major salivary gland,0,10,1.0
138708,Acute leukemia,0,10,1.0
4247358,Primary malignant neoplasm of soft tissues of pelvis,0,10,1.0
40485376,Infection of gastrostomy site,0,10,1.0
192855,Cancer in situ of urinary bladder,0,10,0.9777777777777777
4100932,Knee joint finding,0,10,1.0
259995,Foreign body in orifice,0,10,1.0
433951,Poisoning by tranquilizer,0,10,1.0
138790,Chronic periodontitis,0,10,1.0
4049477,Psychogenic polydipsia,0,10,1.0
192836,Primary malignant neoplasm of small intestine,0,9,0.9166666666666666
134141,Chronic osteomyelitis of lower leg,0,9,1.0
40478938,Infection by Bacteroides fragilis,0,9,1.0
135764,Mycosis fungoides of lymph nodes of multiple sites,0,9,1.0
197506,Malignant neoplasm of abdomen,0,9,1.0
194385,Aneurysm of renal artery,0,9,0.9722222222222222
36716624,Neoplasm of uncertain behavior of bone and articular cartilage,0,9,1.0
252365,Membranous glomerulonephritis,0,9,1.0
436470,Fat necrosis of breast,0,9,1.0
436042,Primary malignant neoplasm of anterior two-thirds of tongue,0,8,1.0
193249,Acute hemorrhagic gastritis,0,8,1.0
437904,Laryngeal spasm,0,8,1.0
374924,Generalized convulsive epilepsy,0,8,1.0
4195231,Acute gastric ulcer without hemorrhage AND without perforation,0,8,1.0
433716,Primary malignant neoplasm of testis,0,7,1.0
133566,Necrotizing fasciitis,0,7,1.0
40481901,Mantle cell lymphoma,0,7,1.0
30679,Benign neoplasm of major salivary gland,0,7,1.0
440063,"Benign neoplasm of pancreas, excluding islets of Langerhans",0,7,1.0
4096099,Phlebitis of deep veins of lower extremity,0,7,1.0
28385,Disorder of posterior pituitary,0,6,1.0
434616,Hemoglobinuria due to hemolysis from external causes,0,6,1.0
380834,Coma,0,6,1.0
441992,Open wound with complication,0,6,1.0
28457,Hypertrophy of tonsils,0,6,1.0
141666,Acute osteomyelitis of lower leg,0,6,1.0
4050853,"Abrasion, upper arm",0,6,1.0
321590,Right bundle branch block AND left posterior fascicular block,0,6,1.0
4002357,"Follicular non-Hodgkin's lymphoma, small cleaved cell (clinical)",0,6,1.0
435509,Intracranial abscess,0,5,1.0
440853,Closed fracture of surgical neck of humerus,0,5,1.0
4111917,Malignant mesothelioma of pleura,0,5,1.0
432508,"Mechanical complication of nervous system device, implant AND/OR graft",0,5,1.0
196157,Induratio penis plastica,0,5,1.0
4317827,Neoplasm of uncertain behavior of tongue,0,5,1.0
198192,Renal and perinephric abscess,0,5,1.0
4261072,Irritable bowel syndrome characterized by constipation,0,5,1.0
79765,Neoplasm of uncertain behavior of urinary system,0,5,1.0
438691,Overlapping malignant neoplasm of oropharynx,0,4,1.0
432593,Kwashiorkor,0,4,1.0
254676,Lung involvement associated with another disorder,0,4,1.0
195363,Congenital anomaly of the kidney,0,4,1.0
434376,Acute myocardial infarction of anterior wall,0,4,1.0
4153877,Post-traumatic wound infection,0,4,1.0
37208028,Benign neoplasm of right breast,0,3,1.0
37116511,Open bite of hand,0,3,1.0
4047791,Abnormal body temperature,0,3,1.0
194526,Injury of trunk,0,3,1.0
441523,Immunoproliferative neoplasm,0,2,1.0
78257,Osteogenesis imperfecta,0,2,1.0
435484,Primary malignant neoplasm of trigone of urinary bladder,0,2,1.0
433709,Primary malignant neoplasm of tonsillar fossa,0,2,1.0
4234083,Traumatic pneumothorax,0,2,1.0
4319447,Urolithiasis,0,2,1.0
197593,Impaction of intestine,0,2,1.0
4003830,Diffuse non-Hodgkin's lymphoma,0,1,0.0
196951,Chronic congestive splenomegaly,0,1,0.0
436059,Multiple myeloma in remission,0,1,0.0
4164092,Acute cerebrovascular insufficiency,0,1,0.0
4042067,Impaired glucose tolerance test,0,1,0.0
260754,Haemophilus influenzae pneumonia,0,1,0.0
24602,Benign neoplasm of esophagus,0,1,0.0
77670,Chest pain,1,2256,0.16022904184554418
436096,Chronic pain,1,2138,0.1731119003104901
438485,Postoperative state,1,2100,0.1766455681843962
4144111,Gastroesophageal reflux disease without esophagitis,1,2088,0.18055486711204372
254761,Cough,1,2083,0.18322470500179164
4192174,Illness,1,1951,0.20029281499296875
436230,Blood chemistry abnormal,1,1885,0.21366132220513948
194133,Low back pain,1,1873,0.21079692983056572
442588,Obstructive sleep apnea syndrome,1,1861,0.21591698300717038
4223659,Fatigue,1,1786,0.2322953817585265
437113,Asthenia,1,1741,0.2419352070087874
75909,Disorder of bone,1,1705,0.24075076067352305
378253,Headache,1,1702,0.24532607141302792
78232,Shoulder joint pain,1,1651,0.25277022190408016
433316,Dizziness and giddiness,1,1645,0.2601372588171781
318800,Gastroesophageal reflux disease,1,1613,0.26149200278752505
134736,Backache,1,1612,0.266720114350318
140673,Hypothyroidism,1,1608,0.26228456349243207
4282096,"Major depression, single episode",1,1606,0.2671601432323491
4171917,Localized edema,1,1596,0.27304310934075
442077,Anxiety disorder,1,1535,0.28431088593402953
31317,Dysphagia,1,1497,0.2833313686195921
437827,Pure hypercholesterolemia,1,1471,0.2986528669931603
4170554,Hip pain,1,1470,0.29231139698902026
45766714,Inflammatory dermatosis,1,1461,0.3032826080841608
80502,Osteoporosis,1,1444,0.29522885340059857
376208,Disorder of soft tissue,1,1423,0.31500178403226875
192450,Retention of urine,1,1393,0.32296230743207005
138384,Acquired hypothyroidism,1,1390,0.3109301759456366
24134,Neck pain,1,1388,0.31619983003974744
4000609,Disorder of upper gastrointestinal tract,1,1383,0.3216669648920686
436070,Vitamin D deficiency,1,1365,0.31380125251092994
4079750,Osteoarthritis of knee,1,1345,0.32078243936979994
257011,Acute upper respiratory infection,1,1344,0.33534774669361417
313459,Sleep apnea,1,1319,0.34871453865012464
80180,Osteoarthritis,1,1311,0.34470510827350487
135777,Neoplasm of uncertain behavior of skin,1,1299,0.34235651223947305
4150125,Persistent pain following procedure,1,1292,0.3372047012779591
138525,Pain in limb,1,1276,0.3406724445263999
197381,Epigastric pain,1,1254,0.3617436175507331
78508,Arthralgia of the ankle and/or foot,1,1251,0.35629224620303757
200174,Disorder of skin and/or subcutaneous tissue,1,1242,0.3605593120710663
4174262,Polyneuropathy,1,1233,0.3723509864020813
439297,Nuclear senile cataract,1,1224,0.3612847973749325
319041,Orthostatic hypotension,1,1224,0.3806668483692196
601619,Pain of right knee joint,1,1223,0.35655393822440323
197672,Urinary incontinence,1,1220,0.37281969902768997
601622,Pain of left knee region,1,1217,0.35923647450590324
432795,Traumatic or non-traumatic injury,1,1213,0.37797077316965
377889,Hearing loss,1,1210,0.3780872109317857
141932,Senile hyperkeratosis,1,1208,0.3717634987956567
79908,Muscle weakness,1,1190,0.38851799761115546
257007,Allergic rhinitis,1,1184,0.3802660437275822
45768910,Uncomplicated asthma,1,1175,0.3716756678386313
197684,Dysuria,1,1174,0.39478121446341663
79864,Hematuria syndrome,1,1170,0.39439216804486266
138825,Actinic keratosis,1,1169,0.3874638199139881
37311061,COVID-19,1,1167,0.38394469994605807
372448,Loss of consciousness,1,1155,0.40388034842107634
4164898,Diverticulosis of large intestine without diverticulitis,1,1145,0.40056799096100404
195562,Hemorrhoids,1,1141,0.39770438365853283
77646,Disorder of bone and articular cartilage,1,1130,0.3753544917971108
375415,Injury of head,1,1129,0.40583206126051424
4329041,Pain,1,1121,0.41103447177265195
374034,Visual disturbance,1,1102,0.41607777783272426
201061,Diaphragmatic hernia,1,1087,0.41755147473659066
4117695,Pain in left lower limb,1,1086,0.4265719547487503
135930,Musculoskeletal finding,1,1083,0.4254083013741182
77074,Joint pain,1,1081,0.39823722890327884
375545,Cataract,1,1067,0.4217361717990333
315078,Palpitations,1,1051,0.43145122559014093
438720,Mixed hyperlipidemia,1,1041,0.43896586122810904
4128329,Menopause present,1,1036,0.4046723742375916
4115171,Pain in right lower limb,1,1025,0.4453125
439147,Amnesia,1,1010,0.456746705394028
137275,Disorder of muscle,1,1005,0.4464192979326475
136788,Spinal stenosis of lumbar region,1,1002,0.44764217818110036
4079749,Osteoarthritis of hip,1,1001,0.42803996003996003
439407,Disorder of nasal cavity,1,999,0.4413892850766598
443257,Swelling / lump finding,1,998,0.43539636946912885
200843,Finding of frequency of urination,1,998,0.4404676956721869
440029,Viral disease,1,988,0.46642178277116686
134898,Non-toxic uninodular goiter,1,979,0.4717325596211651
194686,Acquired renal cystic disease,1,976,0.4824379991593106
80813,Lumbosacral spondylosis without myelopathy,1,974,0.4534864334991379
4042728,Blood glucose abnormal,1,967,0.4687310651071273
374375,Impacted cerumen,1,964,0.4511984936423607
40304526,Nocturia,1,961,0.48141259105098855
135618,Pruritic rash,1,961,0.4778052375997225
442752,Muscle pain,1,950,0.46707781043757973
260139,Acute bronchitis,1,942,0.48794140939642744
762294,Pain in right foot,1,942,0.46079858126264917
25297,Acute pharyngitis,1,940,0.4667119842294881
43530807,Allergic disposition,1,926,0.49259938123869007
4155909,Anesthesia of skin,1,921,0.47395316999480713
317009,Asthma,1,915,0.4800923102677237
765131,Pain in left foot,1,909,0.4848868146726567
378427,Tear film insufficiency,1,907,0.4770694451543185
443211,Benign prostatic hyperplasia with outflow obstruction,1,896,0.5012769353551476
141941,Cervical spondylosis without myelopathy,1,885,0.4909732341437227
40484102,Abnormal finding on evaluation procedure,1,885,0.50916481325255
4346975,Lumbar spondylosis,1,874,0.5155373118288026
312998,Pain in thoracic spine,1,870,0.5069322645926749
134159,Precordial pain,1,863,0.5260368917578296
4134121,Lumbar radiculopathy,1,859,0.513678017752523
140648,Onychomycosis due to dermatophyte,1,858,0.5325238744141895
37018196,Prediabetes,1,852,0.4888173537897971
372409,Sciatica,1,848,0.5195195027956606
4116166,Elbow joint pain,1,846,0.5444262593198763
77234,Benign neoplasm of colon,1,842,0.5327754257034805
4271013,Melanocytic nevus,1,841,0.509863541135836
136497,Scar conditions and fibrosis of skin,1,838,0.5088094484506833
434613,Generalized anxiety disorder,1,837,0.5201477136961008
4115367,Wrist joint pain,1,837,0.5448971892095831
4317258,Disorder of skin,1,836,0.5138412170873564
255919,Finding of head and neck region,1,835,0.498697568890995
4041283,General finding of observation of patient,1,830,0.5279143110439345
318736,Migraine,1,824,0.5228237917163114
195083,Left lower quadrant pain,1,819,0.552785166477098
257012,Chronic sinusitis,1,818,0.525136688882039
137053,Seborrheic dermatitis,1,818,0.5439214970387817
73840,"Localized, primary osteoarthritis of the shoulder region",1,815,0.5106525376464027
4236484,Paresthesia,1,814,0.5017664427258524
193322,Right lower quadrant pain,1,813,0.5460466919940136
201340,Gastritis,1,810,0.5359306566558317
194081,Acute cystitis,1,793,0.5384265097379851
30753,Esophagitis,1,787,0.5399639821397971
37017182,Joint pain of pelvic region,1,784,0.523871425965022
140821,Spasm,1,779,0.5591606139305879
4115991,Knee joint effusion,1,776,0.5600399068839375
40481319,Imaging of musculoskeletal system abnormal,1,771,0.5358633584314518
4110815,"Sensorineural hearing loss, bilateral",1,771,0.5400744521367089
4001450,Lumbago with sciatica,1,771,0.5475937810568161
4092743,Unsteady when standing,1,768,0.5753782322903086
30437,Gastro-esophageal reflux disease with esophagitis,1,767,0.5586514207127563
31610,Disorder of esophagus,1,765,0.5491667522157205
436785,Spinal stenosis in cervical region,1,747,0.5674135325932864
312648,Benign essential hypertension,1,746,0.5599978408334383
200845,Urgent desire to urinate,1,743,0.5785861209564198
4090425,Altered sensation of skin,1,736,0.5550428867199053
4093347,Stool finding,1,736,0.5699386276249631
380094,Carpal tunnel syndrome,1,732,0.5724174534472577
437758,Dependence on enabling machine or device,1,732,0.6012723045756617
438557,Abnormal glucose level,1,730,0.5817577090027622
40483107,Inflamed seborrheic keratosis,1,730,0.5626209669842344
374313,Neoplasm of uncertain behavior of soft tissues,1,724,0.553575112904335
441969,Radiology result abnormal,1,723,0.596391612356946
4285898,Polyp of colon,1,722,0.5795121426458327
4059015,Falls,1,718,0.5991344312226353
256451,Bronchitis,1,717,0.5906555090655509
4308509,Impaired fasting glycemia,1,717,0.5688272831397115
441840,Clinical finding,1,711,0.6076939838751213
80816,Degeneration of intervertebral disc,1,710,0.5823754941496653
193326,Urge incontinence of urine,1,710,0.5717276862869743
4012368,Increased frequency of urination,1,698,0.5890985928231101
374366,Sensorineural hearing loss,1,695,0.5813074036448075
320136,Disorder of respiratory system,1,692,0.5976552370276804
443769,Degeneration of lumbar intervertebral disc,1,685,0.5752977333845563
373478,Presbyopia,1,684,0.6222761638111873
4330445,Pleuritic pain,1,683,0.6281542101218104
135287,Non-neoplastic nevus,1,680,0.5899029714978775
4032878,Hair follicle disorder,1,671,0.6169406321596191
435524,Sleep disorder,1,669,0.6348200460066414
432738,Chronic fatigue syndrome,1,668,0.6435554677750945
141375,Hypertrophic condition of skin,1,666,0.6194269457427353
316822,Heart murmur,1,662,0.6105735610696966
320420,Vitreous degeneration,1,658,0.620435524836574
434169,Abnormal findings on diagnostic imaging of breast,1,657,0.5560381631213572
4112752,Basal cell carcinoma of skin,1,653,0.634419714578303
380706,Regular astigmatism,1,641,0.6051628315132606
4225273,Chronic gastritis,1,640,0.622168427230047
4244662,Disorder of musculoskeletal system,1,639,0.5792259653357273
4094683,Chest injury,1,637,0.6333195106780013
80767,Breast lump,1,635,0.6277056061998559
37396146,Gastrointestinal infection,1,634,0.6499319748232093
4266809,Diverticular disease,1,633,0.6392755014297998
40326053,Dysphonia,1,629,0.6513219851548814
197675,Incontinence of feces,1,627,0.6606743405129146
4155910,"Edema, generalized",1,621,0.6613942132876214
4115170,Pain in right arm,1,614,0.6339782455058957
4295261,Postmenopausal state,1,613,0.6173431852349422
4070750,Drug-induced constipation,1,611,0.6418663303909206
440704,Chronic pain syndrome,1,608,0.6698116275036851
138841,Disorder of sacrum,1,607,0.6556401933438814
43021237,Secondary erectile dysfunction,1,605,0.6388320288982541
4228361,Asteatosis cutis,1,595,0.6772769713946184
4077895,Pain in finger,1,593,0.6452132993026753
201078,Atrophic vaginitis,1,592,0.607765125531623
78505,"Localized, primary osteoarthritis of the ankle and/or foot",1,589,0.6439081574905005
4254485,Finding related to attentiveness,1,583,0.6239323796219342
201337,Disorder of bladder,1,581,0.6679506202148495
24818,Injury of neck,1,578,0.6861285853927666
380733,Otalgia,1,576,0.6577898550724638
434490,Chill,1,570,0.7032960256528844
435508,Adrenal cortical hypofunction,1,567,0.6942933173793009
4256761,Imaging result abnormal,1,567,0.6630957054985324
4175154,Disorder of the peripheral nervous system,1,564,0.6800007558293337
4324765,Arthropathy of knee joint,1,564,0.6655896098660923
4204199,Hand pain,1,563,0.667819194326277
72418,Scoliosis deformity of spine,1,562,0.6461326685316637
435511,Hypercalcemia,1,561,0.6978227654698242
140641,Verruca vulgaris,1,560,0.6694991055456172
40483794,Degenerative joint disease of pelvis,1,559,0.6669359647604208
73553,Arthropathy,1,559,0.6738030661511532
435839,Lymphedema,1,558,0.6617825910696705
74728,Synovitis and tenosynovitis,1,558,0.679536431085629
4168217,Generalized hyperhidrosis,1,557,0.7032729292329153
4195085,Nasal congestion,1,555,0.7208117865157576
4009585,Abnormal urine,1,549,0.6783202371930385
72990,Localized osteoarthrosis uncertain if primary OR secondary,1,544,0.6739383598743365
373474,Diplopia,1,535,0.6835240995484616
4146581,Mild intermittent asthma,1,535,0.6781826455248696
437246,Vitamin B deficiency,1,532,0.6769395239511208
36714126,Difficulty walking,1,532,0.7118219277006075
604801,Pain of knee region,1,531,0.6898482748818534
75576,Irritable bowel syndrome,1,529,0.6655496362490692
136368,Non-toxic multinodular goiter,1,523,0.6862926089536494
3655355,Erectile dysfunction,1,514,0.7336109404509978
78472,Microscopic hematuria,1,513,0.6957008406432749
257683,Posterior rhinorrhea,1,513,0.7086988304093568
80809,Rheumatoid arthritis,1,508,0.6751153147276708
373852,Neuralgia,1,507,0.6799198571773822
77079,Spinal stenosis,1,503,0.7302321528993371
4115169,Pain in left arm,1,502,0.723851102575725
4119307,Neurogenic claudication,1,501,0.7106906187624751
377910,Deviated nasal septum,1,500,0.7181563126252505
4068482,Prolapsed lumbar intervertebral disc,1,497,0.7128659051080678
762296,Pain in right hand,1,496,0.7027207559465624
436581,Accidental poisoning,1,493,0.7194627220105873
438134,Hypersomnia,1,491,0.7262729124236252
4196636,Dysarthria,1,489,0.7311676556371316
133729,Hyperparathyroidism,1,489,0.7433873076536257
259153,Pain in throat,1,487,0.7269162842970737
46273539,Acute bronchospasm,1,485,0.7263099599556957
4111231,Pain in toe,1,481,0.6989345114345115
314131,Degeneration of cervical intervertebral disc,1,480,0.6991910229645094
73754,Restless legs,1,478,0.7280597879003184
378425,Blepharitis,1,474,0.6940794462136823
194993,Intestinal malabsorption,1,472,0.7379808557342834
45757591,Osteophyte of bone,1,472,0.7002231098636151
36713107,Lumbar spondylolisthesis,1,471,0.7113158964629354
4027396,Peripheral neuritis,1,470,0.7330036746359389
379010,Epiretinal membrane,1,464,0.6841345795784614
378416,Retinal disorder,1,461,0.6760350844100727
4182562,Lower abdominal pain,1,461,0.7436480241441101
197006,Residual hemorrhoidal skin tags,1,452,0.7171281125522437
4067069,Callosity,1,452,0.7669289484527991
381295,Senile cataract,1,451,0.7319931017491993
379805,Myopia,1,451,0.7545109632914511
433753,Alcohol abuse,1,449,0.7131323576201082
372309,Mononeuritis,1,448,0.7700343560242889
377575,Tinnitus,1,446,0.7308308560487731
4031164,Non-scarring alopecia,1,444,0.7556077522217477
4242103,Osteoarthrosis of the carpometacarpal joint of the thumb,1,443,0.735809934322748
4166125,"Localized swelling, mass and lump, neck",1,441,0.7355184498041641
4280726,Seasonal allergic rhinitis,1,440,0.765593290536343
374027,Lesion of ulnar nerve,1,439,0.7715750824310128
4248429,Gastric ulcer without hemorrhage AND without perforation,1,439,0.7460604736792835
37206607,Overactive bladder,1,438,0.7252332737740719
4167097,Spondylolisthesis,1,437,0.7253584699682993
4172432,Hyperpigmentation of skin,1,437,0.6709844015703399
78273,Closed fracture of multiple ribs,1,437,0.742227027480948
441417,Incoordination,1,434,0.7458732878534711
4172970,Nontraumatic rotator cuff tear,1,432,0.7607738248689525
75036,"Localized, primary osteoarthritis of the hand",1,427,0.725918351639894
4147829,Pain in pelvis,1,425,0.7748279689234184
436676,Posttraumatic stress disorder,1,423,0.760198536743863
4023310,Blindness AND/OR vision impairment level,1,423,0.7353702396558099
198400,Hemangioma of skin and subcutaneous tissue,1,420,0.7793612910558018
433440,Dysthymia,1,420,0.8126377997499716
4002359,Monoclonal gammopathy (clinical),1,420,0.7567564495965451
141104,Intervertebral disc disorder of lumbar region with myelopathy,1,420,0.7706330264802819
4024561,Pain in lower limb,1,420,0.8044436867825889
260123,Acute sinusitis,1,419,0.7427915634171129
4242574,Intertrigo,1,419,0.7402678969065102
