disease_id,disease_name,degree,degree_centrality
46270151,Dependence on respiratory device,346,0.11043728056176189
4108234,Multiple valve disease,344,0.10979891477816789
134116,Dermatitis due to drug AND/OR medicine taken internally,344,0.10979891477816789
433435,Carcinoma in situ,343,0.10947973188637089
40491960,Sepsis due to methicillin resistant Staphylococcus aureus,343,0.10947973188637089
444131,Injury of lower leg,342,0.10916054899457389
440530,Oropharyngeal dysphagia,342,0.10916054899457389
435463,Herpesvirus infection,342,0.10916054899457389
4140438,Chronic hypercapnic respiratory failure,342,0.10916054899457389
374044,Ptosis of eyelid,342,0.10916054899457389
376065,Disorder of nervous system due to type 2 diabetes mellitus,341,0.10884136610277689
195581,Peritoneal adhesion,341,0.10884136610277689
437530,Disorder of lipid metabolism,340,0.1085221832109799
45769461,Non-rheumatic mitral valve disease,340,0.1085221832109799
443702,Abnormal response to nerve stimulation,339,0.1082030003191829
192667,Atrophic gastritis,338,0.1078838174273859
4216894,Precipitous drop in hematocrit,338,0.1078838174273859
374888,Dementia associated with another disease,336,0.1072454516437919
435220,Severe recurrent major depression without psychotic features,336,0.1072454516437919
4347174,Synovial cyst of knee,336,0.1072454516437919
132781,Mechanical complication of vascular device,336,0.1072454516437919
318096,Secondary malignant neoplasm of lymph node,334,0.10660708586019789
4297894,Greater trochanteric pain syndrome,334,0.10660708586019789
43022062,Cardiovascular system complication of procedure,334,0.10660708586019789
374923,Bell's palsy,333,0.10628790296840089
195588,Cystitis,332,0.10596872007660389
4025938,Pressure ulcer of sacral region,331,0.1056495371848069
195321,Postmenopausal bleeding,330,0.1053303542930099
4327889,Thromboembolism of vein,330,0.1053303542930099
135333,Pressure ulcer,330,0.1053303542930099
46272380,Chronic gout without tophus,329,0.1050111714012129
317376,Tachypnea,329,0.1050111714012129
4094822,Foreign body in respiratory tract,328,0.1046919885094159
196724,Disorder of diaphragm,328,0.1046919885094159
377286,Visual field defect,328,0.1046919885094159
4273391,Suicidal thoughts,327,0.1043728056176189
4040820,Rheumatic disease of mitral AND aortic valves,327,0.1043728056176189
134681,Diffuse spasm of esophagus,326,0.1040536227258219
78804,Fibrocystic disease of breast,325,0.1037344398340249
197494,Viral hepatitis C,325,0.1037344398340249
4207539,Syndrome of inappropriate vasopressin secretion,325,0.1037344398340249
4041285,Urogenital finding,324,0.1034152569422279
36717267,Ectasia of thoracic aorta,324,0.1034152569422279
257755,Complication of transplanted lung,323,0.10309607405043089
198964,Chronic hepatitis C,323,0.10309607405043089
135030,Discoloration of skin,322,0.10277689115863389
75004,Frank hematuria,322,0.10277689115863389
137682,Skin sensation disturbance,322,0.10277689115863389
4134603,Vascular disorder of intestine,321,0.1024577082668369
4169954,Genitourinary tract hemorrhage,321,0.1024577082668369
440072,Hypogammaglobulinemia,320,0.1021385253750399
36684319,Adjustment disorder with mixed anxiety and depressed mood,319,0.1018193424832429
4170770,Epidermoid cyst,319,0.1018193424832429
77030,Disorder of breast,319,0.1018193424832429
4165998,Generalized enlarged lymph nodes,318,0.1015001595914459
440058,Malignant lymphoma of extranodal AND/OR solid organ site,318,0.1015001595914459
4108817,"Tricuspid valve disorder, non-rheumatic",318,0.1015001595914459
37018854,Hematuria co-occurrent and due to acute cystitis,318,0.1015001595914459
4237062,Mural thrombus of heart,317,0.1011809766996489
432451,Abnormal results function studies of central nervous system,316,0.1008617938078519
321314,Abdominal aortic aneurysm without rupture,316,0.1008617938078519
4108356,Cerebral infarction due to embolism of cerebral arteries,314,0.1002234280242579
4022073,Dependence on wheelchair,314,0.1002234280242579
4120090,Cardiac transplant rejection,314,0.1002234280242579
140480,Impetigo,314,0.1002234280242579
81878,Benign paroxysmal positional vertigo,313,0.0999042451324609
444247,Venous thrombosis,313,0.0999042451324609
4121341,Diffuse cerebrovascular disease,313,0.0999042451324609
374384,Cerebral ischemia,313,0.0999042451324609
134460,Plantar fascial fibromatosis,312,0.09958506224066391
4058397,Claustrophobia,311,0.09926587934886691
373499,Disorder of eye region,311,0.09926587934886691
77630,Disorder of shoulder,311,0.09926587934886691
439676,Coronavirus infection,310,0.0989466964570699
141253,Disorder of thyroid gland,310,0.0989466964570699
4331284,Contusion of scalp,309,0.0986275135652729
381551,Polyneuropathy due to drug,309,0.0986275135652729
257315,Bacterial pneumonia,309,0.0986275135652729
81151,Sprain of ankle,308,0.0983083306734759
36716270,Cyst of kidney,308,0.0983083306734759
36717006,Intermittent claudication of bilateral lower limbs co-occurrent and due to atherosclerosis,308,0.0983083306734759
199991,Disorder of transplanted kidney,308,0.0983083306734759
72993,"Localized, primary osteoarthritis",306,0.0976699648898819
196738,Disorder of male genital organ,306,0.0976699648898819
444444,Benign neoplasm of transverse colon,306,0.0976699648898819
141095,Acne,306,0.0976699648898819
36712779,Chronic total occlusion of coronary artery,305,0.0973507819980849
74138,Pathological fracture of vertebra,305,0.0973507819980849
46273463,Upper respiratory tract infection due to Influenza,304,0.0970315991062879
3661408,Pneumonia caused by SARS-CoV-2,304,0.0970315991062879
436231,Abnormal findings diagnostic imaging of liver+biliary tract,303,0.0967124162144909
78234,Hand joint pain,303,0.0967124162144909
23325,Heartburn,303,0.0967124162144909
4120275,Drug-induced hypotension,303,0.0967124162144909
441830,Disorder of fluid AND/OR electrolyte,303,0.0967124162144909
4168701,"Localized swelling, mass and lump, upper limb",303,0.0967124162144909
197444,Vascular complication of medical care,303,0.0967124162144909
200451,Chronic passive congestion of liver,302,0.09639323332269391
4008710,"Stenosis due to any device, implant AND/OR graft",302,0.09639323332269391
4038838,Non-Hodgkin's lymphoma (clinical),302,0.09639323332269391
4152592,Lumbosacral stenosis,302,0.09639323332269391
316135,Atrioventricular block,301,0.09607405043089691
4170145,Absence of lung,301,0.09607405043089691
443524,Mixed urinary incontinence,301,0.09607405043089691
195834,Atherosclerosis of renal artery,300,0.09575486753909991
72266,Secondary malignant neoplasm of pleura,300,0.09575486753909991
75065,Acquired deformity of spine,298,0.0951165017555059
192759,Late effect of fracture of spine AND/OR trunk without spinal cord lesion,297,0.0947973188637089
376690,Cerebral edema,297,0.0947973188637089
319034,Hypertensive heart disease without congestive heart failure,296,0.0944781359719119
442555,Breathing painful,294,0.0938397701883179
74125,Inflammatory polyarthropathy,294,0.0938397701883179
444211,Disorder of thigh,294,0.0938397701883179
4168553,Electroencephalogram abnormal,294,0.0938397701883179
4211001,Chronic gastric ulcer with hemorrhage,294,0.0938397701883179
376112,Polyneuropathy due to diabetes mellitus,293,0.09352058729652091
45763750,Idiopathic pulmonary fibrosis,293,0.09352058729652091
376106,Disorder of the central nervous system,292,0.09320140440472391
133228,Dental caries,292,0.09320140440472391
4124693,Hypertrophic cardiomyopathy,292,0.09320140440472391
142026,Disorder of cardiovascular prostheses and implants,291,0.09288222151292691
4138760,Exacerbation of intermittent asthma,291,0.09288222151292691
442108,Benign neoplasm of cecum,290,0.09256303862112991
4157456,Primary malignant neoplasm of skin head and neck,290,0.09256303862112991
132841,Malignant lymphoma of lymph nodes of multiple sites,290,0.09256303862112991
140190,Disorder of back,289,0.09224385572933291
4140207,Nephrosclerosis,289,0.09224385572933291
40493038,Sepsis due to Gram negative bacteria,288,0.09192467283753591
192735,Malignant ascites,288,0.09192467283753591
440979,Acquired hemolytic anemia,287,0.09160548994573892
42537745,Bone marrow transplant present,287,0.09160548994573892
27587,Disturbance of salivary secretion,287,0.09160548994573892
256439,Allergic rhinitis due to pollen,286,0.0912863070539419
4192647,Hypovolemic shock,286,0.0912863070539419
4146209,Iron deficiency,285,0.0909671241621449
443344,Barrett's esophagus,284,0.0906479412703479
196436,Internal hemorrhoids,284,0.0906479412703479
4286497,Centriacinar emphysema,284,0.0906479412703479
31057,Disorder of pharynx,284,0.0906479412703479
133280,Alopecia,283,0.09032875837855091
198520,Lumbar spondylosis with myelopathy,283,0.09032875837855091
4138617,Psychophysiologic insomnia,283,0.09032875837855091
3656064,Pneumothorax due to and following procedure,281,0.08969039259495691
433516,Duodenitis,281,0.08969039259495691
314962,Raynaud's disease,281,0.08969039259495691
3655266,Pleural effusion due to malignant neoplastic disease,280,0.08937120970315991
137820,Postoperative hypothyroidism,280,0.08937120970315991
4226991,Xerostomia,280,0.08937120970315991
78227,Degenerative joint disease of hand,279,0.08905202681136291
139099,Ingrowing nail,279,0.08905202681136291
195002,Ulceration of intestine,279,0.08905202681136291
43021227,Allergic condition,279,0.08905202681136291
44782752,Acute deep venous thrombosis of internal jugular vein,278,0.08873284391956592
437233,Multiple myeloma,277,0.08841366102776892
139766,Carcinoma in situ of scalp and skin of neck,277,0.08841366102776892
4265485,Bacteriuria,276,0.08809447813597192
37016130,Lesion of oral mucosa,275,0.08777529524417492
440021,Herpes simplex without complication,275,0.08777529524417492
439408,Graft complications,274,0.08745611235237791
36714994,Typical atrial flutter,274,0.08745611235237791
4130372,Congenital anomaly of intestinal tract,274,0.08745611235237791
4208390,Inflammation of sacroiliac joint,274,0.08745611235237791
40482727,Combined systolic and diastolic dysfunction,273,0.08713692946058091
4151985,Lower back injury,273,0.08713692946058091
4332246,Aneurysm,272,0.08681774656878391
441264,Primary thrombocytopenia,272,0.08681774656878391
381292,Chronic allergic conjunctivitis,272,0.08681774656878391
4110056,Chronic obstructive pulmonary disease with acute lower respiratory infection,271,0.08649856367698691
132706,Disorder of nail,271,0.08649856367698691
4201387,Tracheostomy present,270,0.08617938078518991
46270513,Secondary malignant neoplasm of right lung,270,0.08617938078518991
76153,Low compliance bladder,269,0.08586019789339291
4299417,Basal cell carcinoma of face,268,0.08554101500159592
437584,Ataxia,267,0.08522183210979892
434500,Closed fracture of neck of femur,267,0.08522183210979892
443622,Aneurysm of thoracic aorta,267,0.08522183210979892
435119,Late effect of injury,267,0.08522183210979892
4248728,Snoring,267,0.08522183210979892
135526,Spinal cord disease,266,0.08490264921800192
198464,Incisional hernia,265,0.08458346632620492
139750,Primary malignant neoplasm of skin,265,0.08458346632620492
135350,Acute osteomyelitis of ankle and/or foot,264,0.08426428343440792
4300092,Cannabis-induced organic mental disorder,264,0.08426428343440792
254443,Sjögren's syndrome,264,0.08426428343440792
194997,Prostatitis,264,0.08426428343440792
4167864,Effect of exposure to physical force,263,0.08394510054261092
4032799,Opioid-induced organic mental disorder,263,0.08394510054261092
435786,Disorder of sleep-wake cycle,263,0.08394510054261092
4281826,Lymphocytosis,262,0.08362591765081391
36713126,Blepharitis of left eyelid,262,0.08362591765081391
141323,Acute maxillary sinusitis,262,0.08362591765081391
200763,Chronic hepatitis,262,0.08362591765081391
444100,Mood disorder,262,0.08362591765081391
315361,Orthopnea,261,0.08330673475901691
35624677,Sebaceous cyst of skin,261,0.08330673475901691
317003,Compression of vein,260,0.08298755186721991
44782732,Chronic pulmonary embolism,259,0.08266836897542292
435642,Disturbance in speech,259,0.08266836897542292
133726,Carcinoma in situ of skin of face,259,0.08266836897542292
4153359,Arthritis of spine,259,0.08266836897542292
442068,Cellulitis and abscess of forearm,259,0.08266836897542292
373449,Drug-induced delirium,256,0.08171082030003192
4353709,Intracerebral vascular finding,256,0.08171082030003192
443200,Nervous system symptoms,256,0.08171082030003192
4093531,Absence of toe,256,0.08171082030003192
4154168,Pelvic injury,256,0.08171082030003192
4147185,Cardiovascular symptoms,255,0.08139163740823492
197913,Disorder of function of stomach,254,0.08107245451643792
4301699,Neuropathy,253,0.08075327162464092
140352,"Acute myeloid leukemia, disease",253,0.08075327162464092
198177,Abdominal aortic aneurysm,253,0.08075327162464092
136057,Benign neoplasm of skin of trunk,252,0.08043408873284393
4216397,Nerve root disorder,252,0.08043408873284393
4168686,Jaw pain,252,0.08043408873284393
75911,Acquired hallux valgus,252,0.08043408873284393
4157454,"Primary malignant neoplasm of lower lobe, bronchus or lung",251,0.08011490584104693
440005,Complication of medical care,251,0.08011490584104693
192360,Cyst and pseudocyst of pancreas,250,0.07979572294924993
4258683,Fecal impaction,248,0.07915735716565592
140842,Changes in skin texture,248,0.07915735716565592
44783028,Injury of shoulder and upper arm,248,0.07915735716565592
46269757,Chronic ulcer of skin of lower leg,248,0.07915735716565592
138994,Myelodysplastic syndrome (clinical),247,0.07883817427385892
4057432,Mediastinal emphysema,247,0.07883817427385892
45757435,Mild nonproliferative retinopathy due to type 2 diabetes mellitus,247,0.07883817427385892
437474,Postoperative infection,245,0.07819980849026492
4160859,Methicillin resistant Staphylococcus aureus carrier,244,0.07788062559846792
321822,Peripheral vascular disorder due to diabetes mellitus,244,0.07788062559846792
4195694,Acute respiratory distress syndrome,243,0.07756144270667092
193020,Incomplete emptying of bladder,243,0.07756144270667092
4204781,Collapse of lumbar vertebra,242,0.07724225981487393
4344387,Bone necrosis,242,0.07724225981487393
192956,Cholecystitis,242,0.07724225981487393
44784632,Episodic mood disorder,241,0.07692307692307693
376683,Nonproliferative retinopathy due to diabetes mellitus,241,0.07692307692307693
193252,Diverticulosis of small intestine,240,0.07660389403127993
376229,Abnormal involuntary movement,240,0.07660389403127993
759860,Cellulitis of left upper limb,240,0.07660389403127993
76240,Closed fracture pubis,240,0.07660389403127993
440129,Hypertrophy of nasal turbinates,240,0.07660389403127993
316437,Cerebral atherosclerosis,239,0.07628471113948293
4260546,Ulcerative stomatitis,239,0.07628471113948293
81379,Lateral epicondylitis,239,0.07628471113948293
443216,Graft versus host disease,239,0.07628471113948293
4172857,Menopause finding,238,0.07596552824768593
42539582,Acquired absence of genital organ,238,0.07596552824768593
37205080,Disorder due to and following drug poisoning,237,0.07564634535588892
81106,Acquired genu varum,237,0.07564634535588892
197500,Primary malignant neoplasm of colon,237,0.07564634535588892
25844,Ulcer of esophagus,236,0.07532716246409192
4320635,"Hemorrhage due to any device, implant AND/OR graft",236,0.07532716246409192
25572,Disorder of salivary gland,236,0.07532716246409192
437169,Disorder of transplanted bone marrow,236,0.07532716246409192
198809,Acute cholecystitis,235,0.07500797957229492
317305,Stricture of artery,235,0.07500797957229492
438383,Essential thrombocythemia,234,0.07468879668049792
443776,Brachial radiculitis,234,0.07468879668049792
439416,Acute graft-versus-host disease,234,0.07468879668049792
4057826,Irritable bowel syndrome with diarrhea,233,0.07436961378870093
134308,Carcinoma in situ of skin of lower limb,233,0.07436961378870093
433456,Acute pain,233,0.07436961378870093
134452,Olecranon bursitis,233,0.07436961378870093
4228802,Mild recurrent major depression,233,0.07436961378870093
195867,Noninflammatory disorder of the vagina,232,0.07405043089690393
4237824,Gastric varices,232,0.07405043089690393
193666,Injury of hip region,232,0.07405043089690393
45763549,Bilateral tinnitus,231,0.07373124800510693
4300704,Diffuse large B-cell lymphoma (nodal/systemic with skin involvement),231,0.07373124800510693
40405599,Fibromyalgia,231,0.07373124800510693
443771,Renal hypertension,231,0.07373124800510693
444445,Benign neoplasm of skin of lower limb,230,0.07341206511330993
437894,Ventricular fibrillation,230,0.07341206511330993
4055201,Angiodysplasia of colon,229,0.07309288222151293
46273652,Secondary malignant neoplasm of left lung,229,0.07309288222151293
444410,Carcinoma in situ of skin of ear,228,0.07277369932971593
81175,Contusion of chest,228,0.07277369932971593
4207623,Lung transplant rejection,228,0.07277369932971593
80008,Breakage of joint prosthesis,228,0.07277369932971593
40487064,Sepsis due to Escherichia coli,228,0.07277369932971593
441553,Myoclonus,228,0.07277369932971593
374009,Organic mental disorder,227,0.07245451643791893
4082311,B-cell chronic lymphocytic leukemia,227,0.07245451643791893
75941,Closed fracture of one rib,227,0.07245451643791893
201916,Ureteric stone,226,0.07213533354612194
194992,Celiac disease,226,0.07213533354612194
133853,Osteomyelitis of ankle AND/OR foot,226,0.07213533354612194
4158910,Secondary malignant neoplasm of unknown site,225,0.07181615065432492
435784,Somatoform disorder,225,0.07181615065432492
433031,Hallucinations,225,0.07181615065432492
441701,Sprain of hip,224,0.07149696776252792
40482236,Dehiscence of internal surgical wound,224,0.07149696776252792
4288370,Severe visual impairment,224,0.07149696776252792
139900,Urticaria,223,0.07117778487073093
318450,Cardiac tamponade,222,0.07085860197893393
46286594,Problem related to lifestyle,222,0.07085860197893393
4340960,Idiopathic acute pancreatitis,221,0.07053941908713693
438688,Sarcoidosis,221,0.07053941908713693
45768480,Longstanding persistent atrial fibrillation,221,0.07053941908713693
192273,Benign neoplasm of adrenal gland,220,0.07022023619533993
4307254,Closed fracture,220,0.07022023619533993
379031,Pain in eye,220,0.07022023619533993
4241908,Carcinoma in situ of skin of upper limb,220,0.07022023619533993
44782743,Acute deep venous thrombosis of popliteal vein,220,0.07022023619533993
444206,Arthropathy of pelvis,219,0.06990105330354293
4311159,Midline cystocele,219,0.06990105330354293
80482,Suppurative arthritis,219,0.06990105330354293
4168796,Muscle strain,218,0.06958187041174593
195596,Chronic pancreatitis,218,0.06958187041174593
4084966,Candida infection of genital region,217,0.06926268751994893
43020910,Pulmonary hypertension due to left heart disease,215,0.06862432173635494
312940,Acute-on-chronic respiratory failure,215,0.06862432173635494
4224926,Obstruction of esophagus,215,0.06862432173635494
4079499,Convalescence after radiotherapy,214,0.06830513884455794
437779,Streptococcal infectious disease,213,0.06798595595276093
43530666,Dementia with behavioral disturbance,213,0.06798595595276093
439708,Disorders of initiating and maintaining sleep,213,0.06798595595276093
4281109,Autoimmune thyroiditis,213,0.06798595595276093
4013643,Pulmonary arterial hypertension,213,0.06798595595276093
4066371,Cellulitis and abscess of lower leg,213,0.06798595595276093
4197476,"Localized, primary osteoarthritis of the wrist",212,0.06766677306096393
4025215,Emotional state finding,212,0.06766677306096393
4297667,Basal cell carcinoma of upper extremity,212,0.06766677306096393
135340,Pressure ulcer stage 3,211,0.06734759016916693
439199,Open wound without complication,211,0.06734759016916693
37109301,Benign neoplasm of left choroid,210,0.06702840727736993
376400,Combined form of senile cataract,210,0.06702840727736993
4160328,Tinea cruris,209,0.06670922438557293
199837,Portal vein thrombosis,209,0.06670922438557293
4147183,General symptom,209,0.06670922438557293
372328,Otitis media,209,0.06670922438557293
4191650,Acute respiratory distress,207,0.06607085860197894
316211,Acquired spondylolisthesis,207,0.06607085860197894
434085,Obstruction of duodenum,206,0.06575167571018194
443767,Disorder of eye due to diabetes mellitus,206,0.06575167571018194
438624,Complication of renal dialysis,206,0.06575167571018194
442256,Disorder of bursa of shoulder region,206,0.06575167571018194
199860,Hernia of abdominal cavity,205,0.06543249281838494
378756,Conjunctival hemorrhage,205,0.06543249281838494
42537304,Hydronephrosis due to calculus of kidney and ureter,205,0.06543249281838494
4065364,Follicular cysts of skin and subcutaneous tissue,205,0.06543249281838494
4275359,Mental alertness - finding,205,0.06543249281838494
77955,Articular cartilage disorder of shoulder region,205,0.06543249281838494
74719,Ulcer of foot,205,0.06543249281838494
29056,Sialoadenitis,204,0.06511330992658794
4001664,Intrahepatic bile duct carcinoma,204,0.06511330992658794
81931,Psoriasis with arthropathy,204,0.06511330992658794
196463,Alcoholic cirrhosis,204,0.06511330992658794
444411,Carcinoma in situ of skin of trunk,204,0.06511330992658794
4119460,Infective endocarditis,204,0.06511330992658794
259992,Ventilator associated pneumonia,203,0.06479412703479094
443582,Arthropathy of joint of hand,203,0.06479412703479094
43020424,Hypertensive emergency,203,0.06479412703479094
318566,Flushing,202,0.06447494414299394
78473,Solitary cyst of breast,202,0.06447494414299394
4198381,Ulcer of duodenum,202,0.06447494414299394
376125,Disorder of eyelid,201,0.06415576125119693
440529,Abnormal findings on diagnostic imaging of urinary organs,201,0.06415576125119693
4306292,Upper abdominal pain,201,0.06415576125119693
4100857,Extreme obesity with alveolar hypoventilation,201,0.06415576125119693
4194889,Enthesopathy of lower limb,201,0.06415576125119693
4108215,Coronary thrombosis not resulting in myocardial infarction,201,0.06415576125119693
201820,Diabetes mellitus,200,0.06383657835939993
24230,Foreign body in larynx,200,0.06383657835939993
372324,Eustachian tube disorder,200,0.06383657835939993
4252872,Mitral valve prolapse,200,0.06383657835939993
316428,Hypertrophic obstructive cardiomyopathy,199,0.06351739546760293
312337,Arterial embolus and thrombosis,199,0.06351739546760293
434314,Chronic graft-versus-host disease,198,0.06319821257580593
4092538,Herpesviral vesicular dermatitis,198,0.06319821257580593
42514479,Neoplasm defined only by topography: Prostate gland,198,0.06319821257580593
4246451,Secondary malignant neoplasm of brain,198,0.06319821257580593
134118,Atrophic condition of skin,197,0.06287902968400894
45768963,Uncomplicated mild persistent asthma,197,0.06287902968400894
438252,Spontaneous ecchymosis,197,0.06287902968400894
135893,Pressure ulcer of heel,197,0.06287902968400894
43530637,Postprocedural fever,197,0.06287902968400894
432869,Hemorrhagic disorder due to circulating anticoagulants,197,0.06287902968400894
44783163,Pressure ulcer of lower back,197,0.06287902968400894
4148906,Spontaneous subarachnoid hemorrhage,197,0.06287902968400894
4329445,Noninflammatory disorder of uterus,196,0.06255984679221194
436421,"Mixed conductive and sensorineural hearing loss, bilateral",196,0.06255984679221194
4002956,Metatarsalgia,196,0.06255984679221194
4242669,Biventricular congestive heart failure,196,0.06255984679221194
4001171,Liver cell carcinoma,195,0.06224066390041494
438698,"Malignant lymphoma of lymph nodes of head, face AND/OR neck",195,0.06224066390041494
44808984,Acquired absence of spleen,195,0.06224066390041494
4028387,Disorder of integument,194,0.06192148100861794
434622,Deficiency anemias,194,0.06192148100861794
4291649,Upper gastrointestinal bleeding,194,0.06192148100861794
4027369,Vascular disease of abdomen,194,0.06192148100861794
4299449,Hematoma,193,0.06160229811682094
136934,Primary hyperparathyroidism,192,0.06128311522502394
72715,Exostosis,192,0.06128311522502394
4013596,Closed fracture thoracic vertebra,192,0.06128311522502394
378419,Alzheimer's disease,192,0.06128311522502394
194990,Inflammatory disease of liver,192,0.06128311522502394
74635,Lumbosacral radiculopathy,192,0.06128311522502394
4159742,Diabetic foot ulcer,191,0.06096393233322694
440142,Disorder of mediastinum,191,0.06096393233322694
133424,Primary malignant neoplasm of thyroid gland,191,0.06096393233322694
43530685,Proliferative retinopathy due to type 2 diabetes mellitus,190,0.06064474944142994
379801,Trigeminal neuralgia,189,0.06032556654963294
436665,Bipolar disorder,189,0.06032556654963294
137951,Acquired keratoderma,189,0.06032556654963294
4260535,Diverticulitis of large intestine,189,0.06032556654963294
762212,Bursitis of right shoulder,188,0.06000638365783594
439751,Secondary malignant neoplasm of intrathoracic lymph nodes,188,0.06000638365783594
37016342,Hypothyroidism caused by drug,188,0.06000638365783594
40489908,Sepsis due to Streptococcus,187,0.05968720076603894
42537742,Transplanted liver present,187,0.05968720076603894
444122,Calculus of bile duct with obstruction,187,0.05968720076603894
436658,Vitamin deficiency,187,0.05968720076603894
443236,Hypnotic or anxiolytic dependence,187,0.05968720076603894
440083,Acute stress disorder,187,0.05968720076603894
192568,Secondary malignant neoplasm of intra-abdominal lymph nodes,186,0.059368017874241945
317302,Sinus node dysfunction,186,0.059368017874241945
4320332,Hydrocele of tunica vaginalis,186,0.059368017874241945
4328079,Onycholysis,185,0.05904883498244494
37109843,Absence of lower limb,184,0.05872965209064794
193460,Disorder of lower extremity,184,0.05872965209064794
321109,Congenital anomaly of coronary artery,182,0.058091286307053944
321107,Congenital insufficiency of aortic valve,182,0.058091286307053944
74396,Temporomandibular joint disorder,182,0.058091286307053944
4092879,Absent kidney,182,0.058091286307053944
196360,Primary malignant neoplasm of bladder,182,0.058091286307053944
40484532,Nonalcoholic steatohepatitis,182,0.058091286307053944
381859,Infective otitis externa,181,0.057772103415256945
380097,Macular edema due to diabetes mellitus,181,0.057772103415256945
374022,Hemiplegia,180,0.05745292052345995
40486896,Primary malignant neoplasm of extrahepatic bile duct,180,0.05745292052345995
374905,Non-organic sleep disorder,180,0.05745292052345995
195603,Vulval and/or perineal noninflammatory disorders,180,0.05745292052345995
201254,Type 1 diabetes mellitus,180,0.05745292052345995
4246395,Cellulitis of abdominal wall,179,0.05713373763166294
4210746,Localized amyloidosis,179,0.05713373763166294
4340390,Chronic hepatic failure,179,0.05713373763166294
192731,Digestive symptom,179,0.05713373763166294
4180849,Peroneal tendinitis,179,0.05713373763166294
22340,Esophageal varices without bleeding,179,0.05713373763166294
4130839,Neoplasm of lymph node,179,0.05713373763166294
4091901,Aberrant premature complexes,178,0.05681455473986594
260427,Common cold,178,0.05681455473986594
435644,Metatarsal bone fracture,177,0.056495371848068944
195585,Crohn's disease of small intestine,177,0.056495371848068944
313221,Rheumatic aortic stenosis,177,0.056495371848068944
4231770,Hereditary thrombophilia,177,0.056495371848068944
4044745,Splenic infarction,177,0.056495371848068944
4131422,Neoplasm of intra-abdominal lymph nodes,177,0.056495371848068944
4127554,Failed renal transplant,176,0.056176188956271945
437461,Disorder of prosthetic cardiac valve,176,0.056176188956271945
73571,Pathological fracture,176,0.056176188956271945
37312520,Ischemic foot ulcer due to atherosclerosis of artery of lower limb,176,0.056176188956271945
198985,Primary malignant neoplasm of kidney,175,0.05585700606447495
314971,Chronic respiratory failure,175,0.05585700606447495
199075,Neurogenic bladder,175,0.05585700606447495
40482241,Chronic ulcerative pancolitis,175,0.05585700606447495
4117881,Elbow joint effusion,174,0.05553782317267795
312349,Venous varices,174,0.05553782317267795
195906,Disorder of lumbar spine,174,0.05553782317267795
196925,Secondary malignant neoplasm of retroperitoneum and peritoneum,174,0.05553782317267795
442268,Open wound of toe without complication,174,0.05553782317267795
4048512,Sprain of upper extremity,173,0.05521864028088094
4151134,Cyst of pancreas,173,0.05521864028088094
320739,Dissection of aorta,173,0.05521864028088094
434592,B-cell lymphoma (clinical),172,0.054899457389083944
194079,Post-surgical malabsorption,172,0.054899457389083944
40482638,Arteriosclerosis of autologous vein coronary artery bypass graft,172,0.054899457389083944
36714559,Disorder caused by alcohol,172,0.054899457389083944
78474,Hypertrophy of breast,172,0.054899457389083944
434494,Closed fracture of upper end of humerus,172,0.054899457389083944
4308835,Postoperative hematoma formation,171,0.054580274497286946
40487528,Non-Hodgkin's lymphoma of extranodal site,171,0.054580274497286946
435775,Genetic anomaly of leukocyte,171,0.054580274497286946
74188,Closed fracture of rib,171,0.054580274497286946
432588,Megaloblastic anemia due to vitamin B-12 deficiency,171,0.054580274497286946
4107655,Finding relating to psychosocial functioning,170,0.05426109160548995
36715792,Acquired absence of breast,169,0.05394190871369295
318443,Arteriosclerotic vascular disease,169,0.05394190871369295
435243,Alcohol dependence,169,0.05394190871369295
197610,Cyst of ovary,169,0.05394190871369295
4290976,Temporal arteritis,169,0.05394190871369295
36712986,Atypical atrial flutter,169,0.05394190871369295
442190,Hemorrhage of colon,168,0.05362272582189595
43022059,Disease of non-coronary systemic artery,168,0.05362272582189595
375806,Idiopathic peripheral neuropathy,168,0.05362272582189595
81893,Ulcerative colitis,168,0.05362272582189595
45757370,Disproportion of reconstructed breast,167,0.053303542930098945
45757656,Acquired unequal limb length,167,0.053303542930098945
608180,Radiculopathy due to cervical spondylosis,167,0.053303542930098945
137351,Epidermoid cyst of skin,167,0.053303542930098945
200765,Chronic cholecystitis,167,0.053303542930098945
192683,Uterovaginal prolapse,167,0.053303542930098945
4251306,Stress,166,0.052984360038301946
4050884,Pleural plaque,166,0.052984360038301946
4313828,Rheumatic mitral stenosis,166,0.052984360038301946
201603,Disorder of teeth AND/OR supporting structures,166,0.052984360038301946
4295624,Squamous cell carcinoma of skin of ear,166,0.052984360038301946
45757650,Acquired deformity of foot,166,0.052984360038301946
436136,Dissection of thoracic aorta,166,0.052984360038301946
200757,Abscess of peritoneum,165,0.05266517714650495
4195384,Chronic cough,165,0.05266517714650495
381021,Lagophthalmos,165,0.05266517714650495
40483262,Arthritis of shoulder region joint,164,0.05234599425470795
4027663,Peptic ulcer,164,0.05234599425470795
139850,Acute frontal sinusitis,164,0.05234599425470795
435940,Closed fracture of shaft of humerus,163,0.05202681136291095
435753,Malignant lymphoma of intrathoracic lymph nodes,163,0.05202681136291095
4135466,Hemothorax,163,0.05202681136291095
4083556,Seronegative rheumatoid arthritis,163,0.05202681136291095
4038502,Eye / vision finding,163,0.05202681136291095
