condition_concept_id,disease_name,num_patients,num_occurrences
135893,Pressure ulcer of heel,8,50
434467,Ostium secundum type atrial septal defect,8,33
196931,Neoplasm of digestive tract,8,123
4242669,Biventricular congestive heart failure,8,14
442256,Disorder of bursa of shoulder region,8,17
45770830,Macular edema and retinopathy due to type 2 diabetes mellitus,8,72
4265485,Bacteriuria,8,14
4266188,Disorder of body wall,8,24
75634,Fracture malunion,8,64
4025215,Emotional state finding,8,25
4228802,Mild recurrent major depression,8,152
4172857,Menopause finding,8,41
43530690,Foot ulcer due to type 2 diabetes mellitus,8,196
194997,Prostatitis,8,31
321661,Spinal stenosis of thoracic region,8,71
380097,Macular edema due to diabetes mellitus,7,83
437828,Disorder of calcium metabolism,7,53
4029488,Hepatic encephalopathy,7,60
45772786,Cerebral infarction due to embolism of middle cerebral artery,7,18
74719,Ulcer of foot,7,360
437498,Primary malignant neoplasm of tongue,7,218
199767,Neoplasm of uncertain behavior of liver and/or biliary passages,7,9
4210746,Localized amyloidosis,7,46
4069935,Idiopathic scoliosis,7,62
437986,Failure to thrive,7,26
443767,Disorder of eye due to diabetes mellitus,7,34
4258683,Fecal impaction,7,29
22340,Esophageal varices without bleeding,7,30
314383,Myocarditis,7,7
4288370,Severe visual impairment,7,20
4143972,Raynaud's phenomenon,7,35
4279553,Eosinophilic asthma,7,19
443582,Arthropathy of joint of hand,7,35
372328,Otitis media,7,58
434123,Primary localized osteoarthrosis of pelvic region,7,31
378165,Nystagmus,7,17
4119460,Infective endocarditis,7,126
135204,Mycosis fungoides of extranodal AND/OR solid organ site,7,171
138379,"Chronic lymphoid leukemia, disease",7,1140
4345578,Rhabdomyolysis,7,25
440529,Abnormal findings on diagnostic imaging of urinary organs,7,10
4215402,Primary insomnia,7,25
4216644,Rectal polyp,7,14
74396,Temporomandibular joint disorder,7,17
4221495,Cataract due to diabetes mellitus type 2,7,18
44783028,Injury of shoulder and upper arm,7,13
201901,Abscess of liver,7,49
134398,Periodontal disease,7,17
37018338,Benign carcinoid tumor,7,42
436996,Thoracoabdominal aortic aneurysm,7,62
138387,Thyrotoxicosis,7,73
78234,Hand joint pain,7,43
435516,Lipoprotein deficiency disorder,7,49
78200,Benign mammary dysplasia,7,138
4150299,Localization-related idiopathic epilepsy,7,246
4148906,Spontaneous subarachnoid hemorrhage,7,162
40492392,Closed fracture of fibula,7,17
4130372,Congenital anomaly of intestinal tract,7,16
42536696,Contusion of head,7,12
434821,Systemic inflammatory response syndrome,7,13
434588,Primary malignant neoplasm of parotid gland,7,455
4297667,Basal cell carcinoma of upper extremity,7,23
4295624,Squamous cell carcinoma of skin of ear,7,18
192731,Digestive symptom,7,16
4299417,Basal cell carcinoma of face,7,35
4151985,Lower back injury,7,23
4148486,Postprocedural respiratory failure,7,18
193402,Bacterial enteritis,7,24
435220,Severe recurrent major depression without psychotic features,7,654
79240,Prosthetic joint dislocation,7,33
443577,Asymmetrical sensorineural hearing loss,7,20
379801,Trigeminal neuralgia,7,34
40490929,Primary malignant neoplasm of intrahepatic bile duct,7,467
4065364,Follicular cysts of skin and subcutaneous tissue,7,15
197331,Disorder of urinary tract,7,14
432941,Disorder of tongue,7,25
195480,Primary malignant neoplasm of renal pelvis,7,12
43531003,Essential tremor,7,72
433031,Hallucinations,7,65
4232691,Permanent atrial fibrillation,7,35
76349,Primary malignant neoplasm of urinary system,7,38
444445,Benign neoplasm of skin of lower limb,7,12
600858,Nontraumatic hematoma of soft tissue,7,10
434300,Neuroendocrine tumor,7,262
434281,Aspergillosis,7,84
376713,Cerebral hemorrhage,7,24
35624213,Secondary cataract,7,32
197150,Late effect of fracture of lower extremities,7,72
432869,Hemorrhagic disorder due to circulating anticoagulants,7,8
4013604,Closed fracture lumbar vertebra,7,59
259992,Ventilator associated pneumonia,7,41
195401,Contusion of hip,7,16
4265749,Meibomian gland dysfunction,7,40
312723,Congenital heart disease,7,17
4164639,Blind left eye,7,13
443236,Hypnotic or anxiolytic dependence,7,47
4120090,Cardiac transplant rejection,7,45
40479573,Stimulant abuse,7,27
4114222,Malignant tumor of head and neck,7,222
4112852,Benign lipomatous tumor,7,17
4110937,Non-rheumatic mitral valve stenosis,7,17
43020424,Hypertensive emergency,7,18
376125,Disorder of eyelid,7,29
4322945,Spinal cord compression,7,28
444457,Benign neoplasm of rectum,7,15
77955,Articular cartilage disorder of shoulder region,7,14
195603,Vulval and/or perineal noninflammatory disorders,7,25
195851,"Gastric ulcer without hemorrhage, without perforation AND without obstruction",7,25
77631,"Localized, secondary osteoarthritis of the shoulder region",7,44
435784,Somatoform disorder,7,27
77025,Diverticulitis of colon,7,25
434303,Benign neoplasm of rectum and anal canal,7,10
442068,Cellulitis and abscess of forearm,7,73
4247238,Primary malignant neoplasm of endometrium,7,265
435775,Genetic anomaly of leukocyte,7,7
257503,Primary malignant neoplasm of main bronchus,7,122
4092538,Herpesviral vesicular dermatitis,7,14
436075,Adjustment disorder with anxious mood,7,31
4241908,Carcinoma in situ of skin of upper limb,7,44
134308,Carcinoma in situ of skin of lower limb,7,28
762212,Bursitis of right shoulder,7,22
37109050,Meibomian gland dysfunction of right eye,7,42
433456,Acute pain,7,27
133726,Carcinoma in situ of skin of face,7,59
134305,Acute lymphoid leukemia,7,429
4111709,Non-traumatic subdural hemorrhage,7,53
4309912,Generally unwell,7,25
608180,Radiculopathy due to cervical spondylosis,7,15
374905,Non-organic sleep disorder,7,20
44784632,Episodic mood disorder,7,24
438120,Opioid dependence,7,136
4329445,Noninflammatory disorder of uterus,7,37
436670,Metabolic disease,7,22
139906,Intervertebral disc disorder of cervical region with myelopathy,7,16
196433,Aneurysm of iliac artery,7,37
196455,Hepatorenal syndrome,7,9
4237824,Gastric varices,7,76
441415,Electromyogram abnormal,7,25
441553,Myoclonus,7,30
4242816,Benign neoplasm of pituitary gland,7,158
36714559,Disorder caused by alcohol,7,17
381292,Chronic allergic conjunctivitis,7,29
36712821,Postprocedural infection,7,11
137351,Epidermoid cyst of skin,7,34
23986,Disorder of pituitary gland,7,110
72407,Effusion of joint of shoulder region,7,10
439040,Subdural hemorrhage,7,54
432312,Chronic angle-closure glaucoma,7,50
135772,Goiter,7,23
135340,Pressure ulcer stage 3,7,12
135473,Dermatophytosis,7,12
4056717,Injury of muscle and tendon at hip and thigh level,7,39
439674,Chronic viral hepatitis B without delta-agent,7,144
200485,Pressure ulcer of buttock,7,16
201070,Cholelithiasis AND cholecystitis without obstruction,7,9
4195384,Chronic cough,7,42
200779,Polyp of corpus uteri,7,38
73560,Calcaneal spur,7,27
45757370,Disproportion of reconstructed breast,7,31
45757435,Mild nonproliferative retinopathy due to type 2 diabetes mellitus,7,55
74125,Inflammatory polyarthropathy,7,133
439708,Disorders of initiating and maintaining sleep,6,50
45757559,Pharyngeal dysphagia,6,22
439981,Wound dehiscence,6,9
201254,Type 1 diabetes mellitus,6,41
4200286,Paralytic ectropion,6,45
4197476,"Localized, primary osteoarthritis of the wrist",6,10
200051,Primary malignant neoplasm of ovary,6,82
135762,Acute myeloid leukemia in remission,6,149
4056770,Breast signs and symptoms,6,25
4055201,Angiodysplasia of colon,6,24
45757656,Acquired unequal limb length,6,22
31602,Disorder of the larynx,6,26
439620,Late effect of accidental injury,6,8
4048512,Sprain of upper extremity,6,22
381021,Lagophthalmos,6,46
36684613,Dermatochalasis of right upper eyelid,6,44
36684676,Dermatochalasis of left upper eyelid,6,41
35622958,Disorder in remission,6,12
137350,Radiation dermatitis,6,41
136834,Closed intertrochanteric fracture,6,32
439080,Dyspareunia,6,29
46269816,Ascites due to alcoholic cirrhosis,6,56
25844,Ulcer of esophagus,6,10
26638,Primary malignant neoplasm of esophagus,6,140
30284,Motion sickness,6,13
438329,Late effect of motor vehicle accident,6,27
45770881,Moderate nonproliferative retinopathy due to type 2 diabetes mellitus,6,53
139850,Acute frontal sinusitis,6,12
139900,Urticaria,6,22
436658,Vitamin deficiency,6,30
436421,"Mixed conductive and sensorineural hearing loss, bilateral",6,32
441428,Closed fracture of lateral malleolus,6,31
4234997,Disorder of vein,6,25
4167696,Estrogen receptor positive tumor,6,12
197023,Bilateral inguinal hernia,6,17
433577,Hammer toe,6,84
133853,Osteomyelitis of ankle AND/OR foot,6,181
4093531,Absence of toe,6,68
759860,Cellulitis of left upper limb,6,26
4112334,Idiopathic hypotension,6,15
4115027,Squamous cell carcinoma of skin of upper lip,6,46
4320635,"Hemorrhage due to any device, implant AND/OR graft",6,19
40305987,Delayed union of fracture,6,22
3661864,Allergic reaction caused by insect bite and/or insect sting,6,10
132706,Disorder of nail,6,16
40479589,Takotsubo cardiomyopathy,6,48
133169,Myelofibrosis,6,478
4008220,"Closed fracture lumbar vertebra, wedge",6,24
4003404,Inactive tuberculosis,6,39
376683,Nonproliferative retinopathy due to diabetes mellitus,6,32
376124,Pinguecula,6,30
43020567,Air leaking from lung,6,6
43021258,Infection associated with implant,6,76
435785,Meningitis,6,55
435742,Disease due to Gram-negative bacteria,6,6
195906,Disorder of lumbar spine,6,27
4167864,Effect of exposure to physical force,6,530
444264,Thrombosis of iliac artery,6,11
444410,Carcinoma in situ of skin of ear,6,16
444411,Carcinoma in situ of skin of trunk,6,24
376977,Heteronymous bilateral visual field defects,6,12
4103532,Immune thrombocytopenia,6,118
4107655,Finding relating to psychosocial functioning,6,120
377550,Compression of brain,6,9
377574,Presbycusis,6,23
76240,Closed fracture pubis,6,26
197236,Uterine leiomyoma,6,8
197239,Hemangioma of intra-abdominal structure,6,36
197318,Cholesterolosis of gallbladder,6,17
4230641,Chronic pansinusitis,6,57
4176892,Cortical hemorrhage,6,10
4176898,Complication of urinary catheter,6,13
4173780,Iliotibial band friction syndrome,6,23
441259,Non-thrombocytopenic purpura,6,13
375806,Idiopathic peripheral neuropathy,6,16
4027663,Peptic ulcer,6,13
4166902,Scalp laceration,6,14
4266029,Airway trauma,6,11
4164640,Blind right eye,6,10
4160328,Tinea cruris,6,13
4266654,Abrasion and/or friction burn of skin,6,7
4267417,Hepatic fibrosis,6,26
435790,Secondary polycythemia,6,145
372888,Sciatic nerve lesion,6,84
134452,Olecranon bursitis,6,35
134438,Contact dermatitis,6,25
75128,Injury of chest wall,6,6
254068,Disorder of upper respiratory system,6,16
254669,Disorder of vocal cord,6,29
198191,Acquired hypertrophic pyloric stenosis,6,38
4184423,Scoliosis of lumbar spine,6,14
4181182,Chronic adhesive pericarditis,6,7
4220238,Multiple congenital cysts of kidney,6,27
436940,Metabolic syndrome X,6,13
4340390,Chronic hepatic failure,6,53
4340960,Idiopathic acute pancreatitis,6,42
4137468,Abscess of skin and/or subcutaneous tissue,6,21
4290976,Temporal arteritis,6,65
192673,Vascular insufficiency of intestine,6,16
319845,Pulmonary valve disorder,6,17
320116,Acute pericarditis,6,22
193144,Secondary malignant neoplasm of adrenal gland,6,54
434622,Deficiency anemias,6,18
132277,Neoplasm of uncertain behavior of endocrine glands and nervous system,6,18
81250,Carcinoma in situ of breast,6,113
372924,Cerebral artery occlusion,6,8
372897,Homonymous hemianopia,6,12
4127554,Failed renal transplant,6,7
4128827,Voice production finding,6,19
373724,Neoplasm of brain,6,64
321822,Peripheral vascular disorder due to diabetes mellitus,6,63
321320,Myocardial degeneration,6,11
4134443,Disorder of knee,6,43
4166844,Intraventricular conduction defect,6,8
193460,Disorder of lower extremity,6,22
434926,Iridocyclitis,6,197
78473,Solitary cyst of breast,6,10
77987,Respiratory finding of chest,6,21
315361,Orthopnea,6,16
4151978,Post-herpetic neuritis,6,53
314171,Low blood pressure reading,6,10
40482662,Disorder of joint of ankle and/or foot,6,14
80951,Candidiasis of urogenital site,6,12
80482,Suppurative arthritis,6,63
437969,Talipes planus,6,14
314457,Congenital stenosis of aortic valve,6,85
317893,Paroxysmal supraventricular tachycardia,6,20
194286,"Malignant neoplasm of corpus uteri, excluding isthmus",6,144
4275889,Visual hallucinations,6,6
194690,Nontraumatic hemoperitoneum,6,21
40489908,Sepsis due to Streptococcus,6,7
40487528,Non-Hodgkin's lymphoma of extranodal site,6,63
78619,Contusion of knee,6,7
4280571,Acute pyelonephritis,6,38
193666,Injury of hip region,6,7
4084966,Candida infection of genital region,6,12
4028073,Disorder of artery of neck,6,8
4038835,Hodgkin's disease (clinical),6,152
201891,Disorder of stomach,6,27
201690,Renal colic,6,11
198683,Viral hepatitis B without hepatic coma,6,54
4207623,Lung transplant rejection,6,193
74855,Genital herpes simplex,6,11
4035611,Seropositive rheumatoid arthritis,6,414
28974,Candidiasis of the esophagus,5,17
46270027,Pneumonia due to methicillin resistant Staphylococcus aureus,5,24
46269946,Sepsis caused by Enterococcus,5,50
438021,Disorder due to and following fracture of upper limb,5,19
45772937,Exacerbation of moderate persistent asthma,5,21
439082,Menopausal syndrome,5,12
45757371,Deformity of reconstructed breast,5,52
44784454,Localized visual field defect,5,7
44782762,Acute thrombosis of subclavian vein,5,15
44782751,Acute deep venous thrombosis of axillary vein,5,8
4043738,Hydrocephalus,5,29
4044745,Splenic infarction,5,17
4042501,Disorder of hip,5,8
4038502,Eye / vision finding,5,7
4058388,Hypertrophic scar,5,18
4057044,Injury of muscle and tendon at neck level,5,9
4057826,Irritable bowel syndrome with diarrhea,5,8
381859,Infective otitis externa,5,24
381549,Migraine with aura,5,21
36712772,Acquired arteriovenous fistula,5,55
380731,Otitis externa,5,11
36714116,Hypoglycemic coma due to type 2 diabetes mellitus,5,17
4055224,Toxic liver disease,5,8
4052226,Sequelae of injuries of lower limb,5,21
253790,Pneumonia due to Klebsiella pneumoniae,5,5
253954,Pulmonary tuberculosis,5,109
252351,Pneumonia due to Pseudomonas,5,81
440374,Obsessive-compulsive disorder,5,94
44782819,Chronic occlusion of artery of extremity,5,9
4220313,"Primary degenerative dementia of the Alzheimer type, senile onset",5,24
198202,Cystocele,5,29
197806,Primary malignant neoplasm of gallbladder,5,246
4214530,Kyphosis deformity of spine,5,59
437116,Closed fracture of distal end of radius,5,16
440577,Late effect of radiation,5,11
43530819,Deep incisional surgical site infection,5,27
440814,Torticollis,5,15
4345680,Disorder of amputation stump,5,27
138455,Stomatitis,5,10
4340367,Postoperative intestinal obstruction,5,11
4335891,Injury of conjunctiva,5,16
379019,Conjunctivitis,5,13
4079687,Tumor lysis syndrome,5,17
4079725,Contracture of ankle joint,5,22
4077081,Superficial mycosis,5,14
377845,Anoxic encephalopathy,5,12
4085898,Wedge fracture of lumbar vertebra,5,28
379769,Benign neoplasm of brain,5,13
379779,Subacute delirium,5,15
4038038,Bilateral earache,5,11
4033837,Melanocytic nevus of trunk,5,18
432590,Delusional disorder,5,22
432595,Amyloidosis,5,356
4031106,Melanocytic nevus of face,5,19
43531028,Mononeuropathy of lower limb,5,61
43531046,Disorder of nerve root and/or plexus,5,10
4232181,Chronic duodenal ulcer with hemorrhage,5,11
4227594,Acne vulgaris,5,17
197304,Ulcer of lower extremity,5,19
4227449,Spondylosis,5,5
4170742,Closed fracture of vertebral column,5,86
436278,Contusion of thigh,5,5
441202,Anaphylaxis,5,16
4180849,Peroneal tendinitis,5,38
441628,Menopausal and postmenopausal disorders,5,11
441521,Malignant lymphoma of lymph nodes of axilla AND/OR upper limb,5,20
4099197,Toxic diffuse goiter with no crisis,5,7
4098611,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,5,13
4091901,Aberrant premature complexes,5,6
432833,Primary malignant neoplasm of oropharynx,5,797
432843,Primary malignant neoplasm of tail of pancreas,5,134
376115,Cystoid macular retinal degeneration,5,82
4109883,"Esophageal varices without bleeding, associated with another disorder",5,42
4109135,Corneal scars and opacities,5,46
134603,Chronic myeloid leukemia,5,107
134442,Systemic sclerosis,5,341
4027369,Vascular disease of abdomen,5,9
4025677,Single episode of major depression in full remission,5,69
432876,Bipolar I disorder,5,16
4091513,Passing flatus,5,10
135214,Polycythemia vera (clinical),5,15
4231770,Hereditary thrombophilia,5,12
4168666,Cerebral degeneration,5,5
436148,Chronic duodenal ulcer with hemorrhage but without obstruction,5,7
436078,Malnutrition of moderate degree (Gomez: 60 percent to less than 75 percent of standard weight),5,10
441818,Hemangioma,5,16
256633,Primary malignant neoplasm of base of tongue,5,770
255348,Polymyalgia rheumatica,5,66
4239381,Psychoactive substance abuse,5,57
43021778,Hearing loss of right ear,5,14
441848,Cranial nerve disorder,5,9
435835,Non-infectious disorder of lymphatics,5,6
435752,Primary malignant neoplasm of duodenum,5,108
43022059,Disease of non-coronary systemic artery,5,13
196158,Disorder of penis,5,22
196160,Fistula of intestine,5,23
4166144,Abnormal level of blood mineral,5,149
4166231,Genetic predisposition,5,12
260427,Common cold,5,12
260434,Acute radiation pneumonitis,5,13
442287,Rest pain,5,12
435940,Closed fracture of shaft of humerus,5,12
312927,Acute cor pulmonale,5,35
312337,Arterial embolus and thrombosis,5,19
195585,Crohn's disease of small intestine,5,36
435506,Benign neoplastic disease,5,42
77963,Achilles tendinitis,5,18
42537043,CLABSI - central line associated bloodstream infection,5,16
42535528,Blepharitis of right eyelid,5,21
376132,Ectropion,5,30
376337,Disorder of nervous system,5,21
376382,Tension-type headache,5,12
4012231,Poor stream of urine,5,40
433527,Endometriosis (clinical),5,12
4338120,Altered bowel function,5,22
140064,Myelosclerosis with myeloid metaplasia,5,113
37309664,Asymptomatic microscopic hematuria,5,15
37109843,Absence of lower limb,5,130
37116361,Accidental wound during procedure,5,5
37109056,Vascular dementia without behavioral disturbance,5,32
37109301,Benign neoplasm of left choroid,5,79
4013596,Closed fracture thoracic vertebra,5,79
134118,Atrophic condition of skin,5,35
134304,Benign neoplasm of parathyroid gland,5,57
133727,Thyrotoxicosis without goiter or other cause,5,80
316795,Congenital anomaly of peripheral blood vessel,5,38
316432,Right bundle branch block AND left anterior fascicular block,5,8
316084,Lymphadenitis,5,7
4280828,Infectious disease carrier,5,9
318459,Respiratory insufficiency,5,11
4151863,Congenital abnormality of liver and/or biliary tract,5,24
194382,External hemorrhoids,5,8
318174,Phlebitis,5,13
40485490,Acute postthoracotomy pain syndrome,5,12
443460,Pathological fracture of femur,5,10
194995,Disorder of ureter,5,8
375547,Anisometropia,5,36
4112026,Sequelae of cerebral infarction,5,7
4111416,"Pulmonary incompetence, non-rheumatic",5,33
4111565,Disorders of both aortic and tricuspid valves,5,10
4319280,Acute bowel infarction,5,12
4312493,Corneal abrasion,5,16
4313828,Rheumatic mitral stenosis,5,69
4311117,Radiation-induced disorder,5,21
40479260,Chondrocalcinosis of knee joint,5,9
37395564,Hypoxemic respiratory failure,5,6
4320332,Hydrocele of tunica vaginalis,5,26
4002356,"Diffuse non-Hodgkin's lymphoma, small cell (clinical)",5,17
4002818,Spasm of back muscles,5,12
4002956,Metatarsalgia,5,40
4001670,Intraductal carcinoma in situ of breast,5,37
40480160,Osteoporotic fracture,5,10
4144911,Stoma malfunction,5,8
434910,Monocytosis,5,6
79061,Slow transit constipation,5,12
4286201,Schizoaffective disorder,5,60
4286676,Acquired deformity of rib,5,5
4284982,Calculus of bile duct without obstruction,5,18
4144112,Adult hypertrophic pyloric stenosis,5,45
434881,Peripheral T-cell lymphoma (clinical),5,779
4147660,Postural kyphosis,5,36
4147411,Follicular non-Hodgkin's lymphoma,5,86
4145719,Spondylolisthesis L5/S1 level,5,8
443771,Renal hypertension,5,35
443608,Bilateral sensory hearing loss,5,13
435262,Primary open angle glaucoma,5,222
321689,Apnea,5,12
373470,Toxic polyneuropathy,5,20
4121463,Postoperative cardiac complication,5,7
374028,Age related macular degeneration,5,21
4117686,Rheumatoid arthritis of multiple joints,5,77
4308696,Pain due to internal prosthetic device,5,9
141816,Acute lymphoid leukemia in remission,5,127
4304002,Eosinophil count raised,5,20
759930,Intraductal carcinoma in situ of left breast,5,90
434327,Cannabis abuse,5,8
40483134,Strain of muscle and/or tendon of thigh,5,13
80824,Senile osteoporosis,5,19
80492,Contracture of knee joint,5,16
192957,Perforation of bile duct,5,6
4300243,Postoperative complication,5,7
4297668,Basal cell carcinoma of truncal skin,5,19
4295287,Hypercoagulability state,5,23
4291649,Upper gastrointestinal bleeding,5,9
444084,Extrinsic allergic alveolitis,5,480
434822,Complication of internal prosthetic device,5,6
434875,Secondary malignant neoplasm of mediastinum,5,39
4130023,Atrophy of thyroid - acquired,5,73
81378,Chondromalacia of patella,5,24
81175,Contusion of chest,5,9
40481091,Partial edentulism,5,24
439199,Open wound without complication,5,11
439013,Insomnia disorder related to another mental disorder,5,25
4055870,"Superficial injury of lower limb, excluding foot",5,5
4056006,Contusion of anterior abdominal wall,5,9
135858,Disorder of lip,5,13
135496,Acute leukemia in remission,5,341
72986,Disorder of lower leg,5,12
45767695,Metastatic carcinoid tumor,5,267
24230,Foreign body in larynx,5,29
4201717,Ileostomy present,5,36
4203555,Collapse of thoracic vertebra,5,7
200452,Disorder of female genital organs,5,22
439404,Primary malignant neoplasm of oral cavity,5,55
438531,Chondromalacia,5,10
46272492,Dissection of artery,5,9
200616,Complication of transplanted liver,5,16
4194889,Enthesopathy of lower limb,5,13
4190307,Inflammatory disease of the central nervous system,5,13
4191597,Disorder of refraction,5,20
201606,Crohn's disease,5,87
199863,Primary bacterial peritonitis,5,17
73673,Disorder of prosthetic joint,5,58
75051,Derangement of posterior horn of medial meniscus,5,38
36715574,Hypoparathyroidism following procedure,4,17
44782735,Chronic deep venous thrombosis of lower extremity,4,4
75311,Fibrosclerosis of breast,4,5
44782549,Disorder of vertebral column,4,6
440213,Consciousness and/or awareness finding,4,6
440238,Closed fracture of metatarsal bone,4,12
440303,Postoperative seroma,4,8
4211974,Acute viral hepatitis,4,12
4212994,"Extranodal NK/T-cell lymphoma, nasal type",4,289
4213271,Acquired palmoplantar keratoderma,4,26
198678,Intestinal infectious disease,4,4
4055231,Accidental laceration during a procedure,4,6
4051140,Open wound of anterior abdominal wall,4,12
432283,Leukemoid reaction,4,11
137077,Chronic osteomyelitis of ankle and/or foot,4,89
136917,Primary malignant neoplasm of skin of face,4,50
36683375,Non-healing surgical wound,4,60
4065770,Cerebrospinal fluid examination abnormal,4,5
381281,Degenerative progressive high myopia,4,54
198199,Pyelonephritis,4,11
198101,Lipoma of skin and subcutaneous tissue (excluding face),4,8
4219481,Degenerative joint disease of ankle AND/OR foot,4,4
4216708,Urgent desire for stool,4,42
4181454,Articular cartilage disorder of hip,4,6
440385,Obstructive hydrocephalus,4,32
44782778,Pain disorder with psychological factor,4,17
24966,Esophageal varices,4,30
43530652,Chronic intractable migraine without aura,4,27
440748,Interstitial emphysema of lung,4,6
440897,Motor vehicle accident victim,4,5
436936,Benign neoplasm of cranial nerve,4,86
440700,Communicating hydrocephalus,4,55
4185471,Disorder of pigmentation,4,14
4225324,Resistance to activated protein C due to Factor V Leiden,4,66
4219643,Muscle fasciculation,4,24
137345,Pressure ulcer stage 4,4,61
4347287,Drug-induced myopathy,4,15
137951,Acquired keratoderma,4,22
4341763,Gallstone acute pancreatitis,4,22
43530687,Dysarthria as late effects of cerebrovascular disease,4,4
43530693,Acute exacerbation of chronic obstructive airways disease with asthma,4,17
43530625,Recurrent inguinal hernia,4,15
43530645,Functional quadriplegia,4,7
4308390,Mechanical complication of bile duct prosthesis,4,13
4305841,Periodic limb movement disorder,4,23
4304010,Phobic disorder,4,6
374035,Keratitis,4,18
4117883,Wrist joint effusion,4,8
4117881,Elbow joint effusion,4,4
372721,Congenital anomaly of cerebrovascular system,4,16
372610,Postconcussion syndrome,4,34
762213,Bursitis of left shoulder,4,14
618696,Contusion of head and/or neck,4,6
434374,Anisocoria,4,6
434298,Secondary malignant neoplasm of lymph nodes of upper limb,4,12
444243,Neurosis,4,17
444115,Disorder of bursa,4,20
40481861,Band neutrophil count above reference range,4,10
4127117,Varicose ulcer of lower extremity,4,7
4294416,Basal cell carcinoma of ear,4,18
4143698,Streptococcus agalactiae infection,4,12
4141028,Cervical disc disorder,4,74
372629,Nonexudative age-related macular degeneration,4,30
443740,Corneal endothelial dystrophy,4,60
40483317,Refractory epilepsy,4,16
80593,Urinary complication,4,4
765053,Lump in right breast,4,26
81670,Congenital anomaly of spine,4,9
81064,Pseudopolyposis of colon,4,8
40480461,Infarction of lung due to iatrogenic pulmonary embolism,4,5
444199,Iatrogenic disorder,4,4
443785,Calculus of gallbladder with cholecystitis,4,16
443792,Calculus of bile duct,4,24
434626,Borderline personality disorder,4,6
4141454,Recurrent major depression in partial remission,4,140
40480002,Aphasia as late effect of cerebrovascular disease,4,20
133002,Acute osteomyelitis,4,58
40479583,Iatrogenic pneumothorax,4,5
40479594,Periprosthetic fracture,4,7
4001298,Osteomyelitis of vertebra,4,23
434008,White blood cell disorder,4,22
433813,Bladder neck obstruction,4,18
4317685,Neoplasm of uncertain behavior of respiratory tract,4,5
4288676,Acute and chronic cholecystitis,4,5
4145821,Symptom of head and neck region,4,5
320425,Heart block,4,39
443539,Injury due to motor vehicle accident,4,51
79768,Neoplasm of urinary system,4,5
79072,Inflammatory disorder of breast,4,17
40491961,Sepsis due to Pseudomonas,4,29
4000968,Biceps tendinitis,4,15
40482241,Chronic ulcerative pancolitis,4,14
40481632,Ganglion cyst,4,17
435082,Closed fracture of nasal bones,4,20
4147164,Malignant tumor of lymphoid hemopoietic and related tissue,4,10
193874,Nocturnal enuresis,4,10
193422,Primary malignant neoplasm of body of stomach,4,101
193519,Impaired renal function disorder,4,5
193520,Urinary bladder stone,4,26
321876,Disorder of capillaries,4,16
321483,Respiratory complication,4,6
4134162,Subarachnoid hemorrhage due to traumatic injury,4,23
4133610,Fracture of upper end of humerus,4,11
373087,Central nervous system complication,4,4
80497,Disorder of cervical spine,4,22
80504,Acquired genu valgum,4,11
80187,Medial epicondylitis,4,12
4151937,Medication-induced postural tremor,4,6
4149606,Infection of intravenous catheter,4,6
435569,Disorder of jaw,4,9
435644,Metatarsal bone fracture,4,21
4013526,ESR raised,4,25
4009890,Pain in upper limb,4,6
4010658,Difficulty passing urine,4,7
37312105,Strain of rotator cuff of shoulder,4,9
4268622,Stricture of esophagus,4,20
4268895,Female pelvic peritoneal adhesions,4,5
318443,Arteriosclerotic vascular disease,4,6
317898,Malignant essential hypertension,4,76
317109,Respiratory arrest,4,7
4156114,Primary malignant neoplasm of border of tongue,4,104
4155034,Laceration of forearm,4,7
4151842,Bite - wound,4,6
40483292,Displacement of cervical intervertebral disc,4,7
443465,Dysphagia as a late effect of cerebrovascular accident,4,4
443411,Abnormal cytology findings,4,7
435565,Embolism and thrombosis of the vena cava,4,7
194684,Crohn's disease of large bowel,4,260
194408,Hydroureter,4,10
4279681,Hepatosplenomegaly,4,13
4273632,Right ventricular failure,4,22
4316228,Congenital arteriovenous malformation of gastrointestinal tract,4,8
4313365,Neoplasm of uncertain behavior of brain,4,34
4311629,Impaired glucose tolerance,4,6
4115161,Rheumatoid arthritis - hand joint,4,20
4113129,"Benign tumor of soft tissue of head, face and neck",4,8
375527,Headache disorder,4,8
375281,Acute suppurative otitis media without spontaneous rupture of ear drum,4,12
40483286,Critical illness myopathy,4,12
258180,Pneumonia due to Gram negative bacteria,4,19
4251304,Intervertebral disc prolapse,4,10
4251306,Stress,4,22
4252581,Alveolar pneumopathy,4,17
4252861,Benign neoplasm of autonomic nerve,4,19
4247719,Primary malignant neoplasm of ascending colon,4,44
4246395,Cellulitis of abdominal wall,4,11
258785,Pneumococcal pneumonia,4,24
442425,Lumbar post-laminectomy syndrome,4,18
435988,"Motor vehicle accident, driver",4,6
4160055,Clonic hemifacial spasm,4,97
195498,Benign neoplasm of kidney,4,7
195209,Benign neoplasm of liver and/or biliary ducts,4,51
4263748,Recurrent major depression in full remission,4,37
4260918,Disorder of spinal region,4,9
260125,Acute bronchiolitis,4,8
4326356,Arthropathy of the ankle AND/OR foot associated with a neurological disorder,4,109
4328079,Onycholysis,4,26
4323778,Thrombosis of superficial vein of lower limb,4,4
