condition_concept_id,disease_name,num_patients,num_occurrences
434085,Obstruction of duodenum,5,22
200757,Abscess of peritoneum,5,25
197610,Cyst of ovary,5,13
197675,Incontinence of feces,5,13
443530,Hematochezia,5,5
4008576,Diabetes mellitus without complication,5,22
46273652,Secondary malignant neoplasm of left lung,5,38
196151,Functional disorder of intestine,5,5
36714994,Typical atrial flutter,5,34
196738,Disorder of male genital organ,5,8
35624757,Neutropenia due to and following chemotherapy,5,29
443535,Infection due to enterococcus,5,20
4154168,Pelvic injury,5,6
43020910,Pulmonary hypertension due to left heart disease,5,12
192683,Uterovaginal prolapse,5,22
318450,Cardiac tamponade,5,20
192360,Cyst and pseudocyst of pancreas,5,12
192956,Cholecystitis,5,15
4023310,Blindness AND/OR vision impairment level,5,23
43530807,Allergic disposition,5,8
26823,Oral phase dysphagia,5,14
4166902,Scalp laceration,5,11
140480,Impetigo,5,20
45763855,Chronic kidney disease stage 3B,5,27
138102,Benign neoplasm of skin,5,16
141375,Hypertrophic condition of skin,5,19
46270513,Secondary malignant neoplasm of right lung,5,38
436093,Disseminated intravascular coagulation,4,6
40481896,Hypertensive urgency,4,27
197444,Vascular complication of medical care,4,12
197500,Primary malignant neoplasm of colon,4,69
198809,Acute cholecystitis,4,12
4334801,Surgical site infection,4,6
199064,Chronic vascular insufficiency of intestine,4,5
4008556,Pseudocyst of pancreas,4,14
4168701,"Localized swelling, mass and lump, upper limb",4,34
435753,Malignant lymphoma of intrathoracic lymph nodes,4,13
3655355,Erectile dysfunction,4,24
80951,Candidiasis of urogenital site,4,9
46286594,Problem related to lifestyle,4,33
73754,Restless legs,4,26
4050884,Pleural plaque,4,7
45769461,Non-rheumatic mitral valve disease,4,26
193165,Disorder of adrenal gland,4,19
40484571,Disorder of joint of shoulder region,4,10
40486896,Primary malignant neoplasm of extrahepatic bile duct,4,21
192680,Portal hypertension,4,11
192735,Malignant ascites,4,9
4114222,Malignant tumor of head and neck,4,94
43021227,Allergic condition,4,6
134441,Chronic ulcer of skin,4,26
40482638,Arteriosclerosis of autologous vein coronary artery bypass graft,4,5
319845,Pulmonary valve disorder,4,4
320073,Neutropenia,4,8
77631,"Localized, secondary osteoarthritis of the shoulder region",4,28
78472,Microscopic hematuria,4,13
78474,Hypertrophy of breast,4,4
317003,Compression of vein,4,6
4294416,Basal cell carcinoma of ear,4,18
4295261,Postmenopausal state,4,5
261326,Viral pneumonia,4,4
316428,Hypertrophic obstructive cardiomyopathy,4,20
440940,Methicillin resistant Staphylococcus aureus infection,4,11
193518,Intestinal obstruction,4,38
76153,Low compliance bladder,4,10
76240,Closed fracture pubis,4,16
432895,Cortical senile cataract,4,9
80008,Breakage of joint prosthesis,4,32
432869,Hemorrhagic disorder due to circulating anticoagulants,4,4
432875,Anemia due to chronic blood loss,4,8
4202383,Drug-induced diabetes mellitus,4,15
441840,Clinical finding,4,15
441536,Mixed acid-base balance disorder,4,4
4286497,Centriacinar emphysema,4,33
4289309,Atrial septal defect,4,9
4275359,Mental alertness - finding,4,10
4246451,Secondary malignant neoplasm of brain,4,199
372309,Mononeuritis,4,8
372604,Movement disorder,4,7
74728,Synovitis and tenosynovitis,4,26
4064161,Cirrhosis of liver,4,249
45757559,Pharyngeal dysphagia,4,6
40483171,Ulcer of anorectal structure,4,6
4208390,Inflammation of sacroiliac joint,4,19
4211001,Chronic gastric ulcer with hemorrhage,4,14
380733,Otalgia,4,12
4207539,Syndrome of inappropriate vasopressin secretion,4,14
36716270,Cyst of kidney,4,8
257315,Bacterial pneumonia,4,14
257503,Primary malignant neoplasm of main bronchus,4,6
261881,Trauma and postoperative pulmonary insufficiency,4,13
4108817,"Tricuspid valve disorder, non-rheumatic",4,5
441417,Incoordination,4,9
255841,Chronic bronchitis,4,37
255919,Finding of head and neck region,4,13
437992,Renal function tests abnormal,4,6
4147183,General symptom,4,13
4147829,Pain in pelvis,4,7
438252,Spontaneous ecchymosis,4,8
437233,Multiple myeloma,4,187
762296,Pain in right hand,4,15
37109056,Vascular dementia without behavioral disturbance,4,27
195596,Chronic pancreatitis,4,19
195007,Female stress incontinence,4,8
42537304,Hydronephrosis due to calculus of kidney and ureter,4,10
381295,Senile cataract,4,16
380111,Acute atopic conjunctivitis,4,14
4132130,Dilatation of aorta,4,4
4138617,Psychophysiologic insomnia,4,41
4138760,Exacerbation of intermittent asthma,4,11
374044,Ptosis of eyelid,4,18
4125590,Slurred speech,4,4
4232691,Permanent atrial fibrillation,4,13
439751,Secondary malignant neoplasm of intrathoracic lymph nodes,4,44
4117779,Peripheral nerve disease,4,13
440083,Acute stress disorder,4,15
44784105,Injury of free lower limb,4,7
438698,"Malignant lymphoma of lymph nodes of head, face AND/OR neck",4,86
759853,Cellulitis of right lower limb,4,21
444444,Benign neoplasm of transverse colon,4,8
137548,Cervical radiculopathy,4,21
4100857,Extreme obesity with alveolar hypoventilation,4,16
437461,Disorder of prosthetic cardiac valve,4,11
437474,Postoperative infection,4,11
4156114,Primary malignant neoplasm of border of tongue,4,104
435243,Alcohol dependence,4,211
436581,Accidental poisoning,4,15
4152592,Lumbosacral stenosis,4,11
4160859,Methicillin resistant Staphylococcus aureus carrier,4,8
201613,Chronic nonalcoholic liver disease,4,10
4307981,Clostridium difficile colitis,4,39
201461,Disorder affecting transplanted structure,4,6
4307254,Closed fracture,4,24
46273539,Acute bronchospasm,4,8
444131,Injury of lower leg,4,6
443919,Hypertensive renal failure,4,11
198464,Incisional hernia,4,70
198520,Lumbar spondylosis with myelopathy,4,7
444100,Mood disorder,4,48
4317258,Disorder of skin,4,24
200765,Chronic cholecystitis,4,9
4331284,Contusion of scalp,4,8
197324,Disorder of peritoneum,4,6
197331,Disorder of urinary tract,4,5
200447,Gastrointestinal complication,4,7
4176892,Cortical hemorrhage,4,7
4171919,"Localized swelling, mass and lump, lower limb",4,15
4172432,Hyperpigmentation of skin,4,13
379832,Mixed conductive AND sensorineural hearing loss,4,25
378425,Blepharitis,4,12
379010,Epiretinal membrane,4,41
374313,Neoplasm of uncertain behavior of soft tissues,4,13
436665,Bipolar disorder,4,15
4168666,Cerebral degeneration,4,4
44782690,Chronic kidney disease stage 5 due to hypertension,4,14
72993,"Localized, primary osteoarthritis",4,8
45763549,Bilateral tinnitus,3,4
24609,Hypoglycemia,3,17
74635,Lumbosacral radiculopathy,3,9
4017107,Traumatic subdural hemorrhage,3,18
4057432,Mediastinal emphysema,3,4
4056006,Contusion of anterior abdominal wall,3,7
81931,Psoriasis with arthropathy,3,91
28974,Candidiasis of the esophagus,3,5
29056,Sialoadenitis,3,6
26727,Hematemesis,3,5
435956,Closed fracture of base of neck of femur,3,5
435752,Primary malignant neoplasm of duodenum,3,69
436996,Thoracoabdominal aortic aneurysm,3,34
81151,Sprain of ankle,3,12
435565,Embolism and thrombosis of the vena cava,3,3
43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,3,6
4028073,Disorder of artery of neck,3,4
4025215,Emotional state finding,3,8
46273463,Upper respiratory tract infection due to Influenza,3,14
45768964,Uncomplicated moderate persistent asthma,3,17
374022,Hemiplegia,3,7
378135,Facial nerve disorder,3,21
4215402,Primary insomnia,3,7
4226991,Xerostomia,3,5
4224741,Degenerative disorder of macula,3,8
4228802,Mild recurrent major depression,3,14
4131422,Neoplasm of intra-abdominal lymph nodes,3,7
4128827,Voice production finding,3,9
439013,Insomnia disorder related to another mental disorder,3,9
373425,Secondary malignant neoplasm of nervous system,3,20
44782743,Acute deep venous thrombosis of popliteal vein,3,9
439928,Gangrenous disorder,3,10
4120275,Drug-induced hypotension,3,3
4121463,Postoperative cardiac complication,3,5
4124693,Hypertrophic cardiomyopathy,3,26
376065,Disorder of nervous system due to type 2 diabetes mellitus,3,14
376690,Cerebral edema,3,4
376229,Abnormal involuntary movement,3,5
376647,Primary malignant neoplasm of soft tissues,3,30
377574,Presbycusis,3,9
374923,Bell's palsy,3,9
438878,Liver function tests abnormal,3,4
4137468,Abscess of skin and/or subcutaneous tissue,3,5
4144112,Adult hypertrophic pyloric stenosis,3,14
4140438,Chronic hypercapnic respiratory failure,3,5
380701,Diffuse Lewy body disease,3,5
380706,Regular astigmatism,3,17
432250,Disorder due to infection,3,5
4216397,Nerve root disorder,3,14
142026,Disorder of cardiovascular prostheses and implants,3,11
192273,Benign neoplasm of adrenal gland,3,4
40483134,Strain of muscle and/or tendon of thigh,3,6
40487064,Sepsis due to Escherichia coli,3,3
40484532,Nonalcoholic steatohepatitis,3,106
4069935,Idiopathic scoliosis,3,23
444411,Carcinoma in situ of skin of trunk,3,14
76349,Primary malignant neoplasm of urinary system,3,14
75128,Injury of chest wall,3,3
374905,Non-organic sleep disorder,3,5
4246127,Malignant neoplasm of liver,3,4
4242574,Intertrigo,3,14
4242816,Benign neoplasm of pituitary gland,3,57
4115169,Pain in left arm,3,7
77630,Disorder of shoulder,3,9
44782747,Acute deep venous thrombosis of femoral vein,3,15
78619,Contusion of knee,3,4
320739,Dissection of aorta,3,40
321661,Spinal stenosis of thoracic region,3,29
4256889,Dissection of abdominal aorta,3,4
4237062,Mural thrombus of heart,3,4
139750,Primary malignant neoplasm of skin,3,4
134668,Chronic maxillary sinusitis,3,6
134116,Dermatitis due to drug AND/OR medicine taken internally,3,8
43020424,Hypertensive emergency,3,4
43020567,Air leaking from lung,3,3
42539502,Transplanted kidney present,3,96
4265485,Bacteriuria,3,5
317376,Tachypnea,3,6
4264617,Foot-drop,3,20
317895,Renovascular hypertension,3,24
318169,Varicose veins of lower extremity,3,10
4115027,Squamous cell carcinoma of skin of upper lip,3,25
40485490,Acute postthoracotomy pain syndrome,3,6
192667,Atrophic gastritis,3,8
193144,Secondary malignant neoplasm of adrenal gland,3,47
40480893,Nonspecific tuberculin test reaction,3,31
40482236,Dehiscence of internal surgical wound,3,27
40482237,Hemiplegia of dominant side,3,6
79936,Polyuria,3,8
432933,Aneurysm of artery of lower extremity,3,24
432863,Acquired coagulation factor deficiency,3,3
4111709,Non-traumatic subdural hemorrhage,3,13
75036,"Localized, primary osteoarthritis of the hand",3,11
195847,Gastroparesis syndrome,3,5
195480,Primary malignant neoplasm of renal pelvis,3,7
195498,Benign neoplasm of kidney,3,6
193520,Urinary bladder stone,3,25
193252,Diverticulosis of small intestine,3,4
37205080,Disorder due to and following drug poisoning,3,7
36716978,Acute on chronic hypercapnic respiratory failure,3,4
440814,Torticollis,3,11
4115170,Pain in right arm,3,17
4297667,Basal cell carcinoma of upper extremity,3,8
316437,Cerebral atherosclerosis,3,11
4273632,Right ventricular failure,3,21
4275889,Visual hallucinations,3,3
4281826,Lymphocytosis,3,39
4282316,Recurrent major depression,3,3
4284982,Calculus of bile duct without obstruction,3,13
4280726,Seasonal allergic rhinitis,3,4
4273391,Suicidal thoughts,3,14
4288676,Acute and chronic cholecystitis,3,3
4195085,Nasal congestion,3,5
4203555,Collapse of thoracic vertebra,3,3
433813,Bladder neck obstruction,3,16
133424,Primary malignant neoplasm of thyroid gland,3,63
133726,Carcinoma in situ of skin of face,3,41
133834,Atopic dermatitis,3,8
133228,Dental caries,3,7
253790,Pneumonia due to Klebsiella pneumoniae,3,3
4302537,Digestive system finding,3,3
256723,Pneumonia and influenza,3,5
443238,Diabetic - poor control,3,13
442774,Intermittent claudication,3,26
441415,Electromyogram abnormal,3,8
312349,Venous varices,3,3
314171,Low blood pressure reading,3,4
259848,Chronic rhinitis,3,14
40491960,Sepsis due to methicillin resistant Staphylococcus aureus,3,3
196724,Disorder of diaphragm,3,8
36716935,Acquired absence of cervix and uterus,3,5
37016768,Autonomic neuropathy due to type 2 diabetes mellitus,3,8
194997,Prostatitis,3,5
73571,Pathological fracture,3,10
72407,Effusion of joint of shoulder region,3,3
72715,Exostosis,3,3
77030,Disorder of breast,3,4
600858,Nontraumatic hematoma of soft tissue,3,3
444264,Thrombosis of iliac artery,3,3
4300092,Cannabis-induced organic mental disorder,3,3
4300557,Squamous cell carcinoma of skin of trunk,3,11
438134,Hypersomnia,3,20
437220,Primary malignant neoplasm of ventral surface of tongue,3,52
4151134,Cyst of pancreas,3,15
4150299,Localization-related idiopathic epilepsy,3,20
4148486,Postprocedural respiratory failure,3,8
437382,Urine finding,3,5
437064,Chondrocalcinosis,3,77
4186463,Exocrine pancreatic insufficiency,3,6
433031,Hallucinations,3,23
433516,Duodenitis,3,4
4156515,Malnutrition (calorie),3,7
199767,Neoplasm of uncertain behavior of liver and/or biliary passages,3,5
199856,Varicose veins of lower extremity with inflammation,3,18
199860,Hernia of abdominal cavity,3,3
4311159,Midline cystocele,3,17
443465,Dysphagia as a late effect of cerebrovascular accident,3,3
4095592,Malignant melanoma of scalp and/or neck,3,129
442108,Benign neoplasm of cecum,3,4
442104,Benign neoplasm of descending colon,3,9
135772,Goiter,3,4
135893,Pressure ulcer of heel,3,4
40490888,Herniation of rectum into vagina,3,21
42536696,Contusion of head,3,5
608180,Radiculopathy due to cervical spondylosis,3,10
4083556,Seronegative rheumatoid arthritis,3,65
4084966,Candida infection of genital region,3,4
4079687,Tumor lysis syndrome,3,7
36684319,Adjustment disorder with mixed anxiety and depressed mood,3,32
36684613,Dermatochalasis of right upper eyelid,3,15
36684676,Dermatochalasis of left upper eyelid,3,12
198124,Kidney disease,3,4
36712986,Atypical atrial flutter,3,10
36712821,Postprocedural infection,3,7
36712827,Dehiscence of external surgical incision wound,3,16
4306292,Upper abdominal pain,3,16
4151985,Lower back injury,3,3
436231,Abnormal findings diagnostic imaging of liver+biliary tract,3,9
435119,Late effect of injury,3,14
435220,Severe recurrent major depression without psychotic features,3,104
435262,Primary open angle glaucoma,3,78
4170145,Absence of lung,3,7
434169,Abnormal findings on diagnostic imaging of breast,3,12
200451,Chronic passive congestion of liver,3,5
200485,Pressure ulcer of buttock,3,8
200527,Splenomegaly,3,8
199876,Prolapse of female genital organs,3,29
198371,Secondary malignant neoplasm of small intestine,3,4
4322945,Spinal cord compression,3,16
198202,Cystocele,3,18
443730,Disorder of nervous system due to diabetes mellitus,3,8
4085586,"Thrombus due to any device, implant AND/OR graft",3,9
443785,Calculus of gallbladder with cholecystitis,3,6
443702,Abnormal response to nerve stimulation,3,3
444211,Disorder of thigh,3,7
444084,Extrinsic allergic alveolitis,3,90
443524,Mixed urinary incontinence,3,10
46270027,Pneumonia due to methicillin resistant Staphylococcus aureus,3,21
4008220,"Closed fracture lumbar vertebra, wedge",3,5
4045749,Cerebral amyloid angiopathy,3,4
4042836,Disorder of head,3,6
4035611,Seropositive rheumatoid arthritis,3,180
4012368,Increased frequency of urination,3,15
4004352,Irritant contact dermatitis,3,8
196433,Aneurysm of iliac artery,3,23
198400,Hemangioma of skin and subcutaneous tissue,3,10
199075,Neurogenic bladder,3,8
4344500,Impingement syndrome of shoulder region,3,6
4340960,Idiopathic acute pancreatitis,3,21
4172970,Nontraumatic rotator cuff tear,3,16
140708,Myelopathy due to another disorder,3,5
140352,"Acute myeloid leukemia, disease",3,81
140842,Changes in skin texture,3,88
141095,Acne,3,18
138225,Disorder of sebaceous gland,3,14
141825,Simple goiter,3,5
46269921,Oral ulcerative mucositis due to antineoplastic therapy,3,5
46269946,Sepsis caused by Enterococcus,3,3
44782732,Chronic pulmonary embolism,3,7
436043,Overlapping malignant neoplasm of tongue,3,5
46269757,Chronic ulcer of skin of lower leg,3,7
25572,Disorder of salivary gland,3,18
74138,Pathological fracture of vertebra,3,3
26052,Primary malignant neoplasm of larynx,3,29
46273719,Acute hypercapnic respiratory failure,3,7
23868,Congenital anomaly of esophagus,2,3
74125,Inflammatory polyarthropathy,2,47
73008,Enthesopathy,2,3
4041285,Urogenital finding,2,7
4033848,Post-inflammatory hyperpigmentation,2,6
4031106,Melanocytic nevus of face,2,3
4028387,Disorder of integument,2,2
4029488,Hepatic encephalopathy,2,13
4025938,Pressure ulcer of sacral region,2,7
4027384,Inflammatory disorder,2,22
4027663,Peptic ulcer,2,3
4024301,Neurotoxicity,2,17
46271778,Cytokine release syndrome,2,27
139906,Intervertebral disc disorder of cervical region with myelopathy,2,4
138387,Thyrotoxicosis,2,8
40305987,Delayed union of fracture,2,9
40481091,Partial edentulism,2,3
40481303,Aphonia,2,11
40479594,Periprosthetic fracture,2,4
40480160,Osteoporotic fracture,2,3
40480429,Hemiplegia of nondominant side,2,3
444410,Carcinoma in situ of skin of ear,2,11
4069320,Pseudarthrosis after fusion or arthrodesis,2,3
4067766,Pathologic fracture of bone at site of neoplasm,2,6
4066371,Cellulitis and abscess of lower leg,2,5
40487528,Non-Hodgkin's lymphoma of extranodal site,2,13
40483189,Arteriosclerosis of arterial coronary artery bypass graft,2,2
40483342,Acute exacerbation of bronchiectasis,2,15
139766,Carcinoma in situ of scalp and skin of neck,2,21
193519,Impaired renal function disorder,2,2
193666,Injury of hip region,2,2
195603,Vulval and/or perineal noninflammatory disorders,2,12
77066,Derangement of medial meniscus,2,11
75865,Disorder of the urinary system,2,5
75941,Closed fracture of one rib,2,4
75634,Fracture malunion,2,3
75065,Acquired deformity of spine,2,2
37312105,Strain of rotator cuff of shoulder,2,7
194475,Hiccoughs,2,3
194589,Primary malignant neoplasm of biliary tract,2,13
193874,Nocturnal enuresis,2,4
194175,Left upper quadrant pain,2,4
194385,Aneurysm of renal artery,2,2
194403,Obstructed diaphragmatic hernia,2,12
193422,Primary malignant neoplasm of body of stomach,2,57
433596,Abnormal sputum,2,3
433440,Dysthymia,2,10
432941,Disorder of tongue,2,19
4191650,Acute respiratory distress,2,3
4193620,"Keratoconjunctivitis sicca, in Sjögren's syndrome",2,63
4187240,Disorder of aorta,2,11
4184423,Scoliosis of lumbar spine,2,7
4185356,Kyphosis of thoracic spine,2,2
436278,Contusion of thigh,2,2
436148,Chronic duodenal ulcer with hemorrhage but without obstruction,2,4
4160055,Clonic hemifacial spasm,2,58
4160464,Pseudofolliculitis barbae,2,3
4153890,Malignant melanoma of trunk,2,65
4153359,Arthritis of spine,2,10
437584,Ataxia,2,6
437703,Closed fracture of intracapsular section of femur,2,2
4176898,Complication of urinary catheter,2,2
435516,Lipoprotein deficiency disorder,2,9
435506,Benign neoplastic disease,2,33
435082,Closed fracture of nasal bones,2,16
434875,Secondary malignant neoplasm of mediastinum,2,27
434881,Peripheral T-cell lymphoma (clinical),2,12
436677,Adjustment disorder,2,12
436700,Exophthalmos,2,5
435786,Disorder of sleep-wake cycle,2,10
435790,Secondary polycythemia,2,23
77965,Acquired trigger finger,2,5
44782549,Disorder of vertebral column,2,4
4177206,Tubulointerstitial nephritis,2,12
4177944,Panacinar emphysema,2,7
4178810,Gastrointestinal complication of procedure,2,3
4175807,Rheumatic disease of tricuspid valve,2,10
432461,Closed fracture of shaft of clavicle,2,11
432463,Closed fracture of acromial end of clavicle,2,21
4201705,Sequela of disorder,2,8
4196433,Senile dementia of the Lewy body type,2,3
4194160,Thyroid function tests abnormal,2,5
432798,"Mechanical complication of internal orthopedic device, implant AND/OR graft",2,4
432843,Primary malignant neoplasm of tail of pancreas,2,74
432595,Amyloidosis,2,21
4143698,Streptococcus agalactiae infection,2,2
80045,Primary malignant neoplasm of anus,2,317
133725,Carcinoma in situ of skin of lip,2,3
132277,Neoplasm of uncertain behavior of endocrine glands and nervous system,2,5
132393,Pressure ulcer stage 1,2,6
132706,Disorder of nail,2,6
43022059,Disease of non-coronary systemic artery,2,10
43022069,Primary central sleep apnea,2,57
434467,Ostium secundum type atrial septal defect,2,4
437116,Closed fracture of distal end of radius,2,7
4150981,Drug resistance,2,2
4148906,Spontaneous subarachnoid hemorrhage,2,6
438170,Acute myocardial infarction of inferior wall,2,2
438367,Primary malignant neoplasm of nasal cavity,2,53
437828,Disorder of calcium metabolism,2,23
4141454,Recurrent major depression in partial remission,2,10
4185932,Ischemic heart disease,2,2
4181965,Chronic ulcer of foot,2,88
434622,Deficiency anemias,2,3
434494,Closed fracture of upper end of humerus,2,2
434592,B-cell lymphoma (clinical),2,4
434281,Aspergillosis,2,22
434293,Primary malignant neoplasm of body of pancreas,2,4
434303,Benign neoplasm of rectum and anal canal,2,2
379769,Benign neoplasm of brain,2,6
379801,Trigeminal neuralgia,2,9
379019,Conjunctivitis,2,2
378165,Nystagmus,2,2
377877,Esotropia,2,6
378087,Secondary malignant neoplasm of brain and spinal cord,2,57
4219836,Contusion of ocular adnexa and periocular tissues,2,2
4211974,Acute viral hepatitis,2,7
439404,Primary malignant neoplasm of oral cavity,2,13
439005,Chronic alcoholism in remission,2,43
438688,Sarcoidosis,2,6
438693,Primary malignant neoplasm of mediastinum,2,12
4130851,Injury of upper extremity,2,2
4130023,Atrophy of thyroid - acquired,2,56
4230641,Chronic pansinusitis,2,3
4232181,Chronic duodenal ulcer with hemorrhage,2,3
381001,Subjective visual disturbance,2,14
381021,Lagophthalmos,2,9
381290,Ocular hypertension,2,17
4138412,Fracture of proximal end of femur,2,2
4134603,Vascular disorder of intestine,2,12
4135466,Hemothorax,2,7
4134162,Subarachnoid hemorrhage due to traumatic injury,2,4
439199,Open wound without complication,2,6
80767,Breast lump,2,5
4216644,Rectal polyp,2,4
4207623,Lung transplant rejection,2,3
4211231,Panic disorder without agoraphobia,2,6
4204781,Collapse of lumbar vertebra,2,6
4204991,Lichen simplex chronicus,2,44
381537,Organic anxiety disorder,2,4
381572,Abducens nerve palsy,2,16
321876,Disorder of capillaries,2,11
4245385,Displacement of cardiac device,2,4
4245975,Hepatic failure,2,4
4241908,Carcinoma in situ of skin of upper limb,2,31
4242669,Biventricular congestive heart failure,2,3
4243445,Benign neoplasm of pancreas,2,2
4239381,Psychoactive substance abuse,2,50
375519,Alcohol withdrawal syndrome,2,58
440032,Cytomegalovirus infection,2,11
44783028,Injury of shoulder and upper arm,2,6
44783628,Pulmonary hypertension due to lung disease and/or hypoxia,2,33
44783760,Mammographic calcification of breast,2,4
44782735,Chronic deep venous thrombosis of lower extremity,2,2
373852,Neuralgia,2,13
372925,Cholesteatoma,2,15
373449,Drug-induced delirium,2,2
4234480,Arteriovenous fistula,2,7
4234788,Irritable bowel syndrome characterized by alternating bowel habit,2,39
4234997,Disorder of vein,2,2
4117686,Rheumatoid arthritis of multiple joints,2,59
440072,Hypogammaglobulinemia,2,5
440129,Hypertrophy of nasal turbinates,2,5
440142,Disorder of mediastinum,2,3
440005,Complication of medical care,2,2
374028,Age related macular degeneration,2,3
377254,"Multi-infarct dementia, uncomplicated",2,9
376713,Cerebral hemorrhage,2,2
376966,Exudative age-related macular degeneration,2,4
376124,Pinguecula,2,8
376382,Tension-type headache,2,7
375800,Dystonia,2,4
376115,Cystoid macular retinal degeneration,2,29
318174,Phlebitis,2,3
318459,Respiratory insufficiency,2,2
318736,Migraine,2,3
317898,Malignant essential hypertension,2,55
4266864,Abscess of neck,2,21
4268046,Left posterior fascicular block,2,2
4268622,Stricture of esophagus,2,2
4265749,Meibomian gland dysfunction,2,15
78236,Muscle atrophy,2,2
78505,"Localized, primary osteoarthritis of the ankle and/or foot",2,4
77987,Respiratory finding of chest,2,15
78200,Benign mammary dysplasia,2,4
439408,Graft complications,2,3
439620,Late effect of accidental injury,2,3
439676,Coronavirus infection,2,5
4116241,Squamous cell carcinoma of anal margin,2,37
320115,Mitral insufficiency and aortic stenosis,2,2
320116,Acute pericarditis,2,4
373499,Disorder of eye region,2,4
44782819,Chronic occlusion of artery of extremity,2,3
44783016,Calculus of gallbladder with acute and chronic cholecystitis,2,3
79061,Slow transit constipation,2,3
79240,Prosthetic joint dislocation,2,16
79768,Neoplasm of urinary system,2,3
375547,Anisometropia,2,4
4263360,Fracture of pubis,2,4
321483,Respiratory complication,2,2
321689,Apnea,2,2
321107,Congenital insufficiency of aortic valve,2,5
321315,Trifascicular block,2,2
320342,Secondary malignant neoplasm of lymph nodes of multiple sites,2,2
320425,Heart block,2,28
312927,Acute cor pulmonale,2,4
4286676,Acquired deformity of rib,2,2
4288370,Severe visual impairment,2,2
4289526,Nonulcer dyspepsia,2,2
4280071,Thrombocytosis,2,6
316795,Congenital anomaly of peripheral blood vessel,2,6
316211,Acquired spondylolisthesis,2,2
43530625,Recurrent inguinal hernia,2,8
4111416,"Pulmonary incompetence, non-rheumatic",2,25
440556,Closed transcervical fracture of femur,2,2
440385,Obstructive hydrocephalus,2,4
440276,"Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft",2,25
441830,Disorder of fluid AND/OR electrolyte,2,3
441875,Thoracic aortic aneurysm which has ruptured,2,19
441428,Closed fracture of lateral malleolus,2,7
441521,Malignant lymphoma of lymph nodes of axilla AND/OR upper limb,2,17
135030,Discoloration of skin,2,3
135204,Mycosis fungoides of extranodal AND/OR solid organ site,2,22
42537744,Transplanted cornea present,2,16
315361,Orthopnea,2,9
316084,Lymphadenitis,2,2
314971,Chronic respiratory failure,2,3
4112334,Idiopathic hypotension,2,4
4112852,Benign lipomatous tumor,2,6
4266188,Disorder of body wall,2,12
4260194,Photophobia,2,6
4260535,Diverticulitis of large intestine,2,2
43021250,Complication associated with orthopedic device,2,27
42539698,Transplanted lung present,2,1047
135333,Pressure ulcer,2,11
135340,Pressure ulcer stage 3,2,2
134681,Diffuse spasm of esophagus,2,2
201069,"Peptic ulcer without hemorrhage, without perforation AND without obstruction",2,2
256633,Primary malignant neoplasm of base of tongue,2,349
254068,Disorder of upper respiratory system,2,8
255348,Polymyalgia rheumatica,2,2
252662,Tracheobronchial disorder,2,2
4301427,Squamous cell carcinoma of upper extremity,2,2
4302739,Thigh pain,2,5
4297894,Greater trochanteric pain syndrome,2,30
441225,Primary malignant neoplasm of ampulla of Vater,2,43
4110937,Non-rheumatic mitral valve stenosis,2,8
4109135,Corneal scars and opacities,2,9
4110189,Cerebral infarct due to thrombosis of precerebral arteries,2,26
4103532,Immune thrombocytopenia,2,13
443200,Nervous system symptoms,2,4
443236,Hypnotic or anxiolytic dependence,2,25
442555,Breathing painful,2,3
257755,Complication of transplanted lung,2,66
313324,Cheyne-Stokes respiration,2,2
312723,Congenital heart disease,2,5
441561,Low tension glaucoma,2,62
441737,Contusion,2,5
441284,Open-angle glaucoma,2,4
440979,Acquired hemolytic anemia,2,3
441202,Anaphylaxis,2,7
43021410,Breakage of internal fixation device,2,3
43021779,Hearing loss of left ear,2,3
4290976,Temporal arteritis,2,54
4291304,Dermatosis of eyelid,2,8
258375,Overlapping malignant neoplasm of bronchus and lung,2,216
258449,Hemopericardium,2,5
257581,Acute asthma,2,5
257583,Allergic bronchopulmonary aspergillosis,2,22
4309912,Generally unwell,2,11
4308696,Pain due to internal prosthetic device,2,3
4308802,Cervical spondylosis,2,2
4308835,Postoperative hematoma formation,2,3
4306923,Chronic idiopathic constipation,2,20
4307774,Acute lower respiratory tract infection,2,4
4308390,Mechanical complication of bile duct prosthesis,2,9
4303401,Finding reported by subject or history provider,2,3
4098611,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,2,7
4100065,Disease due to Coronaviridae,2,2
4098597,Waldenström macroglobulinemia,2,177
4094822,Foreign body in respiratory tract,2,2
4092538,Herpesviral vesicular dermatitis,2,4
443608,Bilateral sensory hearing loss,2,7
443460,Pathological fracture of femur,2,4
200445,Chronic prostatitis,2,5
136834,Closed intertrochanteric fracture,2,10
136184,Pruritus of skin,2,10
201352,Gallbladder calculus with acute cholecystitis and obstruction,2,8
200959,Secondary malignant neoplasm of intrapelvic lymph nodes,2,65
442111,Benign neoplasm of ascending colon,2,4
442256,Disorder of bursa of shoulder region,2,6
442287,Rest pain,2,2
442012,"Mechanical complication of genitourinary device, implant AND/OR graft",2,9
4299417,Basal cell carcinoma of face,2,9
4299418,Basal cell carcinoma of lower extremity,2,3
4296611,Chronic gastric ulcer without hemorrhage AND without perforation,2,2
42536547,Ischemia of kidney,2,3
40492392,Closed fracture of fibula,2,6
40492482,Squamous cell carcinoma of nose,2,3
